track_album_name,instrumentalness,tempo,id,speechiness,track_name,playlist_id,valence,type,playlist_genre,track_album_id,loudness,danceability,track_album_release_date,analysis_url,track_popularity,track_id,track_href,liveness,time_signature,playlist_subgenre,uri,track_artist,playlist_name,key,mode,duration_ms,acousticness,energy
I Told Them...,0,75.961,5batLmtO74GzFY6clZwwQr,0.0387,If I'm Lying,3kEpLybbAlVUVimW5Evijb,0.775,audio_features,ambient,5PKl5yyetQ6mFeWK6ONbSH,-8.438,0.355,2023-08-24,https://api.spotify.com/v1/audio-analysis/5batLmtO74GzFY6clZwwQr,43,5batLmtO74GzFY6clZwwQr,https://api.spotify.com/v1/tracks/5batLmtO74GzFY6clZwwQr,0.118,4,meditative,spotify:track:5batLmtO74GzFY6clZwwQr,Burna Boy,Meditative Vibes,3,0,197248,0.565,0.384
EZIOKWU,0.000201,110.004,4tvoZzMGhx23HAlS5GUVCa,0.274,TESLA BOY (feat. Blaqbonez),3kEpLybbAlVUVimW5Evijb,0.684,audio_features,ambient,6e1McsPwHgiySHVlpZRhFx,-8.105,0.924,2023-10-06,https://api.spotify.com/v1/audio-analysis/4tvoZzMGhx23HAlS5GUVCa,43,4tvoZzMGhx23HAlS5GUVCa,https://api.spotify.com/v1/tracks/4tvoZzMGhx23HAlS5GUVCa,0.0916,4,meditative,spotify:track:4tvoZzMGhx23HAlS5GUVCa,"ODUMODUBLVCK, Blaqbonez",Meditative Vibes,5,1,185455,0.05,0.535
Maverick,0.0041,103.039,25k1dcqUAmq4uYKUFj7u3o,0.153,My G,3kEpLybbAlVUVimW5Evijb,0.769,audio_features,ambient,2gbx0YcLDduf3oqujoq1fI,-3.906,0.808,2023-07-27,https://api.spotify.com/v1/audio-analysis/25k1dcqUAmq4uYKUFj7u3o,56,25k1dcqUAmq4uYKUFj7u3o,https://api.spotify.com/v1/tracks/25k1dcqUAmq4uYKUFj7u3o,0.17,4,meditative,spotify:track:25k1dcqUAmq4uYKUFj7u3o,Kizz Daniel,Meditative Vibes,8,1,160771,0.397,0.662
The Evil Genius,0.0184,100.001,4qbEAsnEwISp19ebujxhg4,0.189,"Chop Time, No Friend",3kEpLybbAlVUVimW5Evijb,0.629,audio_features,ambient,0odZlVIliO8lwKtykjMUxG,-6.934,0.878,2023-10-27,https://api.spotify.com/v1/audio-analysis/4qbEAsnEwISp19ebujxhg4,40,4qbEAsnEwISp19ebujxhg4,https://api.spotify.com/v1/tracks/4qbEAsnEwISp19ebujxhg4,0.109,4,meditative,spotify:track:4qbEAsnEwISp19ebujxhg4,Mr Eazi,Meditative Vibes,5,0,168150,0.0933,0.654
Unruly,0.00592,95.992,5dVJTSZhL2n81ZkT4PZu0x,0.109,Jinja,3kEpLybbAlVUVimW5Evijb,0.403,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-7.374,0.898,2023-08-08,https://api.spotify.com/v1/audio-analysis/5dVJTSZhL2n81ZkT4PZu0x,61,5dVJTSZhL2n81ZkT4PZu0x,https://api.spotify.com/v1/tracks/5dVJTSZhL2n81ZkT4PZu0x,0.173,4,meditative,spotify:track:5dVJTSZhL2n81ZkT4PZu0x,Olamide,Meditative Vibes,4,0,155020,0.113,0.735
EZIOKWU,8.92e-05,105.935,7sFukIJffFFLwnazXIbqP5,0.276,KUBOLOR (feat. Amaarae),3kEpLybbAlVUVimW5Evijb,0.751,audio_features,ambient,6e1McsPwHgiySHVlpZRhFx,-7.399,0.571,2023-10-06,https://api.spotify.com/v1/audio-analysis/7sFukIJffFFLwnazXIbqP5,53,7sFukIJffFFLwnazXIbqP5,https://api.spotify.com/v1/tracks/7sFukIJffFFLwnazXIbqP5,0.309,4,meditative,spotify:track:7sFukIJffFFLwnazXIbqP5,"ODUMODUBLVCK, Amaarae",Meditative Vibes,4,0,129057,0.329,0.721
The Evil Genius,0.000104,97.766,3V6c5KpTtIFHzmb1kofHPG,0.209,Exit,3kEpLybbAlVUVimW5Evijb,0.662,audio_features,ambient,0odZlVIliO8lwKtykjMUxG,-5.397,0.531,2023-10-27,https://api.spotify.com/v1/audio-analysis/3V6c5KpTtIFHzmb1kofHPG,22,3V6c5KpTtIFHzmb1kofHPG,https://api.spotify.com/v1/tracks/3V6c5KpTtIFHzmb1kofHPG,0.119,4,meditative,spotify:track:3V6c5KpTtIFHzmb1kofHPG,"Mr Eazi, Soweto Gospel Choir",Meditative Vibes,8,1,176380,0.00424,0.83
I Told Them...,0.0162,103.016,2vocGs3C0oElZiVwZSQZPg,0.127,On Form,3kEpLybbAlVUVimW5Evijb,0.643,audio_features,ambient,5PKl5yyetQ6mFeWK6ONbSH,-5.725,0.846,2023-08-24,https://api.spotify.com/v1/audio-analysis/2vocGs3C0oElZiVwZSQZPg,48,2vocGs3C0oElZiVwZSQZPg,https://api.spotify.com/v1/tracks/2vocGs3C0oElZiVwZSQZPg,0.273,4,meditative,spotify:track:2vocGs3C0oElZiVwZSQZPg,Burna Boy,Meditative Vibes,1,1,223390,0.0219,0.792
The Evil Genius,4.67e-05,97.046,4KsipOlFHPF7Qo29auvXXL,0.333,Mandela,3kEpLybbAlVUVimW5Evijb,0.146,audio_features,ambient,0odZlVIliO8lwKtykjMUxG,-7.243,0.909,2023-10-27,https://api.spotify.com/v1/audio-analysis/4KsipOlFHPF7Qo29auvXXL,19,4KsipOlFHPF7Qo29auvXXL,https://api.spotify.com/v1/tracks/4KsipOlFHPF7Qo29auvXXL,0.101,4,meditative,spotify:track:4KsipOlFHPF7Qo29auvXXL,Mr Eazi,Meditative Vibes,11,1,160305,0.175,0.503
"Sincerely, Benson",0,159.909,6lPFIUFLh26s5z8LTy1eCz,0.342,Final Answer (feat. Popcaan),3kEpLybbAlVUVimW5Evijb,0.325,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-7.687,0.547,2023-10-04,https://api.spotify.com/v1/audio-analysis/6lPFIUFLh26s5z8LTy1eCz,42,6lPFIUFLh26s5z8LTy1eCz,https://api.spotify.com/v1/tracks/6lPFIUFLh26s5z8LTy1eCz,0.0886,4,meditative,spotify:track:6lPFIUFLh26s5z8LTy1eCz,"Bnxn, Popcaan",Meditative Vibes,11,1,152333,0.44,0.57
I Told Them...,2.65e-06,92.954,6Z7X86HZWODk0KPVmOsCKR,0.108,"Tested, Approved & Trusted",3kEpLybbAlVUVimW5Evijb,0.646,audio_features,ambient,5PKl5yyetQ6mFeWK6ONbSH,-9.977,0.814,2023-08-24,https://api.spotify.com/v1/audio-analysis/6Z7X86HZWODk0KPVmOsCKR,51,6Z7X86HZWODk0KPVmOsCKR,https://api.spotify.com/v1/tracks/6Z7X86HZWODk0KPVmOsCKR,0.0881,4,meditative,spotify:track:6Z7X86HZWODk0KPVmOsCKR,Burna Boy,Meditative Vibes,6,1,220394,0.16,0.482
Emeka Must Shine,0,109.307,0J0zVe6dR8atTdiWfIBFP7,0.252,MASQUERADE (feat. M24),3kEpLybbAlVUVimW5Evijb,0.667,audio_features,ambient,0PhhdE2E1kmaCWIvomj6Fj,-5.555,0.85,2023-10-27,https://api.spotify.com/v1/audio-analysis/0J0zVe6dR8atTdiWfIBFP7,34,0J0zVe6dR8atTdiWfIBFP7,https://api.spotify.com/v1/tracks/0J0zVe6dR8atTdiWfIBFP7,0.107,4,meditative,spotify:track:0J0zVe6dR8atTdiWfIBFP7,"Blaqbonez, M24",Meditative Vibes,1,0,167217,0.175,0.71
"Sincerely, Benson",0.000573,101.053,5wpcDwftRL2zbwPvA2Tp6F,0.141,Right Energy,3kEpLybbAlVUVimW5Evijb,0.379,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-3.811,0.884,2023-10-04,https://api.spotify.com/v1/audio-analysis/5wpcDwftRL2zbwPvA2Tp6F,42,5wpcDwftRL2zbwPvA2Tp6F,https://api.spotify.com/v1/tracks/5wpcDwftRL2zbwPvA2Tp6F,0.23,4,meditative,spotify:track:5wpcDwftRL2zbwPvA2Tp6F,Bnxn,Meditative Vibes,5,0,154799,0.188,0.719
I Told Them...,0,100.008,1OX1aWd5WTavFuOXZ7k6Q5,0.138,City Boys,3kEpLybbAlVUVimW5Evijb,0.596,audio_features,ambient,5PKl5yyetQ6mFeWK6ONbSH,-7.585,0.825,2023-08-24,https://api.spotify.com/v1/audio-analysis/1OX1aWd5WTavFuOXZ7k6Q5,60,1OX1aWd5WTavFuOXZ7k6Q5,https://api.spotify.com/v1/tracks/1OX1aWd5WTavFuOXZ7k6Q5,0.131,4,meditative,spotify:track:1OX1aWd5WTavFuOXZ7k6Q5,Burna Boy,Meditative Vibes,2,0,153347,0.0652,0.616
SHUT IT DOWN,3.98e-05,155.313,7209lSaT96QO2FEm7BYDLX,0.219,SHUT IT DOWN,3kEpLybbAlVUVimW5Evijb,0.429,audio_features,ambient,0zoAELio4zrfT3tnYTkOdM,-5.856,0.553,2023-10-12,https://api.spotify.com/v1/audio-analysis/7209lSaT96QO2FEm7BYDLX,26,7209lSaT96QO2FEm7BYDLX,https://api.spotify.com/v1/tracks/7209lSaT96QO2FEm7BYDLX,0.0711,5,meditative,spotify:track:7209lSaT96QO2FEm7BYDLX,"LADIPOE, Chocobantis",Meditative Vibes,6,0,150000,0.0993,0.798
The Evil Genius,0,106.311,65jJXNS6RMNSn5J43e6eXq,0.425,Advice,3kEpLybbAlVUVimW5Evijb,0.631,audio_features,ambient,0odZlVIliO8lwKtykjMUxG,-5.886,0.714,2023-10-27,https://api.spotify.com/v1/audio-analysis/65jJXNS6RMNSn5J43e6eXq,23,65jJXNS6RMNSn5J43e6eXq,https://api.spotify.com/v1/tracks/65jJXNS6RMNSn5J43e6eXq,0.577,4,meditative,spotify:track:65jJXNS6RMNSn5J43e6eXq,Mr Eazi,Meditative Vibes,1,1,165996,0.393,0.609
"Sincerely, Benson",0.00351,86.875,44EoPxCHwUXdGLrmVg8yqa,0.415,My Life,3kEpLybbAlVUVimW5Evijb,0.311,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-4.717,0.459,2023-10-04,https://api.spotify.com/v1/audio-analysis/44EoPxCHwUXdGLrmVg8yqa,42,44EoPxCHwUXdGLrmVg8yqa,https://api.spotify.com/v1/tracks/44EoPxCHwUXdGLrmVg8yqa,0.0797,4,meditative,spotify:track:44EoPxCHwUXdGLrmVg8yqa,Bnxn,Meditative Vibes,7,0,180680,0.208,0.677
Tequila Ever After,0.00699,107.038,5G7kb3GF3V7B2vjsT2ZYh1,0.0656,Omo Eko,3kEpLybbAlVUVimW5Evijb,0.501,audio_features,ambient,2ZWPLY75DaydQvoeVMHfh3,-6.237,0.834,2023-07-28,https://api.spotify.com/v1/audio-analysis/5G7kb3GF3V7B2vjsT2ZYh1,30,5G7kb3GF3V7B2vjsT2ZYh1,https://api.spotify.com/v1/tracks/5G7kb3GF3V7B2vjsT2ZYh1,0.313,4,meditative,spotify:track:5G7kb3GF3V7B2vjsT2ZYh1,Adekunle Gold,Meditative Vibes,11,0,153675,0.428,0.742
EZIOKWU,4.4e-05,111.984,35MU2MEhQMw0NhXZztAP9m,0.145,BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale),3kEpLybbAlVUVimW5Evijb,0.79,audio_features,ambient,6e1McsPwHgiySHVlpZRhFx,-6.417,0.687,2023-10-06,https://api.spotify.com/v1/audio-analysis/35MU2MEhQMw0NhXZztAP9m,62,35MU2MEhQMw0NhXZztAP9m,https://api.spotify.com/v1/tracks/35MU2MEhQMw0NhXZztAP9m,0.202,4,meditative,spotify:track:35MU2MEhQMw0NhXZztAP9m,"ODUMODUBLVCK, Bloody Civilian, Wale",Meditative Vibes,1,0,233571,0.261,0.838
Shakespopi,0,113.013,6H54zSIPiuLv0jULCx2n4Y,0.242,Start Am,3kEpLybbAlVUVimW5Evijb,0.417,audio_features,ambient,3DLGqqI7dfoKvk9EIpwpm4,-9.785,0.828,2024-04-11,https://api.spotify.com/v1/audio-analysis/6H54zSIPiuLv0jULCx2n4Y,36,6H54zSIPiuLv0jULCx2n4Y,https://api.spotify.com/v1/tracks/6H54zSIPiuLv0jULCx2n4Y,0.108,4,meditative,spotify:track:6H54zSIPiuLv0jULCx2n4Y,Shallipopi,Meditative Vibes,1,0,174237,0.55,0.692
Unruly,0,105.249,5kYxdQaX15bCWOltfEUmvM,0.192,Mukulu,3kEpLybbAlVUVimW5Evijb,0.433,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-8.112,0.634,2023-08-08,https://api.spotify.com/v1/audio-analysis/5kYxdQaX15bCWOltfEUmvM,43,5kYxdQaX15bCWOltfEUmvM,https://api.spotify.com/v1/tracks/5kYxdQaX15bCWOltfEUmvM,0.153,4,meditative,spotify:track:5kYxdQaX15bCWOltfEUmvM,"Olamide, Rema",Meditative Vibes,1,0,227448,0.635,0.765
Emeka Must Shine,0.000192,167.044,1X9zmng42hJSwZ3gz8Q9v7,0.274,DOLLERZ (feat. ODUMODUBLVCK),3kEpLybbAlVUVimW5Evijb,0.2,audio_features,ambient,0PhhdE2E1kmaCWIvomj6Fj,-4.232,0.654,2023-10-27,https://api.spotify.com/v1/audio-analysis/1X9zmng42hJSwZ3gz8Q9v7,47,1X9zmng42hJSwZ3gz8Q9v7,https://api.spotify.com/v1/tracks/1X9zmng42hJSwZ3gz8Q9v7,0.112,4,meditative,spotify:track:1X9zmng42hJSwZ3gz8Q9v7,"Blaqbonez, ODUMODUBLVCK",Meditative Vibes,1,0,174038,0.163,0.821
"Sincerely, Benson",0.000251,114.633,4RkuFGsIae9AGdGnxIQTGx,0.0997,Regret (feat. 2Baba),3kEpLybbAlVUVimW5Evijb,0.672,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-6.897,0.58,2023-10-04,https://api.spotify.com/v1/audio-analysis/4RkuFGsIae9AGdGnxIQTGx,54,4RkuFGsIae9AGdGnxIQTGx,https://api.spotify.com/v1/tracks/4RkuFGsIae9AGdGnxIQTGx,0.209,5,meditative,spotify:track:4RkuFGsIae9AGdGnxIQTGx,"Bnxn, 2Baba",Meditative Vibes,5,1,194954,0.187,0.69
Like Ice Spice / Bezos,0,178.943,61iDSv1MgCsdo0zKXGxvCO,0.297,LIKE ICE SPICE,3kEpLybbAlVUVimW5Evijb,0.804,audio_features,ambient,6m8f7PHYHp3IlMOxdBNKvA,-7.854,0.72,2023-07-07,https://api.spotify.com/v1/audio-analysis/61iDSv1MgCsdo0zKXGxvCO,43,61iDSv1MgCsdo0zKXGxvCO,https://api.spotify.com/v1/tracks/61iDSv1MgCsdo0zKXGxvCO,0.231,4,meditative,spotify:track:61iDSv1MgCsdo0zKXGxvCO,Blaqbonez,Meditative Vibes,3,0,123435,0.126,0.582
AREA BOYZ,0.000132,96.036,17sdMcLIsAvKuQBPKXmiDC,0.0899,TONIGHT (feat. Libianca & Jae5),3kEpLybbAlVUVimW5Evijb,0.716,audio_features,ambient,3Uo1dpUULgBeWEgjf5AMsd,-6.412,0.829,2023-10-20,https://api.spotify.com/v1/audio-analysis/17sdMcLIsAvKuQBPKXmiDC,46,17sdMcLIsAvKuQBPKXmiDC,https://api.spotify.com/v1/tracks/17sdMcLIsAvKuQBPKXmiDC,0.112,4,meditative,spotify:track:17sdMcLIsAvKuQBPKXmiDC,"NSG, Libianca, JAE5",Meditative Vibes,5,1,211874,0.508,0.626
"Sincerely, Benson",0.000712,99.933,7f3xivnGz4HU0UigVxvlEe,0.205,Mukulu,3kEpLybbAlVUVimW5Evijb,0.67,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-6.006,0.841,2023-10-04,https://api.spotify.com/v1/audio-analysis/7f3xivnGz4HU0UigVxvlEe,41,7f3xivnGz4HU0UigVxvlEe,https://api.spotify.com/v1/tracks/7f3xivnGz4HU0UigVxvlEe,0.101,4,meditative,spotify:track:7f3xivnGz4HU0UigVxvlEe,Bnxn,Meditative Vibes,7,1,163224,0.698,0.43
AREA BOYZ,0,118.491,7L4MhWr3EV17zD8gqxEBmE,0.517,AZONTO,3kEpLybbAlVUVimW5Evijb,0.958,audio_features,ambient,3Uo1dpUULgBeWEgjf5AMsd,-7.344,0.62,2023-10-20,https://api.spotify.com/v1/audio-analysis/7L4MhWr3EV17zD8gqxEBmE,26,7L4MhWr3EV17zD8gqxEBmE,https://api.spotify.com/v1/tracks/7L4MhWr3EV17zD8gqxEBmE,0.122,5,meditative,spotify:track:7L4MhWr3EV17zD8gqxEBmE,NSG,Meditative Vibes,5,0,191440,0.207,0.525
I Told Them...,0,98.003,0J8rHxfMi4RbRoZD3TdjW9,0.167,Cheat On Me (feat. Dave),3kEpLybbAlVUVimW5Evijb,0.677,audio_features,ambient,5PKl5yyetQ6mFeWK6ONbSH,-5.511,0.738,2023-08-24,https://api.spotify.com/v1/audio-analysis/0J8rHxfMi4RbRoZD3TdjW9,44,0J8rHxfMi4RbRoZD3TdjW9,https://api.spotify.com/v1/tracks/0J8rHxfMi4RbRoZD3TdjW9,0.215,4,meditative,spotify:track:0J8rHxfMi4RbRoZD3TdjW9,"Burna Boy, Dave",Meditative Vibes,4,1,222640,0.119,0.649
"Sincerely, Benson",0,116.058,4jcrO2T6XJ1B7hXsAEJ3ve,0.239,Pidgin & English,3kEpLybbAlVUVimW5Evijb,0.118,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-4.482,0.569,2023-10-04,https://api.spotify.com/v1/audio-analysis/4jcrO2T6XJ1B7hXsAEJ3ve,63,4jcrO2T6XJ1B7hXsAEJ3ve,https://api.spotify.com/v1/tracks/4jcrO2T6XJ1B7hXsAEJ3ve,0.148,5,meditative,spotify:track:4jcrO2T6XJ1B7hXsAEJ3ve,Bnxn,Meditative Vibes,6,0,218657,0.183,0.5
Big 7,0,94.77,33POpbUeOVICoToq7xJBmF,0.158,Big 7,3kEpLybbAlVUVimW5Evijb,0.624,audio_features,ambient,2ChxEASU00DHwOX7eKPXa8,-6.67,0.648,2023-07-27,https://api.spotify.com/v1/audio-analysis/33POpbUeOVICoToq7xJBmF,32,33POpbUeOVICoToq7xJBmF,https://api.spotify.com/v1/tracks/33POpbUeOVICoToq7xJBmF,0.0898,4,meditative,spotify:track:33POpbUeOVICoToq7xJBmF,Burna Boy,Meditative Vibes,8,1,143043,0.117,0.879
Unruly,0,99.699,2ciHkdcs9fuSaMn5NhvUNA,0.385,Street Jam,3kEpLybbAlVUVimW5Evijb,0.563,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-6.185,0.752,2023-08-08,https://api.spotify.com/v1/audio-analysis/2ciHkdcs9fuSaMn5NhvUNA,39,2ciHkdcs9fuSaMn5NhvUNA,https://api.spotify.com/v1/tracks/2ciHkdcs9fuSaMn5NhvUNA,0.454,4,meditative,spotify:track:2ciHkdcs9fuSaMn5NhvUNA,Olamide,Meditative Vibes,0,1,127819,0.369,0.811
FYN,0,95.464,5gdhbzqHrZsjc3Rf3SdeXE,0.0998,FYN,3kEpLybbAlVUVimW5Evijb,0.591,audio_features,ambient,2U86RJZhOyvFzLxZtol3fH,-8.083,0.596,2022-03-11,https://api.spotify.com/v1/audio-analysis/5gdhbzqHrZsjc3Rf3SdeXE,34,5gdhbzqHrZsjc3Rf3SdeXE,https://api.spotify.com/v1/tracks/5gdhbzqHrZsjc3Rf3SdeXE,0.109,4,meditative,spotify:track:5gdhbzqHrZsjc3Rf3SdeXE,"Rema, AJ Tracey",Meditative Vibes,9,0,207474,0.255,0.646
Maverick,0.000774,103.999,2fxdkLmsjFPkWwnmIrHErw,0.373,Blood Is Thicker,3kEpLybbAlVUVimW5Evijb,0.812,audio_features,ambient,2gbx0YcLDduf3oqujoq1fI,-5.05,0.837,2023-07-27,https://api.spotify.com/v1/audio-analysis/2fxdkLmsjFPkWwnmIrHErw,33,2fxdkLmsjFPkWwnmIrHErw,https://api.spotify.com/v1/tracks/2fxdkLmsjFPkWwnmIrHErw,0.26,4,meditative,spotify:track:2fxdkLmsjFPkWwnmIrHErw,Kizz Daniel,Meditative Vibes,0,1,147896,0.481,0.536
"Sincerely, Benson",5.81e-06,100.245,3Z19t8pNaAHqlLmz2LuwNa,0.145,Best Of Me,3kEpLybbAlVUVimW5Evijb,0.496,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-7.327,0.741,2023-10-04,https://api.spotify.com/v1/audio-analysis/3Z19t8pNaAHqlLmz2LuwNa,50,3Z19t8pNaAHqlLmz2LuwNa,https://api.spotify.com/v1/tracks/3Z19t8pNaAHqlLmz2LuwNa,0.133,4,meditative,spotify:track:3Z19t8pNaAHqlLmz2LuwNa,Bnxn,Meditative Vibes,9,0,231152,0.204,0.612
Unruly,6.75e-06,90.012,3kFdOJRsCytUFYilg7rXnX,0.143,Celebrate,3kEpLybbAlVUVimW5Evijb,0.471,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-7.332,0.719,2023-08-08,https://api.spotify.com/v1/audio-analysis/3kFdOJRsCytUFYilg7rXnX,41,3kFdOJRsCytUFYilg7rXnX,https://api.spotify.com/v1/tracks/3kFdOJRsCytUFYilg7rXnX,0.102,4,meditative,spotify:track:3kFdOJRsCytUFYilg7rXnX,Olamide,Meditative Vibes,7,1,176007,0.174,0.647
Unruly,0.000216,132.852,6Yzs7ka9QuGgW2nGYeFaX8,0.309,Hardcore,3kEpLybbAlVUVimW5Evijb,0.23,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-6.087,0.819,2023-08-08,https://api.spotify.com/v1/audio-analysis/6Yzs7ka9QuGgW2nGYeFaX8,32,6Yzs7ka9QuGgW2nGYeFaX8,https://api.spotify.com/v1/tracks/6Yzs7ka9QuGgW2nGYeFaX8,0.103,5,meditative,spotify:track:6Yzs7ka9QuGgW2nGYeFaX8,Olamide,Meditative Vibes,11,0,136819,0.0692,0.746
Talibans II,3.58e-06,102.935,0h6xhnFpPWG15EU3WSvMYG,0.298,Talibans II,3kEpLybbAlVUVimW5Evijb,0.554,audio_features,ambient,1gOXC4eIqKNtPoLEBG2kJ4,-6.805,0.925,2023-07-20,https://api.spotify.com/v1/audio-analysis/0h6xhnFpPWG15EU3WSvMYG,35,0h6xhnFpPWG15EU3WSvMYG,https://api.spotify.com/v1/tracks/0h6xhnFpPWG15EU3WSvMYG,0.13,4,meditative,spotify:track:0h6xhnFpPWG15EU3WSvMYG,"Burna Boy, Byron Messia",Meditative Vibes,9,0,176454,0.241,0.511
Unruly,7.33e-06,70.069,7j2XUgQz7PLCUPzUStwOJf,0.392,Come Alive,3kEpLybbAlVUVimW5Evijb,0.734,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-7.491,0.529,2023-08-08,https://api.spotify.com/v1/audio-analysis/7j2XUgQz7PLCUPzUStwOJf,42,7j2XUgQz7PLCUPzUStwOJf,https://api.spotify.com/v1/tracks/7j2XUgQz7PLCUPzUStwOJf,0.148,3,meditative,spotify:track:7j2XUgQz7PLCUPzUStwOJf,"Olamide, Bnxn",Meditative Vibes,6,0,200458,0.347,0.57
PICANTO,0,62.624,32R7SBDSQmhDM4qUgzTc6z,0.408,PICANTO,3kEpLybbAlVUVimW5Evijb,0.66,audio_features,ambient,02rMmHXgJwTxkulqSrcgJc,-7.251,0.703,2022-11-21,https://api.spotify.com/v1/audio-analysis/32R7SBDSQmhDM4qUgzTc6z,44,32R7SBDSQmhDM4qUgzTc6z,https://api.spotify.com/v1/tracks/32R7SBDSQmhDM4qUgzTc6z,0.0895,5,meditative,spotify:track:32R7SBDSQmhDM4qUgzTc6z,"ODUMODUBLVCK, Zlatan, ECko Miles",Meditative Vibes,3,0,184078,0.179,0.563
Sittin' On Top Of The World,0.00415,98.044,7bWk569kMxdaXmSfVZKZpS,0.0524,Sittin' On Top Of The World,3kEpLybbAlVUVimW5Evijb,0.693,audio_features,ambient,2tRGskzmNSOnqxHKIgbyHn,-4.284,0.783,2023-06-01,https://api.spotify.com/v1/audio-analysis/7bWk569kMxdaXmSfVZKZpS,40,7bWk569kMxdaXmSfVZKZpS,https://api.spotify.com/v1/tracks/7bWk569kMxdaXmSfVZKZpS,0.109,4,meditative,spotify:track:7bWk569kMxdaXmSfVZKZpS,Burna Boy,Meditative Vibes,8,1,159372,0.0264,0.849
Like Ice Spice / Bezos,0,95.907,6AZiTKzO3xmkFofIBbObit,0.157,BEZOS,3kEpLybbAlVUVimW5Evijb,0.57,audio_features,ambient,6m8f7PHYHp3IlMOxdBNKvA,-7.234,0.799,2023-07-07,https://api.spotify.com/v1/audio-analysis/6AZiTKzO3xmkFofIBbObit,24,6AZiTKzO3xmkFofIBbObit,https://api.spotify.com/v1/tracks/6AZiTKzO3xmkFofIBbObit,0.111,4,meditative,spotify:track:6AZiTKzO3xmkFofIBbObit,Blaqbonez,Meditative Vibes,0,1,162703,0.132,0.632
Unruly,0,113.133,5Ujp7vES41Sc6YwN3m4GDq,0.151,Shibebe,3kEpLybbAlVUVimW5Evijb,0.415,audio_features,ambient,51mowf1u3WaEYvqalsbP7M,-5.556,0.786,2023-08-08,https://api.spotify.com/v1/audio-analysis/5Ujp7vES41Sc6YwN3m4GDq,39,5Ujp7vES41Sc6YwN3m4GDq,https://api.spotify.com/v1/tracks/5Ujp7vES41Sc6YwN3m4GDq,0.0976,4,meditative,spotify:track:5Ujp7vES41Sc6YwN3m4GDq,"Olamide, Fireboy DML",Meditative Vibes,7,1,163556,0.161,0.612
"Sincerely, Benson",0,123.176,7BbYS6CmphNACEolLIdqZA,0.197,Say My Name,3kEpLybbAlVUVimW5Evijb,0.391,audio_features,ambient,3dctFKCiGPizmylLp0SN0a,-9.234,0.505,2023-10-04,https://api.spotify.com/v1/audio-analysis/7BbYS6CmphNACEolLIdqZA,42,7BbYS6CmphNACEolLIdqZA,https://api.spotify.com/v1/tracks/7BbYS6CmphNACEolLIdqZA,0.144,5,meditative,spotify:track:7BbYS6CmphNACEolLIdqZA,Bnxn,Meditative Vibes,6,0,192125,0.187,0.533
Trench to Triumph,0,114.748,5mhM7bfzv52bzfCzlq8vH1,0.317,Ngozi,3kEpLybbAlVUVimW5Evijb,0.52,audio_features,ambient,60dzSRKqWPNVTunBR1aHal,-7.229,0.58,2023-07-21,https://api.spotify.com/v1/audio-analysis/5mhM7bfzv52bzfCzlq8vH1,65,5mhM7bfzv52bzfCzlq8vH1,https://api.spotify.com/v1/tracks/5mhM7bfzv52bzfCzlq8vH1,0.101,4,meditative,spotify:track:5mhM7bfzv52bzfCzlq8vH1,"Crayon, Ayra Starr",Meditative Vibes,6,1,221217,0.162,0.594
Body & Soul,7.83e-05,94.85,4cPKw3rzgmaU4zixJe6wge,0.276,Normally,3kEpLybbAlVUVimW5Evijb,0.31,audio_features,ambient,1TGcgugu0CxUp5rhS7SyCW,-9.078,0.727,2023-05-19,https://api.spotify.com/v1/audio-analysis/4cPKw3rzgmaU4zixJe6wge,50,4cPKw3rzgmaU4zixJe6wge,https://api.spotify.com/v1/tracks/4cPKw3rzgmaU4zixJe6wge,0.107,4,meditative,spotify:track:4cPKw3rzgmaU4zixJe6wge,"Joeboy, Bnxn, ODUMODUBLVCK",Meditative Vibes,8,1,204632,0.337,0.358
Work Of Art,0.000611,113.009,6ouXLgYvJUqyL7ljiGzZS1,0.0417,Olorun,3kEpLybbAlVUVimW5Evijb,0.294,audio_features,ambient,2O9VJaLSnwjZ2HPpMaVoPU,-10.537,0.461,2023-06-15,https://api.spotify.com/v1/audio-analysis/6ouXLgYvJUqyL7ljiGzZS1,51,6ouXLgYvJUqyL7ljiGzZS1,https://api.spotify.com/v1/tracks/6ouXLgYvJUqyL7ljiGzZS1,0.152,4,meditative,spotify:track:6ouXLgYvJUqyL7ljiGzZS1,Asake,Meditative Vibes,2,0,156429,0.8,0.365
