track_album_name,instrumentalness,tempo,id,speechiness,track_name,playlist_id,valence,type,playlist_genre,track_album_id,loudness,danceability,track_album_release_date,analysis_url,track_popularity,track_id,track_href,liveness,time_signature,playlist_subgenre,uri,track_artist,playlist_name,key,mode,duration_ms,acousticness,energy
Untitled '91,0.796,109.363,4uJygJrv9ZRqkxfDijPxod,0.0284,Flook,37i9dQZF1DXcxvFzl58uP7,0.21,audio_features,pop,17YZ462PRpLKH87XkxSZGu,-11.643,0.701,2017-12-01,https://api.spotify.com/v1/audio-analysis/4uJygJrv9ZRqkxfDijPxod,55,4uJygJrv9ZRqkxfDijPxod,https://api.spotify.com/v1/tracks/4uJygJrv9ZRqkxfDijPxod,0.413,4,bedroom,spotify:track:4uJygJrv9ZRqkxfDijPxod,Hector Gachan,Bedroom Pop,1,1,87966,0.732,0.508
touch tank,5.14e-06,101.913,1S3ZeV4CEdqbzBYwu0pxE7,0.0375,touch tank,37i9dQZF1DXcxvFzl58uP7,0.512,audio_features,pop,4XsixtHgUzRfUd9zrhX5eh,-6.538,0.659,2022-08-26,https://api.spotify.com/v1/audio-analysis/1S3ZeV4CEdqbzBYwu0pxE7,55,1S3ZeV4CEdqbzBYwu0pxE7,https://api.spotify.com/v1/tracks/1S3ZeV4CEdqbzBYwu0pxE7,0.432,4,bedroom,spotify:track:1S3ZeV4CEdqbzBYwu0pxE7,quinnie,Bedroom Pop,4,1,179133,0.363,0.502
Roommates,1.34e-06,110.005,08smZJCMrfuOQpRTaRmtF2,0.0311,Roommates,37i9dQZF1DXcxvFzl58uP7,0.437,audio_features,pop,0nrSF8Oq2i8QDxvIomHslP,-13.611,0.755,2023-06-22,https://api.spotify.com/v1/audio-analysis/08smZJCMrfuOQpRTaRmtF2,55,08smZJCMrfuOQpRTaRmtF2,https://api.spotify.com/v1/tracks/08smZJCMrfuOQpRTaRmtF2,0.114,4,bedroom,spotify:track:08smZJCMrfuOQpRTaRmtF2,Malcolm Todd,Bedroom Pop,0,0,214505,0.619,0.292
Pablo Honey,0.000141,91.841,6b2oQwSGFkzsMtQruIWm2p,0.0369,Creep,4q2NzGlz5Nn6kB6Dh2vBKX,0.104,audio_features,rock,6400dnyeDyD2mIFHfkwHXN,-9.935,0.515,1993-02-22,https://api.spotify.com/v1/audio-analysis/6b2oQwSGFkzsMtQruIWm2p,27,6b2oQwSGFkzsMtQruIWm2p,https://api.spotify.com/v1/tracks/6b2oQwSGFkzsMtQruIWm2p,0.129,4,alternative,spotify:track:6b2oQwSGFkzsMtQruIWm2p,Radiohead,Alternative Rock,7,1,238640,0.0102,0.43
The Best 90s Album In The World...Ever!,0.000497,165.187,68HyvTUsmlpH1UJo9tn5v3,0.0446,Zombie,4q2NzGlz5Nn6kB6Dh2vBKX,0.256,audio_features,rock,4UkEvuAF0oirvH9HUAWSnk,-5.326,0.252,2021-05-25,https://api.spotify.com/v1/audio-analysis/68HyvTUsmlpH1UJo9tn5v3,24,68HyvTUsmlpH1UJo9tn5v3,https://api.spotify.com/v1/tracks/68HyvTUsmlpH1UJo9tn5v3,0.375,4,alternative,spotify:track:68HyvTUsmlpH1UJo9tn5v3,The Cranberries,Alternative Rock,7,1,307440,0.0145,0.738
Φnx,0,125.052,5JFZ9Dn9Br9d0C3BEaO75L,0.029,Back for More,4q2NzGlz5Nn6kB6Dh2vBKX,0.552,audio_features,rock,7LCWMz5qhflYOFta2pkrBE,-7.863,0.679,2023-02-24,https://api.spotify.com/v1/audio-analysis/5JFZ9Dn9Br9d0C3BEaO75L,47,5JFZ9Dn9Br9d0C3BEaO75L,https://api.spotify.com/v1/tracks/5JFZ9Dn9Br9d0C3BEaO75L,0.0791,4,alternative,spotify:track:5JFZ9Dn9Br9d0C3BEaO75L,Hurricane on Saturn,Alternative Rock,2,0,202102,0.036,0.742
Nevermind (30th Anniversary Super Deluxe),7.64e-05,116.731,4TMhakloPMPS84lNHNTSa3,0.0554,Smells Like Teen Spirit - Remastered 2021,4q2NzGlz5Nn6kB6Dh2vBKX,0.691,audio_features,rock,5eA0qtE7Yu29XiMlwoby2G,-4.502,0.489,2021-11-12,https://api.spotify.com/v1/audio-analysis/4TMhakloPMPS84lNHNTSa3,53,4TMhakloPMPS84lNHNTSa3,https://api.spotify.com/v1/tracks/4TMhakloPMPS84lNHNTSa3,0.0908,4,alternative,spotify:track:4TMhakloPMPS84lNHNTSa3,Nirvana,Alternative Rock,1,1,300893,3.53e-05,0.918
Urban Hymns (Deluxe / Remastered 2016),0,171.112,3Z9PJ6xiEGmcqo2hESEB5n,0.049,Bitter Sweet Symphony,4q2NzGlz5Nn6kB6Dh2vBKX,0.498,audio_features,rock,5aY2ZGwROKS4QU5QDW3SqD,-5.966,0.362,1997-09-29,https://api.spotify.com/v1/audio-analysis/3Z9PJ6xiEGmcqo2hESEB5n,24,3Z9PJ6xiEGmcqo2hESEB5n,https://api.spotify.com/v1/tracks/3Z9PJ6xiEGmcqo2hESEB5n,0.466,4,alternative,spotify:track:3Z9PJ6xiEGmcqo2hESEB5n,The Verve,Alternative Rock,9,1,357267,0.0336,0.911
Away From The Sun,0,143.991,5IXk34xSm6rxNgXkCveC3r,0.0255,Here Without You,4q2NzGlz5Nn6kB6Dh2vBKX,0.193,audio_features,rock,0wAf1LaMkHoLN7QL3Dv5fh,-6.768,0.556,2002-01-01,https://api.spotify.com/v1/audio-analysis/5IXk34xSm6rxNgXkCveC3r,50,5IXk34xSm6rxNgXkCveC3r,https://api.spotify.com/v1/tracks/5IXk34xSm6rxNgXkCveC3r,0.124,4,alternative,spotify:track:5IXk34xSm6rxNgXkCveC3r,3 Doors Down,Alternative Rock,10,0,238560,0.0635,0.545
Monsters,6.15e-06,75.005,0YiqstoUoXgePF6Oi7ySra,0.0696,Monsters,4q2NzGlz5Nn6kB6Dh2vBKX,0.452,audio_features,rock,3KbFwkQrN5NnjwhBA7htPz,-4.561,0.571,2022-08-15,https://api.spotify.com/v1/audio-analysis/0YiqstoUoXgePF6Oi7ySra,46,0YiqstoUoXgePF6Oi7ySra,https://api.spotify.com/v1/tracks/0YiqstoUoXgePF6Oi7ySra,0.123,4,alternative,spotify:track:0YiqstoUoXgePF6Oi7ySra,"Hurricane on Saturn, Deuce",Alternative Rock,0,0,261000,0.0441,0.894
Elephant,0.35,123.889,3m6KkYKdnbffMpGd9Pm9FP,0.0864,Seven Nation Army,4q2NzGlz5Nn6kB6Dh2vBKX,0.303,audio_features,rock,0rRNLpdA8nA8Sm8Fk490b9,-7.62,0.745,2003-04-01,https://api.spotify.com/v1/audio-analysis/3m6KkYKdnbffMpGd9Pm9FP,3,3m6KkYKdnbffMpGd9Pm9FP,https://api.spotify.com/v1/tracks/3m6KkYKdnbffMpGd9Pm9FP,0.272,4,alternative,spotify:track:3m6KkYKdnbffMpGd9Pm9FP,The White Stripes,Alternative Rock,4,0,231920,0.00666,0.466
The Reason,0,82.957,6Gn02ZC8juXwQ10Xk7ACXx,0.0292,The Reason,4q2NzGlz5Nn6kB6Dh2vBKX,0.075,audio_features,rock,2NpfPQ6AQn50AZpPP412uU,-4.667,0.474,2004-04-27,https://api.spotify.com/v1/audio-analysis/6Gn02ZC8juXwQ10Xk7ACXx,27,6Gn02ZC8juXwQ10Xk7ACXx,https://api.spotify.com/v1/tracks/6Gn02ZC8juXwQ10Xk7ACXx,0.154,4,alternative,spotify:track:6Gn02ZC8juXwQ10Xk7ACXx,Hoobastank,Alternative Rock,4,1,232800,0.0125,0.659
Out Of Time (25th Anniversary Edition),0,125.632,2wVXSc0IrQVodHESUxVUJA,0.029,Losing My Religion,4q2NzGlz5Nn6kB6Dh2vBKX,0.807,audio_features,rock,68p5SQdcakYH65NEjiF6t4,-4.996,0.664,1991-03-12,https://api.spotify.com/v1/audio-analysis/2wVXSc0IrQVodHESUxVUJA,19,2wVXSc0IrQVodHESUxVUJA,https://api.spotify.com/v1/tracks/2wVXSc0IrQVodHESUxVUJA,0.1,4,alternative,spotify:track:2wVXSc0IrQVodHESUxVUJA,R.E.M.,Alternative Rock,9,0,268427,0.174,0.852
Rescue Light,0,152.041,2U64TRs9DKbGzs2fPxSGdx,0.0798,Rescue Light,4q2NzGlz5Nn6kB6Dh2vBKX,0.605,audio_features,rock,77QlUazR5yCPLFNTtf2m26,-4.129,0.428,2024-01-27,https://api.spotify.com/v1/audio-analysis/2U64TRs9DKbGzs2fPxSGdx,44,2U64TRs9DKbGzs2fPxSGdx,https://api.spotify.com/v1/tracks/2U64TRs9DKbGzs2fPxSGdx,0.814,4,alternative,spotify:track:2U64TRs9DKbGzs2fPxSGdx,Hurricane on Saturn,Alternative Rock,0,1,199737,0.00162,0.943
2010s Mixtape: The Greatest Hits,3.54e-05,90.025,4wDEMzcoKArzAcUesqULIT,0.0286,Heathens,4q2NzGlz5Nn6kB6Dh2vBKX,0.548,audio_features,rock,0y2iUL7aHpMSRhFujX35gH,-9.348,0.732,2023-07-28,https://api.spotify.com/v1/audio-analysis/4wDEMzcoKArzAcUesqULIT,33,4wDEMzcoKArzAcUesqULIT,https://api.spotify.com/v1/tracks/4wDEMzcoKArzAcUesqULIT,0.105,4,alternative,spotify:track:4wDEMzcoKArzAcUesqULIT,Twenty One Pilots,Alternative Rock,4,0,195920,0.0841,0.396
American Idiot (Deluxe),2.55e-06,167.086,0HJRAM7Gt9jXskuXjZeFX3,0.0362,Holiday / Boulevard of Broken Dreams,4q2NzGlz5Nn6kB6Dh2vBKX,0.45,audio_features,rock,5Qhn2FpGWmTjCuntF09j7g,-3.451,0.29,2004-09-21,https://api.spotify.com/v1/audio-analysis/0HJRAM7Gt9jXskuXjZeFX3,56,0HJRAM7Gt9jXskuXjZeFX3,https://api.spotify.com/v1/tracks/0HJRAM7Gt9jXskuXjZeFX3,0.301,4,alternative,spotify:track:0HJRAM7Gt9jXskuXjZeFX3,Green Day,Alternative Rock,8,1,493400,0.000659,0.827
POST HUMAN: NeX GEn,0,176.082,24l3mfIPWVa645a9LEwSHx,0.165,YOUtopia,37i9dQZF1DXcF6B6QPhFDv,0.35,audio_features,rock,1k7OXnGQPV4zF3seDwRroD,-2.986,0.283,2024-05-24,https://api.spotify.com/v1/audio-analysis/24l3mfIPWVa645a9LEwSHx,65,24l3mfIPWVa645a9LEwSHx,https://api.spotify.com/v1/tracks/24l3mfIPWVa645a9LEwSHx,0.428,4,modern,spotify:track:24l3mfIPWVa645a9LEwSHx,Bring Me The Horizon,Rock This,9,1,242662,0.00317,0.931
DEADBEAT!,0,129.886,1SgrtfTB9QmIihcmj4NRNO,0.126,SLEEP WHEN I'M DEAD,37i9dQZF1DXcF6B6QPhFDv,0.549,audio_features,rock,3Gj628skEWhuPGYdm4hcEi,-5.227,0.653,2024-11-22,https://api.spotify.com/v1/audio-analysis/1SgrtfTB9QmIihcmj4NRNO,6,1SgrtfTB9QmIihcmj4NRNO,https://api.spotify.com/v1/tracks/1SgrtfTB9QmIihcmj4NRNO,0.239,4,modern,spotify:track:1SgrtfTB9QmIihcmj4NRNO,Jack Kays,Rock This,5,1,146678,0.0111,0.82
Perfect Soul,0.0337,103.744,7FjRNlmPtWb1ra46t14rUN,0.0994,Perfect Soul,37i9dQZF1DXcF6B6QPhFDv,0.289,audio_features,rock,6trbYqn0Og2FEmucGshPg5,-3.9,0.359,2024-11-17,https://api.spotify.com/v1/audio-analysis/7FjRNlmPtWb1ra46t14rUN,54,7FjRNlmPtWb1ra46t14rUN,https://api.spotify.com/v1/tracks/7FjRNlmPtWb1ra46t14rUN,0.198,4,modern,spotify:track:7FjRNlmPtWb1ra46t14rUN,Spiritbox,Rock This,10,0,239640,1.56e-05,0.966
Keep Me Fed,0,94.878,03A89GAR9MPybXei4sZiYh,0.0735,Hell You Call A Dream,37i9dQZF1DXcF6B6QPhFDv,0.563,audio_features,rock,1rYHznqLeJVXuy0YqwERGv,-4.121,0.459,2024-06-28,https://api.spotify.com/v1/audio-analysis/03A89GAR9MPybXei4sZiYh,57,03A89GAR9MPybXei4sZiYh,https://api.spotify.com/v1/tracks/03A89GAR9MPybXei4sZiYh,0.194,4,modern,spotify:track:03A89GAR9MPybXei4sZiYh,The Warning,Rock This,8,1,176066,0.00272,0.873
Dystopia,0,178.119,4WVcTxy8lZqrz3wp0Mp1DF,0.0988,Dystopia,37i9dQZF1DXcF6B6QPhFDv,0.7,audio_features,rock,6hhxNNO0GccTgRk5pBPfAQ,-3.381,0.461,2024-10-25,https://api.spotify.com/v1/audio-analysis/4WVcTxy8lZqrz3wp0Mp1DF,59,4WVcTxy8lZqrz3wp0Mp1DF,https://api.spotify.com/v1/tracks/4WVcTxy8lZqrz3wp0Mp1DF,0.114,4,modern,spotify:track:4WVcTxy8lZqrz3wp0Mp1DF,ONE OK ROCK,Rock This,9,1,189898,0.00322,0.861
Will You Love Me When I’m Dead,0.00147,110.029,4z4JQxp5ddY3Z8ETnaPPAK,0.0534,Will You Love Me When I’m Dead,37i9dQZF1DXcF6B6QPhFDv,0.333,audio_features,rock,2zs0gJMS21tocKOXpWvPxU,-4.161,0.335,2024-10-23,https://api.spotify.com/v1/audio-analysis/4z4JQxp5ddY3Z8ETnaPPAK,58,4z4JQxp5ddY3Z8ETnaPPAK,https://api.spotify.com/v1/tracks/4z4JQxp5ddY3Z8ETnaPPAK,0.333,5,modern,spotify:track:4z4JQxp5ddY3Z8ETnaPPAK,Amira Elfeky,Rock This,6,0,193798,0.014,0.784
ONE MORE TIME... PART-2,0,160.08,2EKpybTASGXP5DdTA3r6aP,0.0288,TAKE ME IN,37i9dQZF1DXcF6B6QPhFDv,0.214,audio_features,rock,3wU2wXacpwqetSRloR0nMX,-3.358,0.39,2024-09-06,https://api.spotify.com/v1/audio-analysis/2EKpybTASGXP5DdTA3r6aP,59,2EKpybTASGXP5DdTA3r6aP,https://api.spotify.com/v1/tracks/2EKpybTASGXP5DdTA3r6aP,0.0965,4,modern,spotify:track:2EKpybTASGXP5DdTA3r6aP,blink-182,Rock This,1,1,219390,0.0073,0.775
the garden,0.000195,166.07,70yMk0UK1BTtPvhqcSXvnF,0.091,the garden,37i9dQZF1DXcF6B6QPhFDv,0.402,audio_features,rock,4iHuwtCHVOlMC4u09kbIYg,-3.578,0.474,2024-10-15,https://api.spotify.com/v1/audio-analysis/70yMk0UK1BTtPvhqcSXvnF,45,70yMk0UK1BTtPvhqcSXvnF,https://api.spotify.com/v1/tracks/70yMk0UK1BTtPvhqcSXvnF,0.489,4,modern,spotify:track:70yMk0UK1BTtPvhqcSXvnF,unpeople,Rock This,1,1,203770,0.000165,0.881
Pitch Black,2.59e-06,157.946,667WclCD8TE4oLsoWkRoNy,0.0526,Pitch Black,37i9dQZF1DXcF6B6QPhFDv,0.271,audio_features,rock,4VxwwXBy1q2a7JJwDz4EqS,-4.159,0.391,2024-11-06,https://api.spotify.com/v1/audio-analysis/667WclCD8TE4oLsoWkRoNy,49,667WclCD8TE4oLsoWkRoNy,https://api.spotify.com/v1/tracks/667WclCD8TE4oLsoWkRoNy,0.0703,4,modern,spotify:track:667WclCD8TE4oLsoWkRoNy,The Amazons,Rock This,0,0,265188,0.0286,0.921
Cartoon Darkness,0,144.453,3rZwj7e7m61R5e9Tn3YTFa,0.0573,Jerkin',37i9dQZF1DXcF6B6QPhFDv,0.587,audio_features,rock,6yubtXRtg07Pd4REHb6lc7,-2.4,0.528,2024-10-25,https://api.spotify.com/v1/audio-analysis/3rZwj7e7m61R5e9Tn3YTFa,55,3rZwj7e7m61R5e9Tn3YTFa,https://api.spotify.com/v1/tracks/3rZwj7e7m61R5e9Tn3YTFa,0.135,4,modern,spotify:track:3rZwj7e7m61R5e9Tn3YTFa,Amyl and The Sniffers,Rock This,11,1,128659,0.00299,0.958
FISSION,0,160.046,0E0GPPvheTzleZgWckjef2,0.0785,HURT,37i9dQZF1DXcF6B6QPhFDv,0.775,audio_features,rock,6PUmlxsIK7Z2Gr5OSTa5YA,-3.8,0.537,2024-01-26,https://api.spotify.com/v1/audio-analysis/0E0GPPvheTzleZgWckjef2,53,0E0GPPvheTzleZgWckjef2,https://api.spotify.com/v1/tracks/0E0GPPvheTzleZgWckjef2,0.252,4,modern,spotify:track:0E0GPPvheTzleZgWckjef2,Dead Poet Society,Rock This,11,0,213925,0.00141,0.922
People Watching,0.000553,161.011,3ZZyUf7WkhfN1JkQZZ00fI,0.068,People Watching,37i9dQZF1DXcF6B6QPhFDv,0.649,audio_features,rock,2Qg1mJJObwIAJiFHTQvl9E,-4.569,0.476,2024-11-15,https://api.spotify.com/v1/audio-analysis/3ZZyUf7WkhfN1JkQZZ00fI,67,3ZZyUf7WkhfN1JkQZZ00fI,https://api.spotify.com/v1/tracks/3ZZyUf7WkhfN1JkQZZ00fI,0.124,4,modern,spotify:track:3ZZyUf7WkhfN1JkQZZ00fI,Sam Fender,Rock This,6,1,311480,0.00776,0.908
Neon Pill,1.86e-06,143.929,49ukvVBtVT9Y575F6VY33G,0.0377,Metaverse,37i9dQZF1DXcF6B6QPhFDv,0.688,audio_features,rock,2dGlEut1TyhAyApZ0ADIsd,-4.074,0.477,2024-05-17,https://api.spotify.com/v1/audio-analysis/49ukvVBtVT9Y575F6VY33G,50,49ukvVBtVT9Y575F6VY33G,https://api.spotify.com/v1/tracks/49ukvVBtVT9Y575F6VY33G,0.068,4,modern,spotify:track:49ukvVBtVT9Y575F6VY33G,Cage The Elephant,Rock This,9,1,134373,1.52e-05,0.904
Sad In Carolina,5.71e-06,153.087,4q3jPOs1eS4BoHtG08r9QW,0.0464,Sad In Carolina,37i9dQZF1DXcF6B6QPhFDv,0.299,audio_features,rock,6zyGuyzZHVMvVmnvwVOCx9,-4.642,0.454,2024-05-01,https://api.spotify.com/v1/audio-analysis/4q3jPOs1eS4BoHtG08r9QW,17,4q3jPOs1eS4BoHtG08r9QW,https://api.spotify.com/v1/tracks/4q3jPOs1eS4BoHtG08r9QW,0.154,4,modern,spotify:track:4q3jPOs1eS4BoHtG08r9QW,Dexter and The Moonrocks,Rock This,1,0,190553,0.000732,0.835
Your House,1.15e-05,122.057,20xfgpCbTJBDjrTFh916Av,0.0527,Your House,37i9dQZF1DXcF6B6QPhFDv,0.575,audio_features,rock,5bVyceWVMG2ArRJBXapami,-5.858,0.479,2024-10-29,https://api.spotify.com/v1/audio-analysis/20xfgpCbTJBDjrTFh916Av,61,20xfgpCbTJBDjrTFh916Av,https://api.spotify.com/v1/tracks/20xfgpCbTJBDjrTFh916Av,0.113,4,modern,spotify:track:20xfgpCbTJBDjrTFh916Av,Inhaler,Rock This,11,0,227308,0.00453,0.749
Takes One To Know One,4.57e-06,75.038,7Jc79lucvYoqo3YA44EG8f,0.0435,Takes One To Know One,37i9dQZF1DXcF6B6QPhFDv,0.537,audio_features,rock,0vVu40KngnoIprNWsy7Chv,-2.589,0.455,2024-07-12,https://api.spotify.com/v1/audio-analysis/7Jc79lucvYoqo3YA44EG8f,55,7Jc79lucvYoqo3YA44EG8f,https://api.spotify.com/v1/tracks/7Jc79lucvYoqo3YA44EG8f,0.191,4,modern,spotify:track:7Jc79lucvYoqo3YA44EG8f,The Beaches,Rock This,2,0,167997,0.00291,0.837
"Always, Everytime",2.08e-06,147.989,1DbeTcnfS7kLnHhVsRlvqg,0.0855,"Always, Everytime",37i9dQZF1DXcF6B6QPhFDv,0.763,audio_features,rock,3eJOnQipfXT3Z2ubwqb7sn,-3.265,0.599,2024-10-04,https://api.spotify.com/v1/audio-analysis/1DbeTcnfS7kLnHhVsRlvqg,54,1DbeTcnfS7kLnHhVsRlvqg,https://api.spotify.com/v1/tracks/1DbeTcnfS7kLnHhVsRlvqg,0.0802,4,modern,spotify:track:1DbeTcnfS7kLnHhVsRlvqg,The Wrecks,Rock This,7,1,171748,0.000772,0.898
You Got Me Searching,0.00571,131.698,0MP463h7yiFtZmxQAZKh9r,0.0628,You Got Me Searching,37i9dQZF1DXcF6B6QPhFDv,0.495,audio_features,rock,3fFE3iA8OG3562RERll9ba,-5.072,0.504,2024-11-15,https://api.spotify.com/v1/audio-analysis/0MP463h7yiFtZmxQAZKh9r,51,0MP463h7yiFtZmxQAZKh9r,https://api.spotify.com/v1/tracks/0MP463h7yiFtZmxQAZKh9r,0.0962,4,modern,spotify:track:0MP463h7yiFtZmxQAZKh9r,Jack White,Rock This,7,1,218520,0.0473,0.891
Showbiz,5.03e-05,116.03,2M000btuOeRwAaOdx3WeFa,0.0367,Showbiz,37i9dQZF1DXcF6B6QPhFDv,0.38,audio_features,rock,3KRfkWMjSTOusvuP5SaXp5,-5.549,0.563,2024-06-26,https://api.spotify.com/v1/audio-analysis/2M000btuOeRwAaOdx3WeFa,48,2M000btuOeRwAaOdx3WeFa,https://api.spotify.com/v1/tracks/2M000btuOeRwAaOdx3WeFa,0.336,4,modern,spotify:track:2M000btuOeRwAaOdx3WeFa,Palaye Royale,Rock This,2,0,165733,0.0304,0.834
Detroit,0,133.028,2NgvsclHyE5KaOVSxJxPTu,0.0354,Detroit,37i9dQZF1DXcF6B6QPhFDv,0.367,audio_features,rock,0Fg9GTE8wRg3bGirHuiduy,-4.979,0.566,2024-07-26,https://api.spotify.com/v1/audio-analysis/2NgvsclHyE5KaOVSxJxPTu,50,2NgvsclHyE5KaOVSxJxPTu,https://api.spotify.com/v1/tracks/2NgvsclHyE5KaOVSxJxPTu,0.316,4,modern,spotify:track:2NgvsclHyE5KaOVSxJxPTu,Badflower,Rock This,0,1,211509,0.000538,0.892
GALORE,0.0302,109.989,0UYOncanPfTJVemojPksIP,0.324,Fuse,37i9dQZF1DXcF6B6QPhFDv,0.357,audio_features,rock,2JCUzY4IcU31n6ro3rSicP,-4.08,0.513,2024-09-13,https://api.spotify.com/v1/audio-analysis/0UYOncanPfTJVemojPksIP,47,0UYOncanPfTJVemojPksIP,https://api.spotify.com/v1/tracks/0UYOncanPfTJVemojPksIP,0.217,4,modern,spotify:track:0UYOncanPfTJVemojPksIP,House of Protection,Rock This,0,1,191667,0.0034,0.987
Special,0.773,163.039,62camXiL7evu87vDZ7EKSH,0.121,Special,37i9dQZF1DXcF6B6QPhFDv,0.639,audio_features,rock,6vnJda9u77ADNQED3jjI6r,-3.173,0.448,2024-10-08,https://api.spotify.com/v1/audio-analysis/62camXiL7evu87vDZ7EKSH,49,62camXiL7evu87vDZ7EKSH,https://api.spotify.com/v1/tracks/62camXiL7evu87vDZ7EKSH,0.137,4,modern,spotify:track:62camXiL7evu87vDZ7EKSH,Scowl,Rock This,6,0,177975,2.63e-06,0.936
Long Gone,0.1,114.975,1JqovbqNQa5deYzyNsy7nR,0.0626,Long Gone,37i9dQZF1DXcF6B6QPhFDv,0.414,audio_features,rock,7IyWrMFgNHZjbtSJhNn9cc,-3.613,0.439,2024-11-12,https://api.spotify.com/v1/audio-analysis/1JqovbqNQa5deYzyNsy7nR,53,1JqovbqNQa5deYzyNsy7nR,https://api.spotify.com/v1/tracks/1JqovbqNQa5deYzyNsy7nR,0.126,4,modern,spotify:track:1JqovbqNQa5deYzyNsy7nR,Superheaven,Rock This,9,1,211999,0.000194,0.885
The Rumbling (Attack on Titan),0.000216,145.091,4m1slXE2kaXbXVfZQ0q3Om,0.0513,The Rumbling (Attack on Titan),27gN69ebwiJRtXEboL12Ih,0.593,audio_features,metal,6MU4B20MjqYzSzeuqEpHPr,-4.229,0.5,2022-03-09,https://api.spotify.com/v1/audio-analysis/4m1slXE2kaXbXVfZQ0q3Om,44,4m1slXE2kaXbXVfZQ0q3Om,https://api.spotify.com/v1/tracks/4m1slXE2kaXbXVfZQ0q3Om,0.0829,4,heavy,spotify:track:4m1slXE2kaXbXVfZQ0q3Om,"Ryuven, Ner Leva",Heavy Metal Classics,8,1,94655,0.0191,0.832
Painkiller,0.0879,103.162,0L7zm6afBEtrNKo6C6Gj08,0.16,Painkiller,27gN69ebwiJRtXEboL12Ih,0.1,audio_features,metal,7LgrhuKnAXpNEv8qzcVd2t,-4.667,0.435,1990-09-26,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,64,0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,0.268,4,heavy,spotify:track:0L7zm6afBEtrNKo6C6Gj08,Judas Priest,Heavy Metal Classics,1,0,365827,0.000195,0.987
Rust In Peace,0.316,125.086,0bM9c5A7CterSOEssmWqAa,0.0699,Holy Wars...The Punishment Due,27gN69ebwiJRtXEboL12Ih,0.317,audio_features,metal,4e6ML9RBhDyyKTaTwbiRZv,-12.179,0.339,1990-01-01,https://api.spotify.com/v1/audio-analysis/0bM9c5A7CterSOEssmWqAa,51,0bM9c5A7CterSOEssmWqAa,https://api.spotify.com/v1/tracks/0bM9c5A7CterSOEssmWqAa,0.296,4,heavy,spotify:track:0bM9c5A7CterSOEssmWqAa,Megadeth,Heavy Metal Classics,9,1,396133,0.00291,0.887
Greatest Hits: God's Favorite Band,0,146.525,4VgEM12OeaN3GyBV487Me7,0.0342,Holiday,72GgLgQ63eUHG3CyCv42Ju,0.716,audio_features,punk,3id4t9IqRoB1f1smOERtrY,-3.409,0.552,2017-11-17,https://api.spotify.com/v1/audio-analysis/4VgEM12OeaN3GyBV487Me7,61,4VgEM12OeaN3GyBV487Me7,https://api.spotify.com/v1/tracks/4VgEM12OeaN3GyBV487Me7,0.888,4,pop punk,spotify:track:4VgEM12OeaN3GyBV487Me7,Green Day,Pop Punk Powerhouses,8,1,232680,0.000143,0.89
Riot!,0,131.094,1JdKrFyoU05abww0Zv0ayQ,0.0429,That's What You Get,72GgLgQ63eUHG3CyCv42Ju,0.632,audio_features,punk,71rziY9eLo1tA2dBMxrwhc,-3.607,0.528,2007-06-11,https://api.spotify.com/v1/audio-analysis/1JdKrFyoU05abww0Zv0ayQ,66,1JdKrFyoU05abww0Zv0ayQ,https://api.spotify.com/v1/tracks/1JdKrFyoU05abww0Zv0ayQ,0.141,3,pop punk,spotify:track:1JdKrFyoU05abww0Zv0ayQ,Paramore,Pop Punk Powerhouses,8,1,220480,9.43e-05,0.831
Boys Like Girls,0,149.934,56Tl3UgyZTqfZtvFNS31wm,0.0635,The Great Escape,72GgLgQ63eUHG3CyCv42Ju,0.505,audio_features,punk,47ttGApwQx3iAWz8tFFnNj,-4.012,0.423,2006,https://api.spotify.com/v1/audio-analysis/56Tl3UgyZTqfZtvFNS31wm,60,56Tl3UgyZTqfZtvFNS31wm,https://api.spotify.com/v1/tracks/56Tl3UgyZTqfZtvFNS31wm,0.178,4,pop punk,spotify:track:56Tl3UgyZTqfZtvFNS31wm,BOYS LIKE GIRLS,Pop Punk Powerhouses,1,0,206520,0.00166,0.94
The Best Damn Thing (Expanded Edition),0,142.034,54JKnDB3CzVu8wNAOM27BI,0.0323,When You're Gone,72GgLgQ63eUHG3CyCv42Ju,0.168,audio_features,punk,6lqE05fiHWJVYYdMVJNj38,-3.921,0.457,2007-04-17,https://api.spotify.com/v1/audio-analysis/54JKnDB3CzVu8wNAOM27BI,67,54JKnDB3CzVu8wNAOM27BI,https://api.spotify.com/v1/tracks/54JKnDB3CzVu8wNAOM27BI,0.228,4,pop punk,spotify:track:54JKnDB3CzVu8wNAOM27BI,Avril Lavigne,Pop Punk Powerhouses,4,0,240493,0.191,0.719
