loudness,track_album_name,uri,analysis_url,id,time_signature,mode,track_name,speechiness,playlist_id,danceability,playlist_genre,track_id,track_album_release_date,duration_ms,acousticness,track_artist,energy,tempo,instrumentalness,playlist_subgenre,type,track_href,key,track_album_id,playlist_name,liveness,valence,track_popularity
-11.792,93 'til Infinity,spotify:track:0PV1TFUMTBrDETzW6KQulB,https://api.spotify.com/v1/audio-analysis/0PV1TFUMTBrDETzW6KQulB,0PV1TFUMTBrDETzW6KQulB,4,1,93 'Til Infinity,0.412,37i9dQZF1DX186v583rmzp,0.59,hip-hop,0PV1TFUMTBrDETzW6KQulB,1993-02-13,286440,0.125,Souls Of Mischief,0.672,206.247,1.04e-06,90s,audio_features,https://api.spotify.com/v1/tracks/0PV1TFUMTBrDETzW6KQulB,1,7aSjaEi3OQ2aZemcJDhMb1,90s Hip-Hop,0.147,0.688,67
-4.827,Black On Both Sides,spotify:track:0IVAlb0cFCH1cQ974iR1TU,https://api.spotify.com/v1/audio-analysis/0IVAlb0cFCH1cQ974iR1TU,0IVAlb0cFCH1cQ974iR1TU,4,1,Ms. Fat Booty,0.189,37i9dQZF1DX186v583rmzp,0.782,hip-hop,0IVAlb0cFCH1cQ974iR1TU,1999-10-12,223547,0.148,Mos Def,0.589,90.438,0,90s,audio_features,https://api.spotify.com/v1/tracks/0IVAlb0cFCH1cQ974iR1TU,1,5gK2l2LgWY0BA4p9uy27z6,90s Hip-Hop,0.164,0.869,67
-6.119,Hello Nasty (Deluxe Edition/Remastered),spotify:track:5fpizYGbi5IQoEraj6FP0R,https://api.spotify.com/v1/audio-analysis/5fpizYGbi5IQoEraj6FP0R,5fpizYGbi5IQoEraj6FP0R,4,1,Intergalactic - Remastered 2009,0.303,37i9dQZF1DX186v583rmzp,0.734,hip-hop,5fpizYGbi5IQoEraj6FP0R,1998-07-14,231493,0.022,Beastie Boys,0.864,105.932,9.85e-06,90s,audio_features,https://api.spotify.com/v1/tracks/5fpizYGbi5IQoEraj6FP0R,2,6eGYLONkDMja0MNtZWnRRB,90s Hip-Hop,0.246,0.47,66
-5.131,Keep Their Heads Ringin',spotify:track:1rylJ0VXvhOzLGNm401iaI,https://api.spotify.com/v1/audio-analysis/1rylJ0VXvhOzLGNm401iaI,1rylJ0VXvhOzLGNm401iaI,4,1,Keep Their Heads Ringin',0.108,37i9dQZF1DX186v583rmzp,0.671,hip-hop,1rylJ0VXvhOzLGNm401iaI,1995-03-07,310227,0.0338,Dr. Dre,0.737,90.519,0.00344,90s,audio_features,https://api.spotify.com/v1/tracks/1rylJ0VXvhOzLGNm401iaI,0,74iv82AYPjxyWpGbt9LNuP,90s Hip-Hop,0.0596,0.197,66
-6.307,Vol. 3... Life And Times Of S. Carter,spotify:track:7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/audio-analysis/7m97yKVzPpXV9Z4ezEziOD,7m97yKVzPpXV9Z4ezEziOD,4,0,Big Pimpin',0.14,37i9dQZF1DX186v583rmzp,0.88,hip-hop,7m97yKVzPpXV9Z4ezEziOD,1999-12-28,283067,0.168,"JAY-Z, UGK",0.814,138.083,0.00672,90s,audio_features,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,11,3rWJsuu7ukoZZhp7YYkjNZ,90s Hip-Hop,0.0584,0.942,66
-7.013,Strictly 4 My N.I.G.G.A.Z...,spotify:track:0XRbYXQUymj9SJkrr8YK5B,https://api.spotify.com/v1/audio-analysis/0XRbYXQUymj9SJkrr8YK5B,0XRbYXQUymj9SJkrr8YK5B,4,1,Keep Ya Head Up,0.425,37i9dQZF1DX186v583rmzp,0.598,hip-hop,0XRbYXQUymj9SJkrr8YK5B,1993-02-16,262507,0.144,2Pac,0.732,172.329,0,90s,audio_features,https://api.spotify.com/v1/tracks/0XRbYXQUymj9SJkrr8YK5B,4,7FK1855C3n1Q0RKbmvl7ll,90s Hip-Hop,0.508,0.595,68
-5.595,No Way Out (2014 Remaster),spotify:track:1yy2DlSDtEt90d54rPDPXz,https://api.spotify.com/v1/audio-analysis/1yy2DlSDtEt90d54rPDPXz,1yy2DlSDtEt90d54rPDPXz,4,1,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,0.0538,37i9dQZF1DX186v583rmzp,0.833,hip-hop,1yy2DlSDtEt90d54rPDPXz,1997,306560,0.111,"Diddy, 112, Faith Evans",0.619,109.92,2.13e-05,90s,audio_features,https://api.spotify.com/v1/tracks/1yy2DlSDtEt90d54rPDPXz,7,33hEDxsIVGf7R6wRdZBQOw,90s Hip-Hop,0.159,0.901,65
-10.625,Totally Krossed Out,spotify:track:27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX,27AHAtAirQapVldIm4c9ZX,4,1,Jump,0.164,37i9dQZF1DX186v583rmzp,0.749,hip-hop,27AHAtAirQapVldIm4c9ZX,1992-03-17,195107,0.000501,Kris Kross,0.745,101.972,0.00403,90s,audio_features,https://api.spotify.com/v1/tracks/27AHAtAirQapVldIm4c9ZX,2,5bGumbB29JBPlv4ECVURka,90s Hip-Hop,0.333,0.481,65
-9.201,The Anthology,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,0eEXcw3JLVXcRxYrVYMy68,4,1,Electric Relaxation,0.229,37i9dQZF1DX186v583rmzp,0.866,hip-hop,0eEXcw3JLVXcRxYrVYMy68,1999-10-26,226133,0.184,A Tribe Called Quest,0.534,98.243,0.266,90s,audio_features,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,11,3FAK4h4t9uV4JxzESXllAU,90s Hip-Hop,0.0929,0.841,65
-7.31,E. 1999 Eternal,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/audio-analysis/5KSJ9k1FYjFLnIRlJT2wF8,5KSJ9k1FYjFLnIRlJT2wF8,4,1,Tha Crossroads,0.0617,37i9dQZF1DX186v583rmzp,0.679,hip-hop,5KSJ9k1FYjFLnIRlJT2wF8,1995-07-25,223547,0.0856,Bone Thugs-N-Harmony,0.509,144.29,0,90s,audio_features,https://api.spotify.com/v1/tracks/5KSJ9k1FYjFLnIRlJT2wF8,4,3r25XjxAmLMOhOWoV6X8N9,90s Hip-Hop,0.438,0.534,65
-5.878,Full Clip: A Decade Of Gang Starr,spotify:track:30oTS7bm0aH3p7lqjEIu8q,https://api.spotify.com/v1/audio-analysis/30oTS7bm0aH3p7lqjEIu8q,30oTS7bm0aH3p7lqjEIu8q,4,1,Full Clip,0.269,37i9dQZF1DX186v583rmzp,0.875,hip-hop,30oTS7bm0aH3p7lqjEIu8q,1999-07-13,217440,0.0227,Gang Starr,0.745,95.203,2.4e-06,90s,audio_features,https://api.spotify.com/v1/tracks/30oTS7bm0aH3p7lqjEIu8q,1,0TMIeuykc2gfMc68YGppoh,90s Hip-Hop,0.287,0.75,64
-5.697,Ready to Die (The Remaster),spotify:track:2KFg8kjYy0rYjWsXGhEQHN,https://api.spotify.com/v1/audio-analysis/2KFg8kjYy0rYjWsXGhEQHN,2KFg8kjYy0rYjWsXGhEQHN,4,1,Who Shot Ya? - 2005 Remaster,0.238,37i9dQZF1DX186v583rmzp,0.831,hip-hop,2KFg8kjYy0rYjWsXGhEQHN,1994-09-13,319360,0.256,The Notorious B.I.G.,0.682,91.771,0,90s,audio_features,https://api.spotify.com/v1/tracks/2KFg8kjYy0rYjWsXGhEQHN,7,2HTbQ0RHwukKVXAlTmCZP2,90s Hip-Hop,0.494,0.6,64
-10.268,Regulate… G Funk Era,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,2ImuQo1g14CTR9hZAZD3aQ,4,0,This D.J.,0.134,37i9dQZF1DX186v583rmzp,0.804,hip-hop,2ImuQo1g14CTR9hZAZD3aQ,1994-06-07,203027,0.0312,"Warren G, O.G.L.B.",0.443,92.035,0.0225,90s,audio_features,https://api.spotify.com/v1/tracks/2ImuQo1g14CTR9hZAZD3aQ,6,2VMGv3inRLPM4GOMXf37qu,90s Hip-Hop,0.112,0.58,64
-7.216,Capital Punishment,spotify:track:0B8drtTSp68pZdkmVrG9ZA,https://api.spotify.com/v1/audio-analysis/0B8drtTSp68pZdkmVrG9ZA,0B8drtTSp68pZdkmVrG9ZA,4,1,Twinz (feat. Fat Joe),0.323,37i9dQZF1DX186v583rmzp,0.634,hip-hop,0B8drtTSp68pZdkmVrG9ZA,1998-04-28,228173,0.32,"Big Pun, Fat Joe",0.763,94.981,3.4e-06,90s,audio_features,https://api.spotify.com/v1/tracks/0B8drtTSp68pZdkmVrG9ZA,0,3IIHk2ZLXKWuVAjCbQ9g4Y,90s Hip-Hop,0.237,0.519,64
-12.31,Enter The Wu-Tang (36 Chambers) [Expanded Edition],spotify:track:1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/audio-analysis/1Sgj10byiGzPpI2IrXSFEn,1Sgj10byiGzPpI2IrXSFEn,4,0,Protect Ya Neck,0.415,37i9dQZF1DX186v583rmzp,0.822,hip-hop,1Sgj10byiGzPpI2IrXSFEn,1993-11-09,291267,0.0353,Wu-Tang Clan,0.509,102.007,7.26e-06,90s,audio_features,https://api.spotify.com/v1/tracks/1Sgj10byiGzPpI2IrXSFEn,8,3tQd5mwBtVyxCoEo4htGAV,90s Hip-Hop,0.771,0.823,64
-13.767,Strictly 4 My N.I.G.G.A.Z...,spotify:track:4voEoczU7Ijborps9XF1n3,https://api.spotify.com/v1/audio-analysis/4voEoczU7Ijborps9XF1n3,4voEoczU7Ijborps9XF1n3,4,0,I Get Around,0.118,37i9dQZF1DX186v583rmzp,0.846,hip-hop,4voEoczU7Ijborps9XF1n3,1993-02-16,259000,0.156,"2Pac, Digital Underground",0.416,96.188,9.34e-06,90s,audio_features,https://api.spotify.com/v1/tracks/4voEoczU7Ijborps9XF1n3,10,7FK1855C3n1Q0RKbmvl7ll,90s Hip-Hop,0.238,0.645,66
-7.654,Nigga Please,spotify:track:6YYd5MLpu45J0uLrMdivF7,https://api.spotify.com/v1/audio-analysis/6YYd5MLpu45J0uLrMdivF7,6YYd5MLpu45J0uLrMdivF7,4,1,Got Your Money (feat. Kelis),0.189,37i9dQZF1DX186v583rmzp,0.934,hip-hop,6YYd5MLpu45J0uLrMdivF7,1999,239547,0.0516,"Ol' Dirty Bastard, Kelis",0.459,103.04,0,90s,audio_features,https://api.spotify.com/v1/tracks/6YYd5MLpu45J0uLrMdivF7,1,26ykyKCa7xOHOnzLdGARfz,90s Hip-Hop,0.222,0.697,64
-5.857,Vol.2... Hard Knock Life,spotify:track:5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/audio-analysis/5Tl0HJvynZtKdSUMKbFVVX,5Tl0HJvynZtKdSUMKbFVVX,4,0,Hard Knock Life (Ghetto Anthem),0.282,37i9dQZF1DX186v583rmzp,0.884,hip-hop,5Tl0HJvynZtKdSUMKbFVVX,1998-11-29,238467,0.0957,JAY-Z,0.679,76.993,0.00209,90s,audio_features,https://api.spotify.com/v1/tracks/5Tl0HJvynZtKdSUMKbFVVX,10,3j1xCJdBMCl6wYQXurz2tb,90s Hip-Hop,0.0289,0.591,64
-5.058,I Am...,spotify:track:3gY6tiCNsuVi6s8kPV6aQg,https://api.spotify.com/v1/audio-analysis/3gY6tiCNsuVi6s8kPV6aQg,3gY6tiCNsuVi6s8kPV6aQg,4,0,Nas Is Like,0.352,37i9dQZF1DX186v583rmzp,0.634,hip-hop,3gY6tiCNsuVi6s8kPV6aQg,1999-04-06,237027,0.00602,Nas,0.845,94.0,5.29e-06,90s,audio_features,https://api.spotify.com/v1/tracks/3gY6tiCNsuVi6s8kPV6aQg,11,4UhEjfIRx4tE1XRY21vwNa,90s Hip-Hop,0.0598,0.929,64
-6.593,Harlem World,spotify:track:6hxn98poTu1O4YZfafvC18,https://api.spotify.com/v1/audio-analysis/6hxn98poTu1O4YZfafvC18,6hxn98poTu1O4YZfafvC18,4,0,What You Want (feat. Total),0.384,37i9dQZF1DX186v583rmzp,0.838,hip-hop,6hxn98poTu1O4YZfafvC18,1997,242947,0.0312,"Mase, Total",0.72,93.76,1.11e-05,90s,audio_features,https://api.spotify.com/v1/tracks/6hxn98poTu1O4YZfafvC18,10,21YtqAiqXNGuvWNBS0JvOy,90s Hip-Hop,0.422,0.845,63
-8.235,E. 1999 Eternal,spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr,https://api.spotify.com/v1/audio-analysis/1dF5Y2dd7Wm4wZKvVjWBpr,1dF5Y2dd7Wm4wZKvVjWBpr,4,0,1st of Tha Month,0.18,37i9dQZF1DX186v583rmzp,0.729,hip-hop,1dF5Y2dd7Wm4wZKvVjWBpr,1995-07-25,314680,0.0777,Bone Thugs-N-Harmony,0.581,74.038,3.81e-06,90s,audio_features,https://api.spotify.com/v1/tracks/1dF5Y2dd7Wm4wZKvVjWBpr,5,3r25XjxAmLMOhOWoV6X8N9,90s Hip-Hop,0.696,0.508,63
-9.684,Survivor Greatest Hits,spotify:track:2VN7uPrbryJ7nE2MXX3f9a,https://api.spotify.com/v1/audio-analysis/2VN7uPrbryJ7nE2MXX3f9a,2VN7uPrbryJ7nE2MXX3f9a,4,0,"Burning Heart - From ""Rocky IV"" Soundtrack",0.028,37i9dQZF1DX1spT6G94GFC,0.652,rock,2VN7uPrbryJ7nE2MXX3f9a,1993-01-01,230107,0.298,Survivor,0.609,98.125,8.79e-06,80s,audio_features,https://api.spotify.com/v1/tracks/2VN7uPrbryJ7nE2MXX3f9a,9,2wBiw6c2bGb4c9pnRdHw6X,80s Rock Anthems,0.0573,0.646,65
-8.228,Décennie,spotify:track:7wwQoJtPLBVeMIZlW11cp6,https://api.spotify.com/v1/audio-analysis/7wwQoJtPLBVeMIZlW11cp6,7wwQoJtPLBVeMIZlW11cp6,3,0,Oh qu'elle est belle,0.174,6OYaw7arTfoGEHpGdItkLQ,0.619,hip-hop,7wwQoJtPLBVeMIZlW11cp6,2024-01-19,220013,0.662,"Jul, DYSTINCT",0.501,97.419,0.000808,french,audio_features,https://api.spotify.com/v1/tracks/7wwQoJtPLBVeMIZlW11cp6,7,49gSslDoncGfaxtZfsHyTA,French Rap Classics,0.113,0.623,66
-6.474,Chambre 140 (Part.3),spotify:track:2cqtTAnI9E7buORFB9q4ts,https://api.spotify.com/v1/audio-analysis/2cqtTAnI9E7buORFB9q4ts,2cqtTAnI9E7buORFB9q4ts,4,1,Faut pas,0.299,6OYaw7arTfoGEHpGdItkLQ,0.814,hip-hop,2cqtTAnI9E7buORFB9q4ts,2024-02-01,138933,0.0248,"PLK, Jul",0.668,135.979,0,french,audio_features,https://api.spotify.com/v1/tracks/2cqtTAnI9E7buORFB9q4ts,11,1WlS2GoDR8Bj0DaJ9QJhHT,French Rap Classics,0.152,0.716,67
-8.461,J.000.$,spotify:track:7ujxY1bqVRvMe1sR5iFmxt,https://api.spotify.com/v1/audio-analysis/7ujxY1bqVRvMe1sR5iFmxt,7ujxY1bqVRvMe1sR5iFmxt,4,0,Ailleurs,0.28,6OYaw7arTfoGEHpGdItkLQ,0.738,hip-hop,7ujxY1bqVRvMe1sR5iFmxt,2023-10-28,165507,0.357,Josman,0.593,72.494,0,french,audio_features,https://api.spotify.com/v1/tracks/7ujxY1bqVRvMe1sR5iFmxt,10,7CWl72c1sWausPdwa2C29w,French Rap Classics,0.11,0.477,62
-9.169,SAUDADE,spotify:track:0ex0EZnrO2mMPIkYp3ewZX,https://api.spotify.com/v1/audio-analysis/0ex0EZnrO2mMPIkYp3ewZX,0ex0EZnrO2mMPIkYp3ewZX,4,0,barcelona92,0.309,6OYaw7arTfoGEHpGdItkLQ,0.727,hip-hop,0ex0EZnrO2mMPIkYp3ewZX,2024-04-04,172280,0.434,"Green Montana, SDM",0.53,122.949,0.000392,french,audio_features,https://api.spotify.com/v1/tracks/0ex0EZnrO2mMPIkYp3ewZX,0,5ORwfRIZBQiJ1dQ2cQDIFO,French Rap Classics,0.101,0.444,64
-8.651,Step,spotify:track:2cBCseNc96alP1hVEstZvf,https://api.spotify.com/v1/audio-analysis/2cBCseNc96alP1hVEstZvf,2cBCseNc96alP1hVEstZvf,4,0,Step,0.0995,6OYaw7arTfoGEHpGdItkLQ,0.637,hip-hop,2cBCseNc96alP1hVEstZvf,2024-08-07,139154,0.126,T-Koor,0.722,115.592,0,french,audio_features,https://api.spotify.com/v1/tracks/2cBCseNc96alP1hVEstZvf,6,5accD32MSqXePtmGEsCr10,French Rap Classics,0.115,0.39,55
-7.0,La route est longue,spotify:track:2cwZ9X7gkT2GVsZ3acLRUo,https://api.spotify.com/v1/audio-analysis/2cwZ9X7gkT2GVsZ3acLRUo,2cwZ9X7gkT2GVsZ3acLRUo,4,0,Sensations,0.0449,6OYaw7arTfoGEHpGdItkLQ,0.888,hip-hop,2cwZ9X7gkT2GVsZ3acLRUo,2023-12-08,261320,0.475,Jul,0.56,139.971,2.24e-06,french,audio_features,https://api.spotify.com/v1/tracks/2cwZ9X7gkT2GVsZ3acLRUo,8,1g2C4B3Adi9L27BLlVJdEs,French Rap Classics,0.114,0.859,44
-7.03,LA MELO EST GANGX,spotify:track:5RJcEoBhxDo8QgmKfr3JG8,https://api.spotify.com/v1/audio-analysis/5RJcEoBhxDo8QgmKfr3JG8,5RJcEoBhxDo8QgmKfr3JG8,4,0,NOTRE DAME,0.0817,6OYaw7arTfoGEHpGdItkLQ,0.605,hip-hop,5RJcEoBhxDo8QgmKfr3JG8,2023-12-01,216387,0.203,"Gazo, Tiakola",0.668,147.078,0,french,audio_features,https://api.spotify.com/v1/tracks/5RJcEoBhxDo8QgmKfr3JG8,10,4C9mVDiMHuxOZ2eORwkCE1,French Rap Classics,0.165,0.567,60
-5.395,LA MELO EST GANGX,spotify:track:7AUMxm5ArZPHojwDbdi8Vi,https://api.spotify.com/v1/audio-analysis/7AUMxm5ArZPHojwDbdi8Vi,7AUMxm5ArZPHojwDbdi8Vi,4,1,CARTIER,0.0959,6OYaw7arTfoGEHpGdItkLQ,0.735,hip-hop,7AUMxm5ArZPHojwDbdi8Vi,2023-12-01,229093,0.575,"Gazo, Tiakola",0.678,145.9,3.97e-05,french,audio_features,https://api.spotify.com/v1/tracks/7AUMxm5ArZPHojwDbdi8Vi,6,4C9mVDiMHuxOZ2eORwkCE1,French Rap Classics,0.0936,0.708,64
-5.663,Les dernières volontés de Mozart (Symphony),spotify:track:36sechlCLEmV6QHNt8ryrF,https://api.spotify.com/v1/audio-analysis/36sechlCLEmV6QHNt8ryrF,36sechlCLEmV6QHNt8ryrF,4,0,LOCO,0.0534,6OYaw7arTfoGEHpGdItkLQ,0.776,hip-hop,36sechlCLEmV6QHNt8ryrF,2024-01-25,161354,0.481,"GIMS, Lossa",0.661,122.058,6.7e-06,french,audio_features,https://api.spotify.com/v1/tracks/36sechlCLEmV6QHNt8ryrF,6,6hEF1NitjCscZL8MHcWO3z,French Rap Classics,0.143,0.963,58
-10.604,777,spotify:track:4FIEXqpBbhCZ09ozCB3WqU,https://api.spotify.com/v1/audio-analysis/4FIEXqpBbhCZ09ozCB3WqU,4FIEXqpBbhCZ09ozCB3WqU,4,1,777,0.0601,6OYaw7arTfoGEHpGdItkLQ,0.777,hip-hop,4FIEXqpBbhCZ09ozCB3WqU,2024-09-13,171000,0.0527,RST,0.408,102.029,0.0113,french,audio_features,https://api.spotify.com/v1/tracks/4FIEXqpBbhCZ09ozCB3WqU,1,5G7ku06NMeQ77LugjZYdFP,French Rap Classics,0.105,0.346,45
-7.815,July Key,spotify:track:48qDY5Dl2EOKogGOAPLtuL,https://api.spotify.com/v1/audio-analysis/48qDY5Dl2EOKogGOAPLtuL,48qDY5Dl2EOKogGOAPLtuL,4,0,Merco Benz,0.468,6OYaw7arTfoGEHpGdItkLQ,0.92,hip-hop,48qDY5Dl2EOKogGOAPLtuL,2020-07-09,143551,0.232,Key Largo,0.404,106.933,7.84e-06,french,audio_features,https://api.spotify.com/v1/tracks/48qDY5Dl2EOKogGOAPLtuL,2,1Z92u9IJaU6Lx3emcSxftO,French Rap Classics,0.0869,0.523,37
-4.941,LA MELO EST GANGX,spotify:track:6yqwxY8qifBBhyryjZutxk,https://api.spotify.com/v1/audio-analysis/6yqwxY8qifBBhyryjZutxk,6yqwxY8qifBBhyryjZutxk,4,0,MAMI WATA,0.191,6OYaw7arTfoGEHpGdItkLQ,0.702,hip-hop,6yqwxY8qifBBhyryjZutxk,2023-12-01,233240,0.139,"Gazo, Tiakola",0.693,87.973,0,french,audio_features,https://api.spotify.com/v1/tracks/6yqwxY8qifBBhyryjZutxk,5,4C9mVDiMHuxOZ2eORwkCE1,French Rap Classics,0.0702,0.572,68
-5.598,Aller sans retour,spotify:track:4RTtj1vGu82hjp3cDtiqOj,https://api.spotify.com/v1/audio-analysis/4RTtj1vGu82hjp3cDtiqOj,4RTtj1vGu82hjp3cDtiqOj,3,1,Aller sans retour,0.278,6OYaw7arTfoGEHpGdItkLQ,0.579,hip-hop,4RTtj1vGu82hjp3cDtiqOj,2023-12-08,176147,0.263,"Zola, Koba LaD",0.723,182.912,1.67e-05,french,audio_features,https://api.spotify.com/v1/tracks/4RTtj1vGu82hjp3cDtiqOj,6,2CGmqtcGHkQrZkyw8NfSQN,French Rap Classics,0.0829,0.623,45
-6.663,J'fais plaisir à la zone,spotify:track:64nnRXRBDbgDCVILmMqSeK,https://api.spotify.com/v1/audio-analysis/64nnRXRBDbgDCVILmMqSeK,64nnRXRBDbgDCVILmMqSeK,4,0,J'fais plaisir à la zone,0.144,6OYaw7arTfoGEHpGdItkLQ,0.781,hip-hop,64nnRXRBDbgDCVILmMqSeK,2023-12-07,183107,0.0186,"Jul, SDM",0.73,133.021,0,french,audio_features,https://api.spotify.com/v1/tracks/64nnRXRBDbgDCVILmMqSeK,11,3hKkE7IaXQpgEVZtxgkmJH,French Rap Classics,0.133,0.581,51
-3.398,AMBITION,spotify:track:53rGZ9nMZsUa55XYkdIjGJ,https://api.spotify.com/v1/audio-analysis/53rGZ9nMZsUa55XYkdIjGJ,53rGZ9nMZsUa55XYkdIjGJ,4,1,ON DÉGAINE,0.0804,6OYaw7arTfoGEHpGdItkLQ,0.804,hip-hop,53rGZ9nMZsUa55XYkdIjGJ,2023-11-17,117347,0.214,Guy2Bezbar,0.791,118.652,0,french,audio_features,https://api.spotify.com/v1/tracks/53rGZ9nMZsUa55XYkdIjGJ,1,48JSJ6nOB4SegSt9Gs2cZY,French Rap Classics,0.113,0.422,49
-8.764,Amer,spotify:track:6SIt9WSH4cQGxeotAnIDBj,https://api.spotify.com/v1/audio-analysis/6SIt9WSH4cQGxeotAnIDBj,6SIt9WSH4cQGxeotAnIDBj,4,0,Amer,0.11,6OYaw7arTfoGEHpGdItkLQ,0.807,hip-hop,6SIt9WSH4cQGxeotAnIDBj,2024-07-25,141600,0.133,"Le U, Akim Beats",0.564,102.009,0,french,audio_features,https://api.spotify.com/v1/tracks/6SIt9WSH4cQGxeotAnIDBj,0,5xz3fHDKMcwi0F3yElgbCh,French Rap Classics,0.126,0.595,27
-5.954,Chaque matin,spotify:track:22RouMg8y4SBF8SSFp1hYV,https://api.spotify.com/v1/audio-analysis/22RouMg8y4SBF8SSFp1hYV,22RouMg8y4SBF8SSFp1hYV,4,1,Chaque matin,0.453,6OYaw7arTfoGEHpGdItkLQ,0.924,hip-hop,22RouMg8y4SBF8SSFp1hYV,2018-01-24,251786,0.142,"Key Largo, LEDG",0.531,122.03,0,french,audio_features,https://api.spotify.com/v1/tracks/22RouMg8y4SBF8SSFp1hYV,3,5scePtbqqLqjEHsv9yiZmA,French Rap Classics,0.114,0.532,38
-10.852,LOYAL,spotify:track:5W9JWRvM5nTLCz8Z9aW2NS,https://api.spotify.com/v1/audio-analysis/5W9JWRvM5nTLCz8Z9aW2NS,5W9JWRvM5nTLCz8Z9aW2NS,4,1,LOYAL,0.102,6OYaw7arTfoGEHpGdItkLQ,0.638,hip-hop,5W9JWRvM5nTLCz8Z9aW2NS,2023-11-23,228193,0.478,La Fève,0.5,147.065,2.16e-06,french,audio_features,https://api.spotify.com/v1/tracks/5W9JWRvM5nTLCz8Z9aW2NS,0,5ua3ScbhrRD4fPu8G9YOtf,French Rap Classics,0.159,0.336,41
-10.928,intensément,spotify:track:324a3OezCidLllriMfMKDu,https://api.spotify.com/v1/audio-analysis/324a3OezCidLllriMfMKDu,324a3OezCidLllriMfMKDu,4,0,intensément,0.103,6OYaw7arTfoGEHpGdItkLQ,0.578,hip-hop,324a3OezCidLllriMfMKDu,2024-10-04,135738,0.329,AMO,0.572,75.903,6.91e-05,french,audio_features,https://api.spotify.com/v1/tracks/324a3OezCidLllriMfMKDu,5,4XsiqTPKkVDkQFxW02706J,French Rap Classics,0.108,0.328,25
-6.726,J.000.$,spotify:track:4i6CKsl0vgzFF97h5nzpS3,https://api.spotify.com/v1/audio-analysis/4i6CKsl0vgzFF97h5nzpS3,4i6CKsl0vgzFF97h5nzpS3,4,0,Les Flammes,0.316,6OYaw7arTfoGEHpGdItkLQ,0.795,hip-hop,4i6CKsl0vgzFF97h5nzpS3,2023-10-28,193333,0.239,Josman,0.584,143.951,0,french,audio_features,https://api.spotify.com/v1/tracks/4i6CKsl0vgzFF97h5nzpS3,2,7CWl72c1sWausPdwa2C29w,French Rap Classics,0.0801,0.686,51
-7.145,AMBITION,spotify:track:4TOYNpOzNJIwpvjwqysA9m,https://api.spotify.com/v1/audio-analysis/4TOYNpOzNJIwpvjwqysA9m,4TOYNpOzNJIwpvjwqysA9m,4,0,HELLO (feat. JEY BROWNIE & Josman),0.146,6OYaw7arTfoGEHpGdItkLQ,0.772,hip-hop,4TOYNpOzNJIwpvjwqysA9m,2023-11-17,186733,0.258,"Guy2Bezbar, JEY BROWNIE, Josman",0.676,129.914,2.11e-06,french,audio_features,https://api.spotify.com/v1/tracks/4TOYNpOzNJIwpvjwqysA9m,8,48JSJ6nOB4SegSt9Gs2cZY,French Rap Classics,0.175,0.459,45
-5.93,IL LE FALLAIT,spotify:track:6Xp82kv8pd7GVvpjYdgMdx,https://api.spotify.com/v1/audio-analysis/6Xp82kv8pd7GVvpjYdgMdx,6Xp82kv8pd7GVvpjYdgMdx,4,1,VIBES,0.206,6OYaw7arTfoGEHpGdItkLQ,0.871,hip-hop,6Xp82kv8pd7GVvpjYdgMdx,2023-10-13,134440,0.079,Favé,0.7,94.054,4.21e-05,french,audio_features,https://api.spotify.com/v1/tracks/6Xp82kv8pd7GVvpjYdgMdx,2,33Hs5QPrPlpiDEWKhNfX2S,French Rap Classics,0.102,0.543,60
-6.412,Telegram 2,spotify:track:3lplytmhfrA7rHrIDeBx9E,https://api.spotify.com/v1/audio-analysis/3lplytmhfrA7rHrIDeBx9E,3lplytmhfrA7rHrIDeBx9E,3,0,Magot,0.315,6OYaw7arTfoGEHpGdItkLQ,0.534,hip-hop,3lplytmhfrA7rHrIDeBx9E,2023-09-21,196089,0.231,"Werenoi, SCH",0.747,98.229,0,french,audio_features,https://api.spotify.com/v1/tracks/3lplytmhfrA7rHrIDeBx9E,1,2tHT02WkJ4Fqas0cuwWHCk,French Rap Classics,0.21,0.523,46
