key,track_artist,energy,track_id,liveness,speechiness,track_popularity,playlist_subgenre,time_signature,track_href,valence,id,track_album_release_date,uri,danceability,tempo,playlist_name,track_album_name,duration_ms,analysis_url,instrumentalness,type,track_album_id,playlist_genre,track_name,playlist_id,acousticness,loudness,mode
2,Illum Noyz,0.332,0T0Qw9dfYjTf6umYfjC5zf,0.366,0.0937,52,chill,4,https://api.spotify.com/v1/tracks/0T0Qw9dfYjTf6umYfjC5zf,0.51,0T0Qw9dfYjTf6umYfjC5zf,2023-09-08,spotify:track:0T0Qw9dfYjTf6umYfjC5zf,0.671,89.995,Chill Lofi Study Beats,Natural Midst,161000,https://api.spotify.com/v1/audio-analysis/0T0Qw9dfYjTf6umYfjC5zf,0.904,audio_features,3VqDQlMLsc0mBCqc4s9XWL,lofi,Natural Midst,37i9dQZF1DX8Uebhn9wzrS,0.761,-9.037,0
7,Velvet Static,0.385,3a2fLFjazrZlinsXTZB3T3,0.177,0.339,52,chill,4,https://api.spotify.com/v1/tracks/3a2fLFjazrZlinsXTZB3T3,0.378,3a2fLFjazrZlinsXTZB3T3,2024-09-27,spotify:track:3a2fLFjazrZlinsXTZB3T3,0.721,87.993,Chill Lofi Study Beats,Sunflower,133807,https://api.spotify.com/v1/audio-analysis/3a2fLFjazrZlinsXTZB3T3,0.841,audio_features,6q2ce3gSOf1osMaAHJBAEl,lofi,Sunflower,37i9dQZF1DX8Uebhn9wzrS,0.88,-14.226,1
2,Zoe Reed,0.048,0x0XaXiKrUFoCTnrDFXgdt,0.101,0.051,52,chill,4,https://api.spotify.com/v1/tracks/0x0XaXiKrUFoCTnrDFXgdt,0.228,0x0XaXiKrUFoCTnrDFXgdt,2023-12-10,spotify:track:0x0XaXiKrUFoCTnrDFXgdt,0.836,119.954,Chill Lofi Study Beats,watercolour,120458,https://api.spotify.com/v1/audio-analysis/0x0XaXiKrUFoCTnrDFXgdt,0.894,audio_features,184U6PqwZz0xIejtcsr5Nd,lofi,watercolour,37i9dQZF1DX8Uebhn9wzrS,0.193,-14.768,0
5,Galva-Nice,0.306,6ilctnbVwEWTURCfY6kCWH,0.192,0.0287,51,chill,4,https://api.spotify.com/v1/tracks/6ilctnbVwEWTURCfY6kCWH,0.131,6ilctnbVwEWTURCfY6kCWH,2023-10-06,spotify:track:6ilctnbVwEWTURCfY6kCWH,0.645,76.976,Chill Lofi Study Beats,Who's Driving?,139500,https://api.spotify.com/v1/audio-analysis/6ilctnbVwEWTURCfY6kCWH,0.0669,audio_features,1ftpbsY9HCoSpUOq7RVUEs,lofi,Who's Driving?,37i9dQZF1DX8Uebhn9wzrS,0.786,-7.424,1
7,Trippy Park,0.277,6lAh5CErP733AMCPR83AUB,0.0921,0.12,51,chill,4,https://api.spotify.com/v1/tracks/6lAh5CErP733AMCPR83AUB,0.638,6lAh5CErP733AMCPR83AUB,2023-10-13,spotify:track:6lAh5CErP733AMCPR83AUB,0.739,84.985,Chill Lofi Study Beats,Paris,124412,https://api.spotify.com/v1/audio-analysis/6lAh5CErP733AMCPR83AUB,0.893,audio_features,1QRLiEOoQICtjiYEchWQ41,lofi,Paris,37i9dQZF1DX8Uebhn9wzrS,0.841,-14.284,1
8,Gittiye,0.32,6WJjp4tweyEM415TtdFsqx,0.108,0.0527,51,chill,4,https://api.spotify.com/v1/tracks/6WJjp4tweyEM415TtdFsqx,0.783,6WJjp4tweyEM415TtdFsqx,2024-03-14,spotify:track:6WJjp4tweyEM415TtdFsqx,0.807,143.995,Chill Lofi Study Beats,Car Ride,135000,https://api.spotify.com/v1/audio-analysis/6WJjp4tweyEM415TtdFsqx,0.906,audio_features,793wFdKEFWdOyYLgtX3OL5,lofi,Car Ride,37i9dQZF1DX8Uebhn9wzrS,0.349,-12.699,1
7,Poof Tricks,0.3,71XyPCA7lYpu2IH6OVGlvr,0.0811,0.0772,51,chill,4,https://api.spotify.com/v1/tracks/71XyPCA7lYpu2IH6OVGlvr,0.292,71XyPCA7lYpu2IH6OVGlvr,2023-11-06,spotify:track:71XyPCA7lYpu2IH6OVGlvr,0.848,94.006,Chill Lofi Study Beats,Flow State,158298,https://api.spotify.com/v1/audio-analysis/71XyPCA7lYpu2IH6OVGlvr,0.915,audio_features,1yvMQPDOZUWcojv5pk8133,lofi,Flow State,37i9dQZF1DX8Uebhn9wzrS,0.655,-11.023,0
4,louke's beats,0.115,6mnuzqUm6MObdHHk59Tg4E,0.0769,0.0798,51,chill,4,https://api.spotify.com/v1/tracks/6mnuzqUm6MObdHHk59Tg4E,0.0774,6mnuzqUm6MObdHHk59Tg4E,2023-11-26,spotify:track:6mnuzqUm6MObdHHk59Tg4E,0.793,119.992,Chill Lofi Study Beats,happy moggie,138000,https://api.spotify.com/v1/audio-analysis/6mnuzqUm6MObdHHk59Tg4E,0.929,audio_features,5HRw1jjjlShVFhlyNlyjpi,lofi,happy moggie,37i9dQZF1DX8Uebhn9wzrS,0.661,-15.647,1
11,ohlos,0.283,0jwpEqWMwo5fR1XQXic4lg,0.113,0.0577,51,chill,4,https://api.spotify.com/v1/tracks/0jwpEqWMwo5fR1XQXic4lg,0.0695,0jwpEqWMwo5fR1XQXic4lg,2023-10-18,spotify:track:0jwpEqWMwo5fR1XQXic4lg,0.396,79.878,Chill Lofi Study Beats,Surf Tiger,182250,https://api.spotify.com/v1/audio-analysis/0jwpEqWMwo5fR1XQXic4lg,0.92,audio_features,4jTtUszaxX0G32HP7nG2SE,lofi,Surf Tiger,37i9dQZF1DX8Uebhn9wzrS,0.901,-14.746,0
0,Holy Jamie,0.259,1YjAqVamDxZouwyHBfsap3,0.098,0.0523,51,chill,4,https://api.spotify.com/v1/tracks/1YjAqVamDxZouwyHBfsap3,0.0726,1YjAqVamDxZouwyHBfsap3,2024-07-19,spotify:track:1YjAqVamDxZouwyHBfsap3,0.676,80.038,Chill Lofi Study Beats,Forgotten Dreams,120430,https://api.spotify.com/v1/audio-analysis/1YjAqVamDxZouwyHBfsap3,0.867,audio_features,0sZbZJCsTpcQSYwmTeGyyy,lofi,Forgotten Dreams,37i9dQZF1DX8Uebhn9wzrS,0.664,-14.923,1
9,Phive O,0.0657,7uNB5da4RZLnfWIE8xIQZk,0.151,0.121,51,chill,4,https://api.spotify.com/v1/tracks/7uNB5da4RZLnfWIE8xIQZk,0.939,7uNB5da4RZLnfWIE8xIQZk,2023-11-17,spotify:track:7uNB5da4RZLnfWIE8xIQZk,0.732,78.071,Chill Lofi Study Beats,Sunset Boulevard,135385,https://api.spotify.com/v1/audio-analysis/7uNB5da4RZLnfWIE8xIQZk,0.692,audio_features,7nJJah1pdRhcGpQReeDOVb,lofi,Sunset Boulevard,37i9dQZF1DX8Uebhn9wzrS,0.687,-26.149,1
2,sellar,0.178,1H1wSRhMTiGB6cgrNQO4gw,0.174,0.0489,51,chill,4,https://api.spotify.com/v1/tracks/1H1wSRhMTiGB6cgrNQO4gw,0.15,1H1wSRhMTiGB6cgrNQO4gw,2024-06-16,spotify:track:1H1wSRhMTiGB6cgrNQO4gw,0.502,75.004,Chill Lofi Study Beats,midnight escape,180792,https://api.spotify.com/v1/audio-analysis/1H1wSRhMTiGB6cgrNQO4gw,0.934,audio_features,4soXZQhBjBXl0480o8cj5G,lofi,midnight escape,37i9dQZF1DX8Uebhn9wzrS,0.918,-18.497,0
11,low&slow,0.347,35YOc3y59Yuplqg2SJLV7P,0.167,0.0847,51,chill,4,https://api.spotify.com/v1/tracks/35YOc3y59Yuplqg2SJLV7P,0.331,35YOc3y59Yuplqg2SJLV7P,2023-11-24,spotify:track:35YOc3y59Yuplqg2SJLV7P,0.891,132.972,Chill Lofi Study Beats,glow,129452,https://api.spotify.com/v1/audio-analysis/35YOc3y59Yuplqg2SJLV7P,0.931,audio_features,7AWPZZncC7z4FSJ5aZRbWP,lofi,glow,37i9dQZF1DX8Uebhn9wzrS,0.941,-10.08,1
2,Zatsuma,0.374,47MNGiSMKGEEnI7DAP3BwJ,0.114,0.0951,51,chill,4,https://api.spotify.com/v1/tracks/47MNGiSMKGEEnI7DAP3BwJ,0.557,47MNGiSMKGEEnI7DAP3BwJ,2023-01-13,spotify:track:47MNGiSMKGEEnI7DAP3BwJ,0.871,134.962,Chill Lofi Study Beats,cashmere,142667,https://api.spotify.com/v1/audio-analysis/47MNGiSMKGEEnI7DAP3BwJ,0.912,audio_features,2T7h564gMHHqw5R5wcAO8y,lofi,cashmere,37i9dQZF1DX8Uebhn9wzrS,0.881,-13.797,1
4,jaackson,0.249,3S0NnkTIk3LbDoL8dUY1Tc,0.085,0.0757,51,chill,4,https://api.spotify.com/v1/tracks/3S0NnkTIk3LbDoL8dUY1Tc,0.254,3S0NnkTIk3LbDoL8dUY1Tc,2024-02-25,spotify:track:3S0NnkTIk3LbDoL8dUY1Tc,0.891,120.003,Chill Lofi Study Beats,spring is coming,192000,https://api.spotify.com/v1/audio-analysis/3S0NnkTIk3LbDoL8dUY1Tc,0.952,audio_features,73luBiXIl3X7Gi3m1zskU7,lofi,spring is coming,37i9dQZF1DX8Uebhn9wzrS,0.976,-11.559,1
1,hoodeeny,0.338,1vM9obDatOvogSVdo1hxDR,0.132,0.039,51,chill,4,https://api.spotify.com/v1/tracks/1vM9obDatOvogSVdo1hxDR,0.241,1vM9obDatOvogSVdo1hxDR,2024-11-01,spotify:track:1vM9obDatOvogSVdo1hxDR,0.564,134.119,Chill Lofi Study Beats,my own practice,132761,https://api.spotify.com/v1/audio-analysis/1vM9obDatOvogSVdo1hxDR,0.904,audio_features,2jR5TfovSo1aUGyPFlBIbe,lofi,my own practice,37i9dQZF1DX8Uebhn9wzrS,0.968,-14.01,1
3,G:sson,0.0859,4oikNLzA8VDnsEXrsiHQA9,0.109,0.426,51,chill,4,https://api.spotify.com/v1/tracks/4oikNLzA8VDnsEXrsiHQA9,0.0863,4oikNLzA8VDnsEXrsiHQA9,2023-10-06,spotify:track:4oikNLzA8VDnsEXrsiHQA9,0.896,140.209,Chill Lofi Study Beats,Shifting Sands,147429,https://api.spotify.com/v1/audio-analysis/4oikNLzA8VDnsEXrsiHQA9,0.92,audio_features,3gEyvquozZ9YafoVW5Xlq2,lofi,Shifting Sands,37i9dQZF1DX8Uebhn9wzrS,0.802,-16.803,0
0,"Lotus Beats, Notation",0.162,1aswhgX6xYksPefv9z1phm,0.106,0.035,51,chill,4,https://api.spotify.com/v1/tracks/1aswhgX6xYksPefv9z1phm,0.376,1aswhgX6xYksPefv9z1phm,2024-04-08,spotify:track:1aswhgX6xYksPefv9z1phm,0.613,83.927,Chill Lofi Study Beats,Sunset,154000,https://api.spotify.com/v1/audio-analysis/1aswhgX6xYksPefv9z1phm,0.894,audio_features,3TWhBNWnXwJ8wJpH0vOyTM,lofi,Sunset,37i9dQZF1DX8Uebhn9wzrS,0.83,-12.162,0
9,Loomington,0.34,18te6JAwwL6xrKnVgYgXvA,0.0956,0.0535,51,chill,4,https://api.spotify.com/v1/tracks/18te6JAwwL6xrKnVgYgXvA,0.442,18te6JAwwL6xrKnVgYgXvA,2023-11-24,spotify:track:18te6JAwwL6xrKnVgYgXvA,0.68,180.031,Chill Lofi Study Beats,Hazel Eyes,142667,https://api.spotify.com/v1/audio-analysis/18te6JAwwL6xrKnVgYgXvA,0.858,audio_features,3Fses3uRSqH6ODu45oPCwH,lofi,Hazel Eyes,37i9dQZF1DX8Uebhn9wzrS,0.764,-11.859,0
6,Poof Tricks,0.271,7e2CntkyYlYKlTufrSOCGl,0.111,0.0457,51,chill,4,https://api.spotify.com/v1/tracks/7e2CntkyYlYKlTufrSOCGl,0.295,7e2CntkyYlYKlTufrSOCGl,2024-10-16,spotify:track:7e2CntkyYlYKlTufrSOCGl,0.709,140.013,Chill Lofi Study Beats,Expected Events,156000,https://api.spotify.com/v1/audio-analysis/7e2CntkyYlYKlTufrSOCGl,0.879,audio_features,0Pa7yL0dq62qlO7Y54mShy,lofi,Expected Events,37i9dQZF1DX8Uebhn9wzrS,0.933,-17.212,0
0,Zeitgeister,0.0924,5gUG9ivCY3V5DRW8301SbS,0.103,0.117,51,chill,4,https://api.spotify.com/v1/tracks/5gUG9ivCY3V5DRW8301SbS,0.237,5gUG9ivCY3V5DRW8301SbS,2024-08-18,spotify:track:5gUG9ivCY3V5DRW8301SbS,0.766,158.049,Chill Lofi Study Beats,Vortex,124557,https://api.spotify.com/v1/audio-analysis/5gUG9ivCY3V5DRW8301SbS,0.934,audio_features,5a9qEcg5nTzr7ZIPVO8FQk,lofi,Vortex,37i9dQZF1DX8Uebhn9wzrS,0.897,-17.886,1
0,Oroshi,0.235,2kt3LN3iDaQMRINPRsGaJJ,0.107,0.0485,51,chill,4,https://api.spotify.com/v1/tracks/2kt3LN3iDaQMRINPRsGaJJ,0.428,2kt3LN3iDaQMRINPRsGaJJ,2024-10-11,spotify:track:2kt3LN3iDaQMRINPRsGaJJ,0.804,89.999,Chill Lofi Study Beats,temporary approved,120604,https://api.spotify.com/v1/audio-analysis/2kt3LN3iDaQMRINPRsGaJJ,0.903,audio_features,3nRBtSNytK87rJY1mZVKEa,lofi,temporary approved,37i9dQZF1DX8Uebhn9wzrS,0.959,-14.251,1
10,Dusty Kadinsky,0.249,6mCHWvDL7kXZdVhc8ovk0y,0.0898,0.0696,51,chill,4,https://api.spotify.com/v1/tracks/6mCHWvDL7kXZdVhc8ovk0y,0.728,6mCHWvDL7kXZdVhc8ovk0y,2024-03-08,spotify:track:6mCHWvDL7kXZdVhc8ovk0y,0.867,84.983,Chill Lofi Study Beats,"High five, low-fi",128294,https://api.spotify.com/v1/audio-analysis/6mCHWvDL7kXZdVhc8ovk0y,0.913,audio_features,0XqcEKC7xJg1bN9dp8tKVo,lofi,"High five, low-fi",37i9dQZF1DX8Uebhn9wzrS,0.776,-12.371,0
11,nightnotes,0.211,1xrkythjTGJM8rClZQdZ5V,0.186,0.0313,51,chill,4,https://api.spotify.com/v1/tracks/1xrkythjTGJM8rClZQdZ5V,0.181,1xrkythjTGJM8rClZQdZ5V,2024-03-08,spotify:track:1xrkythjTGJM8rClZQdZ5V,0.664,94.019,Chill Lofi Study Beats,letter to amtis,94875,https://api.spotify.com/v1/audio-analysis/1xrkythjTGJM8rClZQdZ5V,0.844,audio_features,0IBF3TM8KHfBL1NyK7zVkf,lofi,letter to amtis,37i9dQZF1DX8Uebhn9wzrS,0.885,-14.747,1
10,astra division,0.206,5UkHAPnb2Vyx0DvOmnBklI,0.322,0.117,51,chill,4,https://api.spotify.com/v1/tracks/5UkHAPnb2Vyx0DvOmnBklI,0.557,5UkHAPnb2Vyx0DvOmnBklI,2024-07-12,spotify:track:5UkHAPnb2Vyx0DvOmnBklI,0.654,62.942,Chill Lofi Study Beats,Up In The Clouds Again,127857,https://api.spotify.com/v1/audio-analysis/5UkHAPnb2Vyx0DvOmnBklI,0.88,audio_features,5LGOpvqw4CDDEHLGlZi5Po,lofi,Up In The Clouds Again,37i9dQZF1DX8Uebhn9wzrS,0.934,-15.25,1
1,Pi Teddy,0.187,5EAColl6xt8Gnm8fNG05hO,0.101,0.291,51,chill,4,https://api.spotify.com/v1/tracks/5EAColl6xt8Gnm8fNG05hO,0.643,5EAColl6xt8Gnm8fNG05hO,2023-10-11,spotify:track:5EAColl6xt8Gnm8fNG05hO,0.814,84.891,Chill Lofi Study Beats,Autumn Stroll,118412,https://api.spotify.com/v1/audio-analysis/5EAColl6xt8Gnm8fNG05hO,0.841,audio_features,4n6WWpN0P3MsBU4OTFXFIM,lofi,Autumn Stroll,37i9dQZF1DX8Uebhn9wzrS,0.931,-13.354,0
11,Cal Credence,0.108,5pbMjvDEHdFVRkxjNeaUFu,0.108,0.0977,51,chill,4,https://api.spotify.com/v1/tracks/5pbMjvDEHdFVRkxjNeaUFu,0.374,5pbMjvDEHdFVRkxjNeaUFu,2023-09-22,spotify:track:5pbMjvDEHdFVRkxjNeaUFu,0.769,140.033,Chill Lofi Study Beats,Lush,147857,https://api.spotify.com/v1/audio-analysis/5pbMjvDEHdFVRkxjNeaUFu,0.914,audio_features,1jlHR4iZJzzw25bVjRBG5P,lofi,Lush,37i9dQZF1DX8Uebhn9wzrS,0.877,-18.875,0
0,Audio Phill,0.253,4lZQn9ZVkTbzehDoj3SQin,0.122,0.119,51,chill,4,https://api.spotify.com/v1/tracks/4lZQn9ZVkTbzehDoj3SQin,0.181,4lZQn9ZVkTbzehDoj3SQin,2023-11-14,spotify:track:4lZQn9ZVkTbzehDoj3SQin,0.666,129.971,Chill Lofi Study Beats,The City,122984,https://api.spotify.com/v1/audio-analysis/4lZQn9ZVkTbzehDoj3SQin,0.887,audio_features,4mEfZGlxMcC0EioQfzvnyx,lofi,The City,37i9dQZF1DX8Uebhn9wzrS,0.906,-16.196,0
8,M.I Hakone,0.351,6RUXqsK0MlNGXFWBfZs400,0.107,0.244,51,chill,4,https://api.spotify.com/v1/tracks/6RUXqsK0MlNGXFWBfZs400,0.74,6RUXqsK0MlNGXFWBfZs400,2023-10-20,spotify:track:6RUXqsK0MlNGXFWBfZs400,0.804,76.992,Chill Lofi Study Beats,Seasons,124337,https://api.spotify.com/v1/audio-analysis/6RUXqsK0MlNGXFWBfZs400,0.888,audio_features,1Gi40W4rRup1t8B0p5Y5Yf,lofi,Seasons,37i9dQZF1DX8Uebhn9wzrS,0.887,-10.686,0
3,Zoe Reed,0.218,3oY2RXnYoPhtf6r552KfbN,0.103,0.0777,51,chill,4,https://api.spotify.com/v1/tracks/3oY2RXnYoPhtf6r552KfbN,0.663,3oY2RXnYoPhtf6r552KfbN,2023-11-19,spotify:track:3oY2RXnYoPhtf6r552KfbN,0.879,129.997,Chill Lofi Study Beats,the clearing,148583,https://api.spotify.com/v1/audio-analysis/3oY2RXnYoPhtf6r552KfbN,0.79,audio_features,4KtXivGbPCcyyzs8mb54CJ,lofi,the clearing,37i9dQZF1DX8Uebhn9wzrS,0.566,-16.681,1
,Berhanio,,2teI76KKFE6qkpLZJs7tZ7,,,50,chill,,,,,2024-09-08,,,,Chill Lofi Study Beats,Make It,,,,,4X9vWjNWlZ3qAtyDZ2ZhDj,lofi,Make It,37i9dQZF1DX8Uebhn9wzrS,,,
5,Convivial,0.0408,6CVpyt67DY1JwuR8prqPmP,0.0959,0.039,51,chill,4,https://api.spotify.com/v1/tracks/6CVpyt67DY1JwuR8prqPmP,0.152,6CVpyt67DY1JwuR8prqPmP,2023-10-20,spotify:track:6CVpyt67DY1JwuR8prqPmP,0.643,130.014,Chill Lofi Study Beats,Softly Whispering,187023,https://api.spotify.com/v1/audio-analysis/6CVpyt67DY1JwuR8prqPmP,0.921,audio_features,100YLSEn3RzaqIyNKQzEk3,lofi,Softly Whispering,37i9dQZF1DX8Uebhn9wzrS,0.825,-17.989,1
10,"Yawuh, Koralle",0.379,7M9vscwYkaJkTInBY2y6jv,0.24,0.0542,50,chill,4,https://api.spotify.com/v1/tracks/7M9vscwYkaJkTInBY2y6jv,0.552,7M9vscwYkaJkTInBY2y6jv,2024-04-30,spotify:track:7M9vscwYkaJkTInBY2y6jv,0.67,147.97,Chill Lofi Study Beats,Matcha,143145,https://api.spotify.com/v1/audio-analysis/7M9vscwYkaJkTInBY2y6jv,0.761,audio_features,2BqsfiOuHmaRdp10PIpT5q,lofi,Matcha,37i9dQZF1DX8Uebhn9wzrS,0.596,-11.249,1
5,ninetytwo.,0.279,50IYpgJ4swioyNFfti9M6l,0.158,0.052,50,chill,4,https://api.spotify.com/v1/tracks/50IYpgJ4swioyNFfti9M6l,0.437,50IYpgJ4swioyNFfti9M6l,2024-05-24,spotify:track:50IYpgJ4swioyNFfti9M6l,0.759,88.956,Chill Lofi Study Beats,Sunny Side,118652,https://api.spotify.com/v1/audio-analysis/50IYpgJ4swioyNFfti9M6l,0.799,audio_features,3qhjESGg47HWA4vcRdS8TZ,lofi,Sunny Side,37i9dQZF1DX8Uebhn9wzrS,0.397,-10.357,0
6,sunala.,0.134,4KFkKyUl1er3ta67yoQHHz,0.112,0.0834,50,chill,4,https://api.spotify.com/v1/tracks/4KFkKyUl1er3ta67yoQHHz,0.441,4KFkKyUl1er3ta67yoQHHz,2023-11-24,spotify:track:4KFkKyUl1er3ta67yoQHHz,0.794,140.124,Chill Lofi Study Beats,New Season,120857,https://api.spotify.com/v1/audio-analysis/4KFkKyUl1er3ta67yoQHHz,0.928,audio_features,6dE9jnDDLfbCkhCkbHp3W9,lofi,New Season,37i9dQZF1DX8Uebhn9wzrS,0.924,-12.686,0
10,HPY DAYZ,0.342,1Q4eNqqua4EeURDyCA0sbE,0.168,0.397,50,chill,4,https://api.spotify.com/v1/tracks/1Q4eNqqua4EeURDyCA0sbE,0.365,1Q4eNqqua4EeURDyCA0sbE,2024-05-26,spotify:track:1Q4eNqqua4EeURDyCA0sbE,0.685,160.082,Chill Lofi Study Beats,act n' chill,132000,https://api.spotify.com/v1/audio-analysis/1Q4eNqqua4EeURDyCA0sbE,0.703,audio_features,7MOhCxNRgpZL1TPpFX6od1,lofi,act n' chill,37i9dQZF1DX8Uebhn9wzrS,0.648,-9.102,0
1,Mathis,0.424,4EpMnMxqGXNfmDmEV4Uq6E,0.11,0.169,50,chill,4,https://api.spotify.com/v1/tracks/4EpMnMxqGXNfmDmEV4Uq6E,0.303,4EpMnMxqGXNfmDmEV4Uq6E,2023-11-10,spotify:track:4EpMnMxqGXNfmDmEV4Uq6E,0.794,75.233,Chill Lofi Study Beats,starry night,143273,https://api.spotify.com/v1/audio-analysis/4EpMnMxqGXNfmDmEV4Uq6E,0.95,audio_features,3Izct1glTX9dzY3SMbodJO,lofi,starry night,37i9dQZF1DX8Uebhn9wzrS,0.944,-11.044,0
8,Hammocks & Lime,0.269,4cPDwwClSmyI85odEgVVgm,0.175,0.122,50,chill,4,https://api.spotify.com/v1/tracks/4cPDwwClSmyI85odEgVVgm,0.614,4cPDwwClSmyI85odEgVVgm,2023-03-10,spotify:track:4cPDwwClSmyI85odEgVVgm,0.9,139.986,Chill Lofi Study Beats,Bar Breeze,138857,https://api.spotify.com/v1/audio-analysis/4cPDwwClSmyI85odEgVVgm,0.686,audio_features,58Igwkq1QIk5dfnfoqaB5M,lofi,Bar Breeze,37i9dQZF1DX8Uebhn9wzrS,0.508,-11.537,1
1,Carl Borg,0.21,3J82z7LudT4vCsgj7GfPVV,0.0993,0.0366,50,chill,4,https://api.spotify.com/v1/tracks/3J82z7LudT4vCsgj7GfPVV,0.609,3J82z7LudT4vCsgj7GfPVV,2024-02-27,spotify:track:3J82z7LudT4vCsgj7GfPVV,0.838,123.965,Chill Lofi Study Beats,Winter Artifacts,159652,https://api.spotify.com/v1/audio-analysis/3J82z7LudT4vCsgj7GfPVV,0.945,audio_features,0SFPkBCpXGMR5QshHhvnOI,lofi,Winter Artifacts,37i9dQZF1DX8Uebhn9wzrS,0.565,-11.881,1
8,Fya Playce,0.264,6lDAtiAKi02GGDLGxZb1OO,0.0939,0.0389,50,chill,4,https://api.spotify.com/v1/tracks/6lDAtiAKi02GGDLGxZb1OO,0.0844,6lDAtiAKi02GGDLGxZb1OO,2023-12-10,spotify:track:6lDAtiAKi02GGDLGxZb1OO,0.53,68.003,Chill Lofi Study Beats,park stroll,128824,https://api.spotify.com/v1/audio-analysis/6lDAtiAKi02GGDLGxZb1OO,0.924,audio_features,3kJAru3uOEp1A0IAdBcgHi,lofi,park stroll,37i9dQZF1DX8Uebhn9wzrS,0.985,-12.377,1
9,Zonyo,0.366,4WuNnBS0bhE9WuXky2VBCl,0.0963,0.129,50,chill,4,https://api.spotify.com/v1/tracks/4WuNnBS0bhE9WuXky2VBCl,0.172,4WuNnBS0bhE9WuXky2VBCl,2023-11-12,spotify:track:4WuNnBS0bhE9WuXky2VBCl,0.789,71.008,Chill Lofi Study Beats,fliff,95917,https://api.spotify.com/v1/audio-analysis/4WuNnBS0bhE9WuXky2VBCl,0.422,audio_features,6Y8uumptLHbhwhDbFWcX3M,lofi,fliff,37i9dQZF1DX8Uebhn9wzrS,0.835,-9.795,0
0,Collinsworthy,0.0455,1SadNNfKugUYlaXTZO9g7c,0.0899,0.0367,50,chill,4,https://api.spotify.com/v1/tracks/1SadNNfKugUYlaXTZO9g7c,0.038,1SadNNfKugUYlaXTZO9g7c,2024-01-19,spotify:track:1SadNNfKugUYlaXTZO9g7c,0.615,71.045,Chill Lofi Study Beats,camping trip,159750,https://api.spotify.com/v1/audio-analysis/1SadNNfKugUYlaXTZO9g7c,0.921,audio_features,3lnVeBLRm0cAmHwiAZt5yI,lofi,camping trip,37i9dQZF1DX8Uebhn9wzrS,0.942,-17.469,1
0,ELEWAKA,0.21,2hug5L1Q26tKppSYubogeh,0.134,0.0283,50,chill,4,https://api.spotify.com/v1/tracks/2hug5L1Q26tKppSYubogeh,0.0622,2hug5L1Q26tKppSYubogeh,2024-10-18,spotify:track:2hug5L1Q26tKppSYubogeh,0.594,60.019,Chill Lofi Study Beats,imstillfallingfor,196500,https://api.spotify.com/v1/audio-analysis/2hug5L1Q26tKppSYubogeh,0.928,audio_features,0L7lZEjd0QxY2ApHlwmUbZ,lofi,imstillfallingfor,37i9dQZF1DX8Uebhn9wzrS,0.887,-15.785,1
2,Silk Soul,0.529,6FVL1EGTz7nWEzuUz6VpvF,0.16,0.106,50,chill,4,https://api.spotify.com/v1/tracks/6FVL1EGTz7nWEzuUz6VpvF,0.363,6FVL1EGTz7nWEzuUz6VpvF,2023-10-20,spotify:track:6FVL1EGTz7nWEzuUz6VpvF,0.685,79.981,Chill Lofi Study Beats,Incredibly happy,159000,https://api.spotify.com/v1/audio-analysis/6FVL1EGTz7nWEzuUz6VpvF,0.89,audio_features,4aE1MMVBFm1WESG0pRYHJs,lofi,Incredibly happy,37i9dQZF1DX8Uebhn9wzrS,0.34,-10.362,1
0,Cyan_95,0.209,6QCZUHBxTk7Fa05l0RFhMn,0.104,0.0659,50,chill,4,https://api.spotify.com/v1/tracks/6QCZUHBxTk7Fa05l0RFhMn,0.316,6QCZUHBxTk7Fa05l0RFhMn,2024-01-12,spotify:track:6QCZUHBxTk7Fa05l0RFhMn,0.748,139.943,Chill Lofi Study Beats,rose quartz,124591,https://api.spotify.com/v1/audio-analysis/6QCZUHBxTk7Fa05l0RFhMn,0.89,audio_features,6Vzlg6lBDOAUBXUARsv4ky,lofi,rose quartz,37i9dQZF1DX8Uebhn9wzrS,0.776,-15.65,1
6,Idris Kelly,0.31,1vwVgDd0EHURAjoTb2glnM,0.104,0.137,50,chill,3,https://api.spotify.com/v1/tracks/1vwVgDd0EHURAjoTb2glnM,0.508,1vwVgDd0EHURAjoTb2glnM,2023-10-06,spotify:track:1vwVgDd0EHURAjoTb2glnM,0.431,241.426,Chill Lofi Study Beats,Lo-fi Love Letters,119118,https://api.spotify.com/v1/audio-analysis/1vwVgDd0EHURAjoTb2glnM,0.893,audio_features,1LDYsz7AHxedlGPb2Mj3Jw,lofi,Lo-fi Love Letters,37i9dQZF1DX8Uebhn9wzrS,0.771,-12.847,1
10,slowvibe,0.166,3wwUV04m85SsAqbn04dpnR,0.0905,0.0351,50,chill,4,https://api.spotify.com/v1/tracks/3wwUV04m85SsAqbn04dpnR,0.236,3wwUV04m85SsAqbn04dpnR,2024-06-28,spotify:track:3wwUV04m85SsAqbn04dpnR,0.607,76.003,Chill Lofi Study Beats,Borrowed Car,126316,https://api.spotify.com/v1/audio-analysis/3wwUV04m85SsAqbn04dpnR,0.427,audio_features,5imAUxqWdjsZBmsbrBwc1I,lofi,Borrowed Car,37i9dQZF1DX8Uebhn9wzrS,0.723,-19.259,0
