key,track_artist,energy,track_id,liveness,speechiness,track_popularity,playlist_subgenre,time_signature,track_href,valence,id,track_album_release_date,uri,danceability,tempo,playlist_name,track_album_name,duration_ms,analysis_url,instrumentalness,type,track_album_id,playlist_genre,track_name,playlist_id,acousticness,loudness,mode
4,"Ayaz Erdoğan, Shawty",0.532,6wFglgGYj9HRcOjjpqPAjq,0.25,0.0422,56,pop,4,https://api.spotify.com/v1/tracks/6wFglgGYj9HRcOjjpqPAjq,0.258,6wFglgGYj9HRcOjjpqPAjq,2024-07-26,spotify:track:6wFglgGYj9HRcOjjpqPAjq,0.816,136.882,Turkish Pop,Dedikodu,158978,https://api.spotify.com/v1/audio-analysis/6wFglgGYj9HRcOjjpqPAjq,0,audio_features,7hW2FE5iEJeLBteMG1WIwN,turkish,Dedikodu,5d29bl04zUgpD8rxNJO4os,0.218,-5.634,0
11,Mustafa Sandal,0.948,37dO7nOyDyZT4MUDrvH8zK,0.399,0.0673,48,pop,4,https://api.spotify.com/v1/tracks/37dO7nOyDyZT4MUDrvH8zK,0.625,37dO7nOyDyZT4MUDrvH8zK,2024-08-16,spotify:track:37dO7nOyDyZT4MUDrvH8zK,0.711,104.956,Turkish Pop,İhtimal,193857,https://api.spotify.com/v1/audio-analysis/37dO7nOyDyZT4MUDrvH8zK,0.00203,audio_features,7hAN78zujt3FZ5Wk4t8A8t,turkish,İhtimal,5d29bl04zUgpD8rxNJO4os,0.0757,-3.751,0
0,Burak Bulut,0.848,6Tv0qEIymHmFJT74WS52TO,0.192,0.0696,61,pop,4,https://api.spotify.com/v1/tracks/6Tv0qEIymHmFJT74WS52TO,0.54,6Tv0qEIymHmFJT74WS52TO,2024-08-02,spotify:track:6Tv0qEIymHmFJT74WS52TO,0.656,106.076,Turkish Pop,Eriyorum Günden Güne,152000,https://api.spotify.com/v1/audio-analysis/6Tv0qEIymHmFJT74WS52TO,0,audio_features,07ZzbfU1xkU9d9r90jKV5N,turkish,Eriyorum Günden Güne,5d29bl04zUgpD8rxNJO4os,0.627,-5.293,1
4,İdo Tatlıses,0.728,6BUrQUxtozqxQkZExslTen,0.399,0.0358,43,pop,4,https://api.spotify.com/v1/tracks/6BUrQUxtozqxQkZExslTen,0.69,6BUrQUxtozqxQkZExslTen,2024-05-31,spotify:track:6BUrQUxtozqxQkZExslTen,0.678,125.978,Turkish Pop,Dilber,133418,https://api.spotify.com/v1/audio-analysis/6BUrQUxtozqxQkZExslTen,0,audio_features,4aLPDVWvyKVjnUiRPz9KBB,turkish,Dilber,5d29bl04zUgpD8rxNJO4os,0.241,-6.291,0
0,Reynmen,0.746,2Ai8HBSGn3KYyYFBemhf51,0.329,0.0718,48,pop,4,https://api.spotify.com/v1/tracks/2Ai8HBSGn3KYyYFBemhf51,0.751,2Ai8HBSGn3KYyYFBemhf51,2024-08-02,spotify:track:2Ai8HBSGn3KYyYFBemhf51,0.765,114.997,Turkish Pop,Neden Anlamadın Beni?,136858,https://api.spotify.com/v1/audio-analysis/2Ai8HBSGn3KYyYFBemhf51,0,audio_features,2coCoZ06wAwafV4lUeJ8QO,turkish,Neden Anlamadın Beni?,5d29bl04zUgpD8rxNJO4os,0.0729,-5.917,0
11,Derya Uluğ,0.731,1FvfWhJoN1lurBloSjxMqz,0.103,0.068,61,pop,4,https://api.spotify.com/v1/tracks/1FvfWhJoN1lurBloSjxMqz,0.328,1FvfWhJoN1lurBloSjxMqz,2024-08-02,spotify:track:1FvfWhJoN1lurBloSjxMqz,0.746,115.918,Turkish Pop,Yabani (Şehrazat Bir Ömrün Hikayesi),155819,https://api.spotify.com/v1/audio-analysis/1FvfWhJoN1lurBloSjxMqz,0,audio_features,5Y7GQWayZPlnj4tMYc1u19,turkish,Yabani - Şehrazat Bir Ömrün Hikayesi,5d29bl04zUgpD8rxNJO4os,0.128,-4.741,0
10,"Olga Napoli, Mustafa Sandal",0.868,44zxsgA2PlBQIEnU3IxcUp,0.374,0.0765,36,pop,4,https://api.spotify.com/v1/tracks/44zxsgA2PlBQIEnU3IxcUp,0.85,44zxsgA2PlBQIEnU3IxcUp,2024-07-29,spotify:track:44zxsgA2PlBQIEnU3IxcUp,0.73,117.973,Turkish Pop,Sana İhtiyacım Var,184990,https://api.spotify.com/v1/audio-analysis/44zxsgA2PlBQIEnU3IxcUp,0.000102,audio_features,183OJOZ4gMfiPupuNJpA6Y,turkish,Sana İhtiyacım Var,5d29bl04zUgpD8rxNJO4os,0.00779,-5.779,0
7,Ezhel,0.76,14y1hmMvxwpDLbZnY5i0Ne,0.207,0.0942,51,pop,4,https://api.spotify.com/v1/tracks/14y1hmMvxwpDLbZnY5i0Ne,0.442,14y1hmMvxwpDLbZnY5i0Ne,2024-07-25,spotify:track:14y1hmMvxwpDLbZnY5i0Ne,0.779,90.07,Turkish Pop,Kadehimi Boş Bırakma,146980,https://api.spotify.com/v1/audio-analysis/14y1hmMvxwpDLbZnY5i0Ne,0,audio_features,7jSFXGgz5Yx96tTnshqitQ,turkish,Kadehimi Boş Bırakma,5d29bl04zUgpD8rxNJO4os,0.398,-4.048,1
4,Siyam,0.604,3m7PB4QKIxqSzHGF4bqt7G,0.11,0.104,45,pop,4,https://api.spotify.com/v1/tracks/3m7PB4QKIxqSzHGF4bqt7G,0.448,3m7PB4QKIxqSzHGF4bqt7G,2024-06-14,spotify:track:3m7PB4QKIxqSzHGF4bqt7G,0.544,159.992,Turkish Pop,Kayboldum,144000,https://api.spotify.com/v1/audio-analysis/3m7PB4QKIxqSzHGF4bqt7G,1.34e-06,audio_features,2q5FMk8K9HF5WGukruq7DX,turkish,Kayboldum,5d29bl04zUgpD8rxNJO4os,0.367,-7.851,0
7,Çinarə Məlikzadə,0.769,4eiSRgPFsJkYekMRChl3gq,0.264,0.0461,31,pop,4,https://api.spotify.com/v1/tracks/4eiSRgPFsJkYekMRChl3gq,0.474,4eiSRgPFsJkYekMRChl3gq,2024-07-05,spotify:track:4eiSRgPFsJkYekMRChl3gq,0.79,124.016,Turkish Pop,Gəl,172258,https://api.spotify.com/v1/audio-analysis/4eiSRgPFsJkYekMRChl3gq,5.08e-05,audio_features,6n61ZsjthXNbVBvpDXkEaI,turkish,Gəl,5d29bl04zUgpD8rxNJO4os,0.104,-7.331,0
5,Sefo,0.667,3I69y3FlCsZ6UlOQinRs3l,0.333,0.0289,44,pop,4,https://api.spotify.com/v1/tracks/3I69y3FlCsZ6UlOQinRs3l,0.454,3I69y3FlCsZ6UlOQinRs3l,2024-05-31,spotify:track:3I69y3FlCsZ6UlOQinRs3l,0.741,128.09,Turkish Pop,Yanıbaşımda,143438,https://api.spotify.com/v1/audio-analysis/3I69y3FlCsZ6UlOQinRs3l,0.000311,audio_features,29DQUx0KYURggIpSJIiU0r,turkish,Yanıbaşımda,5d29bl04zUgpD8rxNJO4os,0.103,-6.088,0
0,"Kerim Araz, Sevgim Yılmaz",0.546,2i7XLrmbkbhIFbGwBMw2ec,0.164,0.058,49,pop,4,https://api.spotify.com/v1/tracks/2i7XLrmbkbhIFbGwBMw2ec,0.314,2i7XLrmbkbhIFbGwBMw2ec,2024-07-19,spotify:track:2i7XLrmbkbhIFbGwBMw2ec,0.587,80.048,Turkish Pop,Senden Hatıra,207000,https://api.spotify.com/v1/audio-analysis/2i7XLrmbkbhIFbGwBMw2ec,0,audio_features,4ZSLSrIk7vuIvh18qEXELD,turkish,Senden Hatıra,5d29bl04zUgpD8rxNJO4os,0.368,-7.833,0
10,Umut Timur,0.782,6BVDiTLJagH7wtBKwVp2jv,0.246,0.251,34,pop,4,https://api.spotify.com/v1/tracks/6BVDiTLJagH7wtBKwVp2jv,0.356,6BVDiTLJagH7wtBKwVp2jv,2024-07-19,spotify:track:6BVDiTLJagH7wtBKwVp2jv,0.5,125.538,Turkish Pop,Sensin Bana Yar,142573,https://api.spotify.com/v1/audio-analysis/6BVDiTLJagH7wtBKwVp2jv,2.24e-05,audio_features,08EkHe7XCCUQMSL5enPnxg,turkish,Sensin Bana Yar,5d29bl04zUgpD8rxNJO4os,0.117,-6.208,0
8,M Lisa,0.598,4QccVW3CYYLzvTY0yCwcrZ,0.112,0.136,56,pop,4,https://api.spotify.com/v1/tracks/4QccVW3CYYLzvTY0yCwcrZ,0.376,4QccVW3CYYLzvTY0yCwcrZ,2024-07-19,spotify:track:4QccVW3CYYLzvTY0yCwcrZ,0.695,90.029,Turkish Pop,2017,127333,https://api.spotify.com/v1/audio-analysis/4QccVW3CYYLzvTY0yCwcrZ,6.44e-06,audio_features,7bHm4NBxAUgM3XpfXmB7fv,turkish,2017,5d29bl04zUgpD8rxNJO4os,0.33,-8.186,1
4,M Lisa,0.562,4bLNcWlObRwarB6zJEZX4P,0.112,0.074,62,pop,4,https://api.spotify.com/v1/tracks/4bLNcWlObRwarB6zJEZX4P,0.419,4bLNcWlObRwarB6zJEZX4P,2024-03-08,spotify:track:4bLNcWlObRwarB6zJEZX4P,0.595,83.007,Turkish Pop,DAMLALAR,153253,https://api.spotify.com/v1/audio-analysis/4bLNcWlObRwarB6zJEZX4P,0.000535,audio_features,1qDzlN9v7tLKEbvqR5mRnR,turkish,DAMLALAR,5d29bl04zUgpD8rxNJO4os,0.767,-9.295,0
11,Ece Mumay,0.782,5A2U9S3ZQtNELLL8CEq9j4,0.128,0.127,36,pop,4,https://api.spotify.com/v1/tracks/5A2U9S3ZQtNELLL8CEq9j4,0.511,5A2U9S3ZQtNELLL8CEq9j4,2024-05-24,spotify:track:5A2U9S3ZQtNELLL8CEq9j4,0.817,104.966,Turkish Pop,Katran,176127,https://api.spotify.com/v1/audio-analysis/5A2U9S3ZQtNELLL8CEq9j4,2.3e-06,audio_features,3MywoVcRGqcd1kZR8q9ABX,turkish,Katran,5d29bl04zUgpD8rxNJO4os,0.318,-6.38,0
7,Faolan,0.431,3S5gqEZdPSZLei9ZNqDs3n,0.222,0.0339,29,modern,4,https://api.spotify.com/v1/tracks/3S5gqEZdPSZLei9ZNqDs3n,0.302,3S5gqEZdPSZLei9ZNqDs3n,2016-07-08,spotify:track:3S5gqEZdPSZLei9ZNqDs3n,0.479,174.103,Middle Eastern Beats,At World's End,259814,https://api.spotify.com/v1/audio-analysis/3S5gqEZdPSZLei9ZNqDs3n,0.709,audio_features,2dx9P0RHlzsGoGmG3z3bRo,arabic,Princess of Persia,0Hyn0Bj7eWczyQdhkNAYFR,0.516,-12.056,1
7,Invadable Harmony,0.148,4msrbCgTlRXI8mM6tr4PWQ,0.0895,0.0381,20,modern,4,https://api.spotify.com/v1/tracks/4msrbCgTlRXI8mM6tr4PWQ,0.0317,4msrbCgTlRXI8mM6tr4PWQ,2019-10-06,spotify:track:4msrbCgTlRXI8mM6tr4PWQ,0.196,81.927,Middle Eastern Beats,Arabian Nights,113516,https://api.spotify.com/v1/audio-analysis/4msrbCgTlRXI8mM6tr4PWQ,0.888,audio_features,0dTmW2SnSjznJWxV4wAAMR,arabic,Haunting Desert,0Hyn0Bj7eWczyQdhkNAYFR,0.972,-19.652,1
4,"Hossam Ramzy, Phil Thornton",0.302,2T0nxWW0gWaoU9tYB0gtQ6,0.112,0.0434,35,modern,4,https://api.spotify.com/v1/tracks/2T0nxWW0gWaoU9tYB0gtQ6,0.0337,2T0nxWW0gWaoU9tYB0gtQ6,2011-01-04,spotify:track:2T0nxWW0gWaoU9tYB0gtQ6,0.248,64.665,Middle Eastern Beats,Egypt Unveiled,121267,https://api.spotify.com/v1/audio-analysis/2T0nxWW0gWaoU9tYB0gtQ6,0.866,audio_features,5tTuXeO8nyvuidoNy4L0hJ,arabic,"Egypt Unveiled, Pt. I",0Hyn0Bj7eWczyQdhkNAYFR,0.336,-17.76,1
9,Two Worlds II,0.235,1EbOjF3SXKYHAte9Pui9OJ,0.112,0.0266,23,modern,4,https://api.spotify.com/v1/tracks/1EbOjF3SXKYHAte9Pui9OJ,0.039,1EbOjF3SXKYHAte9Pui9OJ,2013-09-20,spotify:track:1EbOjF3SXKYHAte9Pui9OJ,0.449,100.012,Middle Eastern Beats,Two Worlds II,92108,https://api.spotify.com/v1/audio-analysis/1EbOjF3SXKYHAte9Pui9OJ,0.863,audio_features,4HRx4rr8XaAYwNWYJzRdky,arabic,Desert Traces,0Hyn0Bj7eWczyQdhkNAYFR,0.831,-16.364,0
0,"Thomas Konstantinou, Michalis Koumbios",0.506,5anMIxGoShM34xi76vZzJm,0.15,0.053,32,modern,4,https://api.spotify.com/v1/tracks/5anMIxGoShM34xi76vZzJm,0.782,5anMIxGoShM34xi76vZzJm,2020-05-20,spotify:track:5anMIxGoShM34xi76vZzJm,0.714,79.985,Middle Eastern Beats,Greek Summer,185015,https://api.spotify.com/v1/audio-analysis/5anMIxGoShM34xi76vZzJm,0.891,audio_features,5JFUpEvWcV5z7MJPGhbVTK,arabic,Greek Summer,0Hyn0Bj7eWczyQdhkNAYFR,0.864,-8.838,1
2,John Robert Matz,0.235,4byXhgYGoKqLDuubHyzBQA,0.09,0.0373,25,modern,3,https://api.spotify.com/v1/tracks/4byXhgYGoKqLDuubHyzBQA,0.057,4byXhgYGoKqLDuubHyzBQA,2016-07-01,spotify:track:4byXhgYGoKqLDuubHyzBQA,0.316,78.272,Middle Eastern Beats,Fossil Echo Original Soundtrack,160886,https://api.spotify.com/v1/audio-analysis/4byXhgYGoKqLDuubHyzBQA,0.162,audio_features,0lPhxto0jOPkecN5D0Hpt9,arabic,The Desert Bazaar,0Hyn0Bj7eWczyQdhkNAYFR,0.82,-17.639,1
2,Monica Williams,0.261,3LLxZ43yR9vhoOEUTgZgEf,0.0847,0.0392,25,modern,4,https://api.spotify.com/v1/tracks/3LLxZ43yR9vhoOEUTgZgEf,0.0398,3LLxZ43yR9vhoOEUTgZgEf,2018-09-21,spotify:track:3LLxZ43yR9vhoOEUTgZgEf,0.165,90.583,Middle Eastern Beats,Journey of Tears,378503,https://api.spotify.com/v1/audio-analysis/3LLxZ43yR9vhoOEUTgZgEf,0.944,audio_features,1KzwpemW8ibRkV5oLF7Bcd,arabic,Wandering,0Hyn0Bj7eWczyQdhkNAYFR,0.986,-16.199,1
6,John Grout,0.47,5xZcRDyrYQigdKPFAEeE3O,0.117,0.0486,21,modern,4,https://api.spotify.com/v1/tracks/5xZcRDyrYQigdKPFAEeE3O,0.0358,5xZcRDyrYQigdKPFAEeE3O,2016-05-27,spotify:track:5xZcRDyrYQigdKPFAEeE3O,0.639,109.986,Middle Eastern Beats,Middle East: Authentic Arabian Music,202987,https://api.spotify.com/v1/audio-analysis/5xZcRDyrYQigdKPFAEeE3O,0.878,audio_features,7rUnb7krxGgHxuSgML2zux,arabic,Sahara Sunrise,0Hyn0Bj7eWczyQdhkNAYFR,0.373,-11.969,1
6,"Heiko Streicher, Stefan Heinz",0.817,6xUUwsBkj6UfLKVbIpA9pl,0.129,0.0312,23,modern,4,https://api.spotify.com/v1/tracks/6xUUwsBkj6UfLKVbIpA9pl,0.358,6xUUwsBkj6UfLKVbIpA9pl,2012-01-20,spotify:track:6xUUwsBkj6UfLKVbIpA9pl,0.53,93.005,Middle Eastern Beats,Arabic,114625,https://api.spotify.com/v1/audio-analysis/6xUUwsBkj6UfLKVbIpA9pl,0.153,audio_features,0cWQamMFKg7rSORB4dUpfV,arabic,The Orient Is Calling,0Hyn0Bj7eWczyQdhkNAYFR,0.113,-10.412,0
10,Lars-Luis Linek,0.5,1ll3j3ZYFOOyO62J0kT3ww,0.0854,0.0533,23,modern,4,https://api.spotify.com/v1/tracks/1ll3j3ZYFOOyO62J0kT3ww,0.4,1ll3j3ZYFOOyO62J0kT3ww,2020-07-15,spotify:track:1ll3j3ZYFOOyO62J0kT3ww,0.784,89.981,Middle Eastern Beats,European Antiquity,124595,https://api.spotify.com/v1/audio-analysis/1ll3j3ZYFOOyO62J0kT3ww,0.789,audio_features,7kKRm95SrOjZOdYPWfamr8,arabic,Nubia Nur,0Hyn0Bj7eWczyQdhkNAYFR,0.657,-13.217,0
2,Egyptian Meditation Temple,0.561,6h0w3wos9JLMoeLx5zsuXx,0.115,0.0361,18,modern,4,https://api.spotify.com/v1/tracks/6h0w3wos9JLMoeLx5zsuXx,0.779,6h0w3wos9JLMoeLx5zsuXx,2019-06-10,spotify:track:6h0w3wos9JLMoeLx5zsuXx,0.653,163.955,Middle Eastern Beats,Exotic Cairo Sands: Behind the Oasis,187817,https://api.spotify.com/v1/audio-analysis/6h0w3wos9JLMoeLx5zsuXx,0.662,audio_features,7nqLqCDFFkbj7M9D6vMlEW,arabic,Exotic Cairo,0Hyn0Bj7eWczyQdhkNAYFR,0.586,-10.629,1
4,Brandon Fiechter,0.289,6rse2yZOqhuFbRY7x082hP,0.108,0.0302,26,modern,4,https://api.spotify.com/v1/tracks/6rse2yZOqhuFbRY7x082hP,0.469,6rse2yZOqhuFbRY7x082hP,2015-10-24,spotify:track:6rse2yZOqhuFbRY7x082hP,0.508,102.012,Middle Eastern Beats,Civilizations,210588,https://api.spotify.com/v1/audio-analysis/6rse2yZOqhuFbRY7x082hP,0.917,audio_features,1emNVtqseCmcWV3H4ApPCN,arabic,Desert Sphinx,0Hyn0Bj7eWczyQdhkNAYFR,0.766,-18.008,1
10,Joey Bada$$,0.707,3gJDgenxLephg09x86IxPs,0.874,0.152,66,chill,4,https://api.spotify.com/v1/tracks/3gJDgenxLephg09x86IxPs,0.78,3gJDgenxLephg09x86IxPs,2017-04-07,spotify:track:3gJDgenxLephg09x86IxPs,0.775,104.979,Chill Hop,ALL-AMERIKKKAN BADA$$,244198,https://api.spotify.com/v1/audio-analysis/3gJDgenxLephg09x86IxPs,0,audio_features,2ZmDoyNYarmubD4vTfwh6g,hip-hop,TEMPTATION,37i9dQZF1EIf4OaZ1XTJYw,0.397,-5.339,0
9,Mac Miller,0.57,7cAFB83sEKAmwekVvQtGZj,0.111,0.265,67,chill,4,https://api.spotify.com/v1/tracks/7cAFB83sEKAmwekVvQtGZj,0.565,7cAFB83sEKAmwekVvQtGZj,2010-08-13,spotify:track:7cAFB83sEKAmwekVvQtGZj,0.801,92.058,Chill Hop,K.I.D.S.,164632,https://api.spotify.com/v1/audio-analysis/7cAFB83sEKAmwekVvQtGZj,0,audio_features,1jzqEyjugAp9iLtRsj9LZg,hip-hop,Nikes on My Feet,37i9dQZF1EIf4OaZ1XTJYw,0.559,-5.103,0
2,The Irish Rovers,0.897,5Su5ILFp6U83cnIXwfmlC5,0.0932,0.0418,58,irish,4,https://api.spotify.com/v1/tracks/5Su5ILFp6U83cnIXwfmlC5,0.955,5Su5ILFp6U83cnIXwfmlC5,2012-02-22,spotify:track:5Su5ILFp6U83cnIXwfmlC5,0.668,121.855,Irish Traditions,Drunken Sailor,176853,https://api.spotify.com/v1/audio-analysis/5Su5ILFp6U83cnIXwfmlC5,0.229,audio_features,5iyQuCFO65zkVXaqtBYFuo,folk,Drunken Sailor,3VWPuFU1jP0hSLEdiWVciE,0.626,-5.135,1
5,The Wolfe Tones,0.39,5ueyUIOcH7iDpNzuR1LsKn,0.0879,0.0366,50,irish,4,https://api.spotify.com/v1/tracks/5ueyUIOcH7iDpNzuR1LsKn,0.704,5ueyUIOcH7iDpNzuR1LsKn,2010-01-01,spotify:track:5ueyUIOcH7iDpNzuR1LsKn,0.687,99.425,Irish Traditions,Let The People Sing,184133,https://api.spotify.com/v1/audio-analysis/5ueyUIOcH7iDpNzuR1LsKn,0.000154,audio_features,68z5Mo8YEeiwdF5SItYJ2R,folk,Come Out Ye Black & Tans,3VWPuFU1jP0hSLEdiWVciE,0.8,-14.679,1
7,"Sean Dagher, Nils Brown, Michiel Schrey, Assassin's Creed",0.27,2vaa0nnDnNTlxCh7fCmjsr,0.0582,0.0541,58,irish,4,https://api.spotify.com/v1/tracks/2vaa0nnDnNTlxCh7fCmjsr,0.728,2vaa0nnDnNTlxCh7fCmjsr,2013-10-29,spotify:track:2vaa0nnDnNTlxCh7fCmjsr,0.712,120.416,Irish Traditions,Assassin's Creed 4: Black Flag (Sea Shanty Edition) [Original Game Soundtrack],132293,https://api.spotify.com/v1/audio-analysis/2vaa0nnDnNTlxCh7fCmjsr,0,audio_features,2lMgz2BBwwzkc9ZfNB9zYi,folk,Leave Her Johnny,3VWPuFU1jP0hSLEdiWVciE,0.935,-4.382,0
2,The High Kings,0.662,7lvna493KcT7vC5V8K1yAz,0.277,0.0661,35,irish,4,https://api.spotify.com/v1/tracks/7lvna493KcT7vC5V8K1yAz,0.911,7lvna493KcT7vC5V8K1yAz,2010,spotify:track:7lvna493KcT7vC5V8K1yAz,0.769,110.967,Irish Traditions,Memory Lane,209840,https://api.spotify.com/v1/audio-analysis/7lvna493KcT7vC5V8K1yAz,0,audio_features,1qaEHYE8Li6SKfLF6m1XDo,folk,Star Of The County Down,3VWPuFU1jP0hSLEdiWVciE,0.395,-6.199,1
7,"Johnny Drille, Don Jazzy",0.602,6dXJzvdMdh9WADpxoeXkJo,0.26,0.0368,43,meditative,4,https://api.spotify.com/v1/tracks/6dXJzvdMdh9WADpxoeXkJo,0.406,6dXJzvdMdh9WADpxoeXkJo,2024-11-13,spotify:track:6dXJzvdMdh9WADpxoeXkJo,0.771,102.02,Meditative Vibes,Hard Guy Confessions,156099,https://api.spotify.com/v1/audio-analysis/6dXJzvdMdh9WADpxoeXkJo,0,audio_features,0W7BMO49kLcUma73fz8XZo,ambient,It Hurts,3kEpLybbAlVUVimW5Evijb,0.0795,-5.482,1
1,"Oxlade, Dave",0.693,1lcSY9kXL2PG8HYuDlV4KW,0.0967,0.141,55,meditative,4,https://api.spotify.com/v1/tracks/1lcSY9kXL2PG8HYuDlV4KW,0.571,1lcSY9kXL2PG8HYuDlV4KW,2024-09-20,spotify:track:1lcSY9kXL2PG8HYuDlV4KW,0.728,104.91,Meditative Vibes,OFA (Oxlade From Africa),212027,https://api.spotify.com/v1/audio-analysis/1lcSY9kXL2PG8HYuDlV4KW,1.25e-05,audio_features,1QCCsP9vKzAFLklbRwvTC5,ambient,INTOXYCATED,3kEpLybbAlVUVimW5Evijb,0.105,-4.647,1
8,"Fido, Tiwa Savage",0.464,1SDOo6cNNrvarL9wqEVAJT,0.203,0.0768,59,meditative,5,https://api.spotify.com/v1/tracks/1SDOo6cNNrvarL9wqEVAJT,0.381,1SDOo6cNNrvarL9wqEVAJT,2024-11-01,spotify:track:1SDOo6cNNrvarL9wqEVAJT,0.72,111.103,Meditative Vibes,Awolowo (Remix),138353,https://api.spotify.com/v1/audio-analysis/1SDOo6cNNrvarL9wqEVAJT,0,audio_features,4Ktw5YWnBtSo7XUuLL8L68,ambient,Awolowo - Remix,3kEpLybbAlVUVimW5Evijb,0.0567,-10.661,1
0,"Phyno, NSG",0.838,3tBWJXPBzqYGkE8I4K7suN,0.0837,0.351,48,meditative,4,https://api.spotify.com/v1/tracks/3tBWJXPBzqYGkE8I4K7suN,0.872,3tBWJXPBzqYGkE8I4K7suN,2024-10-04,spotify:track:3tBWJXPBzqYGkE8I4K7suN,0.522,93.258,Meditative Vibes,Full Time Job,232080,https://api.spotify.com/v1/audio-analysis/3tBWJXPBzqYGkE8I4K7suN,0,audio_features,0VtcGxV1o8WCUz7YBX3EtX,ambient,Pinterest,3kEpLybbAlVUVimW5Evijb,0.379,-4.652,1
0,"Olamide, Russ",0.867,4QbYZ16EH34vcSNcpAQR37,0.137,0.476,39,meditative,5,https://api.spotify.com/v1/tracks/4QbYZ16EH34vcSNcpAQR37,0.143,4QbYZ16EH34vcSNcpAQR37,2024-11-07,spotify:track:4QbYZ16EH34vcSNcpAQR37,0.52,120.646,Meditative Vibes,Hello Habibi,245931,https://api.spotify.com/v1/audio-analysis/4QbYZ16EH34vcSNcpAQR37,0,audio_features,4GRj83ipe5dKWP2nYHRh7f,ambient,Hello Habibi,3kEpLybbAlVUVimW5Evijb,0.235,-5.878,1
5,"Zoro Swagbag, Klem",0.868,3EQBdqK2OrtpIlYtzPGmDv,0.527,0.272,41,meditative,4,https://api.spotify.com/v1/tracks/3EQBdqK2OrtpIlYtzPGmDv,0.777,3EQBdqK2OrtpIlYtzPGmDv,2024-10-18,spotify:track:3EQBdqK2OrtpIlYtzPGmDv,0.533,85.422,Meditative Vibes,Double Tap,139333,https://api.spotify.com/v1/audio-analysis/3EQBdqK2OrtpIlYtzPGmDv,0,audio_features,4uAZ37rESikm3I5KIK60VU,ambient,Double Tap,3kEpLybbAlVUVimW5Evijb,0.147,-1.919,1
2,Fireboy DML,0.683,1v9AZkRJoirN00lAC3Pvd8,0.204,0.0643,60,meditative,4,https://api.spotify.com/v1/tracks/1v9AZkRJoirN00lAC3Pvd8,0.49,1v9AZkRJoirN00lAC3Pvd8,2024-08-28,spotify:track:1v9AZkRJoirN00lAC3Pvd8,0.59,196.014,Meditative Vibes,adedamola,162133,https://api.spotify.com/v1/audio-analysis/1v9AZkRJoirN00lAC3Pvd8,0,audio_features,0mxle2p72zngkE9p4KAE0A,ambient,hell and back,3kEpLybbAlVUVimW5Evijb,0.0664,-6.347,0
11,Johnny Drille,0.819,43ZHlCWp1TAA1dyMxNh28L,0.36,0.0462,43,meditative,4,https://api.spotify.com/v1/tracks/43ZHlCWp1TAA1dyMxNh28L,0.752,43ZHlCWp1TAA1dyMxNh28L,2024-07-17,spotify:track:43ZHlCWp1TAA1dyMxNh28L,0.788,120.004,Meditative Vibes,Count My Blessings,163279,https://api.spotify.com/v1/audio-analysis/43ZHlCWp1TAA1dyMxNh28L,0.000255,audio_features,7cr2lkX9TqXS0uN0v5lPoX,ambient,Count My Blessings,3kEpLybbAlVUVimW5Evijb,0.567,-5.278,0
6,"Kizz Daniel, Adekunle Gold",0.727,4rYrmw13Viwwu3c5vM89ty,0.242,0.091,61,meditative,4,https://api.spotify.com/v1/tracks/4rYrmw13Viwwu3c5vM89ty,0.935,4rYrmw13Viwwu3c5vM89ty,2024-11-10,spotify:track:4rYrmw13Viwwu3c5vM89ty,0.825,111.923,Meditative Vibes,Pano Tona,145714,https://api.spotify.com/v1/audio-analysis/4rYrmw13Viwwu3c5vM89ty,0,audio_features,2hX8GO8bs6ttvyhNN9qvot,ambient,Pano Tona,3kEpLybbAlVUVimW5Evijb,0.264,-6.273,0
5,"Johnny Drille, Don Jazzy",0.763,6c6F0PkyCUiv2zZHI2NNly,0.0877,0.0413,42,meditative,4,https://api.spotify.com/v1/tracks/6c6F0PkyCUiv2zZHI2NNly,0.694,6c6F0PkyCUiv2zZHI2NNly,2024-11-13,spotify:track:6c6F0PkyCUiv2zZHI2NNly,0.75,99.986,Meditative Vibes,Hard Guy Confessions,211216,https://api.spotify.com/v1/audio-analysis/6c6F0PkyCUiv2zZHI2NNly,5.58e-05,audio_features,0W7BMO49kLcUma73fz8XZo,ambient,Believe Me,3kEpLybbAlVUVimW5Evijb,0.0659,-5.722,1
10,"Kizz Daniel, Thyself",0.76,30YgRP8fhEWJwb5Vp6CAbx,0.207,0.108,49,meditative,3,https://api.spotify.com/v1/tracks/30YgRP8fhEWJwb5Vp6CAbx,0.734,30YgRP8fhEWJwb5Vp6CAbx,2024-09-25,spotify:track:30YgRP8fhEWJwb5Vp6CAbx,0.591,89.834,Meditative Vibes,Marhaba X We Must,142112,https://api.spotify.com/v1/audio-analysis/30YgRP8fhEWJwb5Vp6CAbx,0,audio_features,2ElVuPg0F7mHNcveABN2Rw,ambient,We Must,3kEpLybbAlVUVimW5Evijb,0.455,-6.331,0
