track_name,valence,playlist_name,energy,id,speechiness,tempo,playlist_genre,track_id,track_album_release_date,mode,danceability,instrumentalness,time_signature,loudness,track_album_id,track_popularity,uri,duration_ms,track_href,track_artist,key,playlist_subgenre,acousticness,liveness,analysis_url,type,track_album_name,playlist_id
Timeless,0.369,Soul Coffee,0.538,3EkBW1RjjYnjDl1DJKTT7m,0.131,115.011,soul,3EkBW1RjjYnjDl1DJKTT7m,2024-03-29,1,0.579,0,4,-6.942,4805JZGMvu1ZqzmPnbOl2R,32,spotify:track:3EkBW1RjjYnjDl1DJKTT7m,205033,https://api.spotify.com/v1/tracks/3EkBW1RjjYnjDl1DJKTT7m,"Byron Juane, Kenyon Dixon",7,classic,0.582,0.0876,https://api.spotify.com/v1/audio-analysis/3EkBW1RjjYnjDl1DJKTT7m,audio_features,Timeless,37i9dQZF1DXaXDsfv6nvZ5
Distance,0.469,Soul Coffee,0.511,08W9Md8HXeJrx3omSQE2NF,0.038,139.955,soul,08W9Md8HXeJrx3omSQE2NF,2020-05-08,1,0.601,0.252,4,-7.297,5CMAmUz6cXCAyOutxsyYXC,46,spotify:track:08W9Md8HXeJrx3omSQE2NF,255800,https://api.spotify.com/v1/tracks/08W9Md8HXeJrx3omSQE2NF,Yebba,0,classic,0.68,0.0732,https://api.spotify.com/v1/audio-analysis/08W9Md8HXeJrx3omSQE2NF,audio_features,Distance,37i9dQZF1DXaXDsfv6nvZ5
Humbug Mountain Song,0.945,Feel Good Indie Rock,0.926,3HdcqQpq7zb5GbEKBDY34p,0.0319,100.011,rock,3HdcqQpq7zb5GbEKBDY34p,2016-05-13,0,0.593,0.0582,4,-5.361,1vRxjcJpuE6MxaDwvDcldB,55,spotify:track:3HdcqQpq7zb5GbEKBDY34p,184347,https://api.spotify.com/v1/tracks/3HdcqQpq7zb5GbEKBDY34p,Fruit Bats,6,feel-good,0.0355,0.311,https://api.spotify.com/v1/audio-analysis/3HdcqQpq7zb5GbEKBDY34p,audio_features,Absolute Loser,37i9dQZF1DX2sUQwD7tbmL
"APALA DISCO (feat. Wizkid, Seyi Vibez & Terry Apala) - Remix",0.874,Arab X,0.656,55nKxeuQ63YLqhtxPWMCgN,0.133,97.951,arabic,55nKxeuQ63YLqhtxPWMCgN,2024-06-21,0,0.77,0,4,-8.798,0MgGzcX0gkln7VFFmH25yf,59,spotify:track:55nKxeuQ63YLqhtxPWMCgN,215517,https://api.spotify.com/v1/tracks/55nKxeuQ63YLqhtxPWMCgN,"DJ Tunez, Wizkid, Seyi Vibez, Terry Apala",4,modern,0.299,0.0597,https://api.spotify.com/v1/audio-analysis/55nKxeuQ63YLqhtxPWMCgN,audio_features,"APALA DISCO (feat. Wizkid, Seyi Vibez & Terry Apala) [Remix]",3gZgGRvDn9tTUy8n7699pD
HELLO (feat. JEY BROWNIE & Josman),0.459,French Rap Classics,0.676,4TOYNpOzNJIwpvjwqysA9m,0.146,129.914,hip-hop,4TOYNpOzNJIwpvjwqysA9m,2023-11-17,0,0.772,2.11e-06,4,-7.145,48JSJ6nOB4SegSt9Gs2cZY,45,spotify:track:4TOYNpOzNJIwpvjwqysA9m,186733,https://api.spotify.com/v1/tracks/4TOYNpOzNJIwpvjwqysA9m,"Guy2Bezbar, JEY BROWNIE, Josman",8,french,0.258,0.175,https://api.spotify.com/v1/audio-analysis/4TOYNpOzNJIwpvjwqysA9m,audio_features,AMBITION,6OYaw7arTfoGEHpGdItkLQ
Pull Me Under,0.278,Metal Essentials,0.941,5CPXR6lDTvngxtmMZxnWmC,0.0465,102.198,metal,5CPXR6lDTvngxtmMZxnWmC,1992-06-30,1,0.532,0.0527,4,-9.025,2QgGoL5VSQhPHudTObS7zK,60,spotify:track:5CPXR6lDTvngxtmMZxnWmC,493933,https://api.spotify.com/v1/tracks/5CPXR6lDTvngxtmMZxnWmC,Dream Theater,9,classic,0.000579,0.15,https://api.spotify.com/v1/audio-analysis/5CPXR6lDTvngxtmMZxnWmC,audio_features,Images and Words,37i9dQZF1DWWOaP4H0w5b0
Night Dreamer - Remastered 2004 / Rudy Van Gelder Edition,0.438,Jazz Classics,0.545,2HbpOucCYcPyVEBpjTiJK8,0.055,100.398,jazz,2HbpOucCYcPyVEBpjTiJK8,1964-11-01,1,0.459,0.00789,4,-9.626,2lcz9fPwBhtESyIFVGKvq6,40,spotify:track:2HbpOucCYcPyVEBpjTiJK8,435440,https://api.spotify.com/v1/tracks/2HbpOucCYcPyVEBpjTiJK8,Wayne Shorter,3,classic,0.781,0.162,https://api.spotify.com/v1/audio-analysis/2HbpOucCYcPyVEBpjTiJK8,audio_features,Night Dreamer,37i9dQZF1DXbITWG1ZJKYt
EL LOKERON,0.936,Global Top 50,0.689,6X6m4xmdFcz31p1h7Qg68c,0.0524,120.208,pop,6X6m4xmdFcz31p1h7Qg68c,2024-08-22,0,0.724,6.77e-06,3,-7.174,27GWSFRITD8JJcSGMgEfTN,89,spotify:track:6X6m4xmdFcz31p1h7Qg68c,146141,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,Tito Double P,7,global,0.573,0.0922,https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c,audio_features,INCÓMODO,37i9dQZEVXbMDoHDwVN2tF
Be a Simple Kind of Man,0.189,Classic Country,0.51,5BcUUUBvFl3NSkgJL2rLe3,0.0336,119.964,country,5BcUUUBvFl3NSkgJL2rLe3,2014-06-20,1,0.741,0.0143,4,-9.166,3u1gu00EVpoy3Sv296jjPp,30,spotify:track:5BcUUUBvFl3NSkgJL2rLe3,330013,https://api.spotify.com/v1/tracks/5BcUUUBvFl3NSkgJL2rLe3,Monica Lopez,6,classic,0.446,0.0747,https://api.spotify.com/v1/audio-analysis/5BcUUUBvFl3NSkgJL2rLe3,audio_features,Everything About the Silence,5AgNIKN8i20irzvQ7CTO68
To Hell and Back,0.305,Metal Essentials,0.849,12dbm3GD7mGrySotwE6dm5,0.0616,127.002,metal,12dbm3GD7mGrySotwE6dm5,2014-05-12,1,0.536,0.00197,4,-4.702,1pb4p8R36HbFNezTq7o2eG,0,spotify:track:12dbm3GD7mGrySotwE6dm5,206547,https://api.spotify.com/v1/tracks/12dbm3GD7mGrySotwE6dm5,Sabaton,0,classic,0.00318,0.104,https://api.spotify.com/v1/audio-analysis/12dbm3GD7mGrySotwE6dm5,audio_features,Heroes,37i9dQZF1DWWOaP4H0w5b0
DADDY ! DADDY ! DO !,0.819,Anime Hits,0.815,4xeWELPxBZKhhCrUr84jmp,0.0496,138.104,j-pop,4xeWELPxBZKhhCrUr84jmp,2020-04-15,0,0.684,0,4,-3.826,3VrugUafcZPJ3meXXLVnU9,60,spotify:track:4xeWELPxBZKhhCrUr84jmp,254640,https://api.spotify.com/v1/tracks/4xeWELPxBZKhhCrUr84jmp,"Masayuki Suzuki, 鈴木愛理",8,anime,0.322,0.12,https://api.spotify.com/v1/audio-analysis/4xeWELPxBZKhhCrUr84jmp,audio_features,ALL TIME ROCK 'N' ROLL,37i9dQZF1DX3f3gm9VK7fL
These Foolish Things (Remastered),0.443,Jazz Classics,0.103,0ldmR2mJJNEoBIINfZWdv6,0.081,66.283,jazz,0ldmR2mJJNEoBIINfZWdv6,2014-09-01,1,0.593,0.6,4,-14.961,2S7vHpbNXV2tnThghKRCEz,0,spotify:track:0ldmR2mJJNEoBIINfZWdv6,190933,https://api.spotify.com/v1/tracks/0ldmR2mJJNEoBIINfZWdv6,Lester Young,10,classic,0.986,0.12,https://api.spotify.com/v1/audio-analysis/0ldmR2mJJNEoBIINfZWdv6,audio_features,The Collection,37i9dQZF1DXbITWG1ZJKYt
I've Grown Accustomed To Her Face - Remastered/1998,0.343,Jazz Classics,0.124,0BFCbH1cxzeUSJBVwJGRLg,0.0562,79.37,jazz,0BFCbH1cxzeUSJBVwJGRLg,1960,1,0.567,0,4,-16.446,6BzWacVGd1soCBPYzGRm2Y,47,spotify:track:0BFCbH1cxzeUSJBVwJGRLg,162867,https://api.spotify.com/v1/tracks/0BFCbH1cxzeUSJBVwJGRLg,Dean Martin,0,classic,0.792,0.106,https://api.spotify.com/v1/audio-analysis/0BFCbH1cxzeUSJBVwJGRLg,audio_features,This Time I'm Swingin',37i9dQZF1DXbITWG1ZJKYt
Walk,0.703,Metal Essentials,0.704,7fcfNW0XxTWlwVlftzfDOR,0.0804,118.242,metal,7fcfNW0XxTWlwVlftzfDOR,1992-02-21,0,0.43,0.00221,4,-8.008,7kW0cpKgSVsEqcc8xgbSb0,73,spotify:track:7fcfNW0XxTWlwVlftzfDOR,315120,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR,Pantera,1,classic,0.000155,0.0933,https://api.spotify.com/v1/audio-analysis/7fcfNW0XxTWlwVlftzfDOR,audio_features,Vulgar Display of Power,37i9dQZF1DWWOaP4H0w5b0
Kiss,0.855,Hip-Hop Drive,0.5,55oo8l6NKXWZqPePcrXbp6,0.0917,119.973,hip-hop,55oo8l6NKXWZqPePcrXbp6,2024-11-15,0,0.909,0.112,4,-8.063,3SWqSoTKYyZrjip8Mdfou5,5,spotify:track:55oo8l6NKXWZqPePcrXbp6,178918,https://api.spotify.com/v1/tracks/55oo8l6NKXWZqPePcrXbp6,MACHO UNCLE,10,modern,0.000201,0.0219,https://api.spotify.com/v1/audio-analysis/55oo8l6NKXWZqPePcrXbp6,audio_features,Kiss,3i47D9xIUamcm3ZkOIWwkr
He Got Game,0.866,90s Hip-Hop,0.639,7aRGb3vZGMLNpK2PEdUjdA,0.185,97.389,hip-hop,7aRGb3vZGMLNpK2PEdUjdA,1998-04-21,1,0.825,0.0225,4,-6.607,265OEkRcX40ppxgHGuu4cI,53,spotify:track:7aRGb3vZGMLNpK2PEdUjdA,286200,https://api.spotify.com/v1/tracks/7aRGb3vZGMLNpK2PEdUjdA,"Public Enemy, Stephen Stills",4,90s,0.0731,0.0612,https://api.spotify.com/v1/audio-analysis/7aRGb3vZGMLNpK2PEdUjdA,audio_features,He Got Game (Soundtrack),37i9dQZF1DX186v583rmzp
Hats Off (feat. Travis Scott),0.188,Arab X,0.65,4lUmnwRybYH7mMzf16xB0y,0.337,133.997,arabic,4lUmnwRybYH7mMzf16xB0y,2021-06-04,1,0.596,0,4,-5.167,6CvBb1XqN0igtQrWrbXD80,60,spotify:track:4lUmnwRybYH7mMzf16xB0y,257428,https://api.spotify.com/v1/tracks/4lUmnwRybYH7mMzf16xB0y,"Lil Baby, Lil Durk, Travis Scott",9,modern,0.138,0.14,https://api.spotify.com/v1/audio-analysis/4lUmnwRybYH7mMzf16xB0y,audio_features,The Voice of the Heroes,3gZgGRvDn9tTUy8n7699pD
Better Must Come,0.919,Reggae Classics,0.578,7rRraWWDS33Na6w8gvMLlP,0.102,74.424,reggae,7rRraWWDS33Na6w8gvMLlP,2009-01-20,1,0.717,8.89e-05,4,-7.54,18EqbLovhiJ7owdZluLjUV,0,spotify:track:7rRraWWDS33Na6w8gvMLlP,163920,https://api.spotify.com/v1/tracks/7rRraWWDS33Na6w8gvMLlP,Delroy Wilson,2,classic,0.00354,0.301,https://api.spotify.com/v1/audio-analysis/7rRraWWDS33Na6w8gvMLlP,audio_features,40 Greatest Hits,71R43lBYQZ6JQXH6LmRo1I
Perfume,0.955,Feel Good Indie Rock,0.788,7ITzf6TxMKnUwgXfNRfMxI,0.0415,121.974,rock,7ITzf6TxMKnUwgXfNRfMxI,2021-10-14,1,0.623,0.271,4,-7.777,43yKUvEVZ2dTy2vOrozS2j,54,spotify:track:7ITzf6TxMKnUwgXfNRfMxI,207010,https://api.spotify.com/v1/tracks/7ITzf6TxMKnUwgXfNRfMxI,Lovejoy,8,feel-good,0.000247,0.0978,https://api.spotify.com/v1/audio-analysis/7ITzf6TxMKnUwgXfNRfMxI,audio_features,Pebble Brain,37i9dQZF1DX2sUQwD7tbmL
Starfew Alley,0.323,Chill Lofi Study Beats,0.172,4j647icCpXJcRES7szthoM,0.13,155.988,lofi,4j647icCpXJcRES7szthoM,2023-10-27,1,0.858,0.928,4,-13.287,4RkCoTiyllnHXvaSNds85V,47,spotify:track:4j647icCpXJcRES7szthoM,129423,https://api.spotify.com/v1/tracks/4j647icCpXJcRES7szthoM,JoJo Mojo,5,chill,0.547,0.12,https://api.spotify.com/v1/audio-analysis/4j647icCpXJcRES7szthoM,audio_features,Starfew Alley,37i9dQZF1DX8Uebhn9wzrS
Dinah,0.747,Arab X,0.596,50pzg3Hq61iXBoPz9UVF82,0.0854,93.987,arabic,50pzg3Hq61iXBoPz9UVF82,2023-09-08,1,0.708,7.43e-05,4,-5.697,5HMBpGcCItvsbmrjyOmePw,33,spotify:track:50pzg3Hq61iXBoPz9UVF82,187979,https://api.spotify.com/v1/tracks/50pzg3Hq61iXBoPz9UVF82,"Balloranking, Dwillsharmony",4,modern,0.137,0.137,https://api.spotify.com/v1/audio-analysis/50pzg3Hq61iXBoPz9UVF82,audio_features,Ghetto Gospel,3gZgGRvDn9tTUy8n7699pD
Epic,0.262,80s Rock Anthems,0.893,4ReyTz0y3TGkX48wO3Llot,0.12,174.238,rock,4ReyTz0y3TGkX48wO3Llot,1989,0,0.358,0.0524,4,-7.486,6LEP3L94jnkqjOxYJWPRP0,63,spotify:track:4ReyTz0y3TGkX48wO3Llot,293653,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,Faith No More,4,80s,0.0222,0.126,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,audio_features,The Real Thing,37i9dQZF1DX1spT6G94GFC
Friday Night,0.796,Chill Lofi Study Beats,0.292,60xBFhU4ojvkFID0Le4XIw,0.288,170.071,lofi,60xBFhU4ojvkFID0Le4XIw,2022-07-08,1,0.736,0.636,3,-11.269,0KWrgf5GX7d2yd8PeVsiWY,36,spotify:track:60xBFhU4ojvkFID0Le4XIw,118588,https://api.spotify.com/v1/tracks/60xBFhU4ojvkFID0Le4XIw,Furry Beats,6,chill,0.879,0.142,https://api.spotify.com/v1/audio-analysis/60xBFhU4ojvkFID0Le4XIw,audio_features,Friday Night,37i9dQZF1DX8Uebhn9wzrS
Metamodernity,0.826,Feel Good Indie Rock,0.544,4RGWHfQeJftd5XrP8JUgFj,0.0358,121.968,rock,4RGWHfQeJftd5XrP8JUgFj,2019-06-11,1,0.823,0.165,4,-10.077,1lgZZELIZZwafQJDycr47q,69,spotify:track:4RGWHfQeJftd5XrP8JUgFj,162663,https://api.spotify.com/v1/tracks/4RGWHfQeJftd5XrP8JUgFj,Vansire,5,feel-good,0.389,0.108,https://api.spotify.com/v1/audio-analysis/4RGWHfQeJftd5XrP8JUgFj,audio_features,Metamodernity,37i9dQZF1DX2sUQwD7tbmL
we can't be friends (wait for your love),0.295,Top Gaming Tracks,0.646,46kspZSY3aKmwQe7O77fCC,0.0427,115.842,gaming,46kspZSY3aKmwQe7O77fCC,2024-03-08,1,0.645,3.04e-05,4,-8.334,71PfP4E9roOXAudea1aPGw,81,spotify:track:46kspZSY3aKmwQe7O77fCC,228639,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,Ariana Grande,5,modern,0.0615,0.074,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,audio_features,eternal sunshine,37i9dQZF1DWTyiBJ6yEqeu
Glad You Came,0.511,Soul Coffee,0.782,6kLEz38AjUXwYj9XUTiT5j,0.0601,79.979,soul,6kLEz38AjUXwYj9XUTiT5j,2024-11-08,1,0.613,0.000112,4,-7.498,2RYVwOEFppOjw7TodiC5lV,52,spotify:track:6kLEz38AjUXwYj9XUTiT5j,145518,https://api.spotify.com/v1/tracks/6kLEz38AjUXwYj9XUTiT5j,Mario,0,classic,0.369,0.0992,https://api.spotify.com/v1/audio-analysis/6kLEz38AjUXwYj9XUTiT5j,audio_features,Glad You Came,37i9dQZF1DXaXDsfv6nvZ5
Symbolic,0.127,Metal Essentials,0.982,0dpFb4qv92TE9R00Lq4SAW,0.195,113.772,metal,0dpFb4qv92TE9R00Lq4SAW,1995-03-19,0,0.364,0.0124,4,-7.034,1QgFthItpbxvMXlgGjvhBR,51,spotify:track:0dpFb4qv92TE9R00Lq4SAW,392800,https://api.spotify.com/v1/tracks/0dpFb4qv92TE9R00Lq4SAW,Death,6,classic,6.65e-05,0.163,https://api.spotify.com/v1/audio-analysis/0dpFb4qv92TE9R00Lq4SAW,audio_features,Symbolic (Remastered Version),37i9dQZF1DWWOaP4H0w5b0
Koko - Original Take 2,0.426,Jazz Classics,0.488,0d6m2xfXqMyEKOeRvfL7Ot,0.048,149.977,jazz,0d6m2xfXqMyEKOeRvfL7Ot,1956-01-01,0,0.484,0.141,4,-9.127,2jgWsNu1Nq8H8ZpPgHhYw8,42,spotify:track:0d6m2xfXqMyEKOeRvfL7Ot,173733,https://api.spotify.com/v1/tracks/0d6m2xfXqMyEKOeRvfL7Ot,Charlie Parker,5,classic,0.867,0.147,https://api.spotify.com/v1/audio-analysis/0d6m2xfXqMyEKOeRvfL7Ot,audio_features,The Charlie Parker Story,37i9dQZF1DXbITWG1ZJKYt
勇者,0.501,Anime Hits,0.887,4LjIQmt1t6NjpM0tpttzjo,0.0443,104.015,j-pop,4LjIQmt1t6NjpM0tpttzjo,2023-09-29,1,0.641,1.36e-05,4,-4.665,6L7pjBfP49dh1WYDmHngOO,63,spotify:track:4LjIQmt1t6NjpM0tpttzjo,194164,https://api.spotify.com/v1/tracks/4LjIQmt1t6NjpM0tpttzjo,YOASOBI,5,anime,0.047,0.171,https://api.spotify.com/v1/audio-analysis/4LjIQmt1t6NjpM0tpttzjo,audio_features,勇者,37i9dQZF1DX3f3gm9VK7fL
Les Flammes,0.686,French Rap Classics,0.584,4i6CKsl0vgzFF97h5nzpS3,0.316,143.951,hip-hop,4i6CKsl0vgzFF97h5nzpS3,2023-10-28,0,0.795,0,4,-6.726,7CWl72c1sWausPdwa2C29w,51,spotify:track:4i6CKsl0vgzFF97h5nzpS3,193333,https://api.spotify.com/v1/tracks/4i6CKsl0vgzFF97h5nzpS3,Josman,2,french,0.239,0.0801,https://api.spotify.com/v1/audio-analysis/4i6CKsl0vgzFF97h5nzpS3,audio_features,J.000.$,6OYaw7arTfoGEHpGdItkLQ
Watch This - ARIZONATEARS Pluggnb Remix,0.355,Top Gaming Tracks,0.897,0FA4wrjDJvJTTU8AepZTup,0.0386,129.975,gaming,0FA4wrjDJvJTTU8AepZTup,2023-02-05,0,0.686,0.103,4,-7.18,3VvPLpCZR5viLBFTbzm6E1,75,spotify:track:0FA4wrjDJvJTTU8AepZTup,163139,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",11,modern,0.0103,0.153,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,audio_features,Watch This (ARIZONATEARS Pluggnb Remix),37i9dQZF1DWTyiBJ6yEqeu
Austin,0.738,Today's Top Hits,0.671,4NJqhmkGN042BrvHoMKUrJ,0.0532,114.902,pop,4NJqhmkGN042BrvHoMKUrJ,2023-11-17,1,0.75,3.75e-06,4,-6.753,4JtlZzYJEa7bejLF0ASnk0,4,spotify:track:4NJqhmkGN042BrvHoMKUrJ,171783,https://api.spotify.com/v1/tracks/4NJqhmkGN042BrvHoMKUrJ,Dasha,0,mainstream,0.468,0.108,https://api.spotify.com/v1/audio-analysis/4NJqhmkGN042BrvHoMKUrJ,audio_features,Austin,37i9dQZF1DXcBWIGoYBM5M
Shayad,0.319,Bollywood Butter,0.468,1smFN2CLqGROu0J0UyvDfL,0.0341,135.875,indian,1smFN2CLqGROu0J0UyvDfL,2020-02-14,1,0.483,0,4,-7.642,6IXfWhC7omotM4lt0ROmEr,73,spotify:track:1smFN2CLqGROu0J0UyvDfL,247941,https://api.spotify.com/v1/tracks/1smFN2CLqGROu0J0UyvDfL,"Pritam, Arijit Singh",8,bollywood,0.784,0.152,https://api.spotify.com/v1/audio-analysis/1smFN2CLqGROu0J0UyvDfL,audio_features,Love Aaj Kal (Original Motion Picture Soundtrack),2KA1ER81lhJ7VWNEs3dkpZ
Nobody's Fool,0.149,Metal Essentials,0.445,01Q4wU19hamqnhNjtuvTyI,0.0286,67.197,metal,01Q4wU19hamqnhNjtuvTyI,1986,0,0.367,0.00284,4,-13.615,6Af1uU7Di8q9oHyXpgvrmY,58,spotify:track:01Q4wU19hamqnhNjtuvTyI,287400,https://api.spotify.com/v1/tracks/01Q4wU19hamqnhNjtuvTyI,Cinderella,9,classic,0.0478,0.163,https://api.spotify.com/v1/audio-analysis/01Q4wU19hamqnhNjtuvTyI,audio_features,Night Songs,37i9dQZF1DWWOaP4H0w5b0
Hell on Earth (Front Lines),0.661,90s Hip-Hop,0.658,1RjU7UhRICmdFPKxCucLgq,0.359,92.038,hip-hop,1RjU7UhRICmdFPKxCucLgq,1996-11-19,1,0.875,0,4,-3.641,6BWf3fxsgSDhES4Cm4oyy5,62,spotify:track:1RjU7UhRICmdFPKxCucLgq,274093,https://api.spotify.com/v1/tracks/1RjU7UhRICmdFPKxCucLgq,Mobb Deep,0,90s,0.275,0.122,https://api.spotify.com/v1/audio-analysis/1RjU7UhRICmdFPKxCucLgq,audio_features,Hell On Earth,37i9dQZF1DX186v583rmzp
Too Sweet,0.934,Today's Top Hits,0.62,4IadxL6BUymXlh8RCJJu7T,0.0412,117.038,pop,4IadxL6BUymXlh8RCJJu7T,2024-03-22,1,0.741,0.000809,4,-5.505,1KZC0cX0qq6hodR9YVgh9F,77,spotify:track:4IadxL6BUymXlh8RCJJu7T,251424,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,Hozier,10,mainstream,0.0295,0.0398,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,audio_features,Unheard,37i9dQZF1DXcBWIGoYBM5M
Stone Love,0.81,Reggae Classics,0.478,1AO26gK1sI6PoFY9eUF8yV,0.0627,78.746,reggae,1AO26gK1sI6PoFY9eUF8yV,2002-03-26,0,0.837,0.00129,4,-5.861,37ijUtHcOrsDCIQRsa5sB4,58,spotify:track:1AO26gK1sI6PoFY9eUF8yV,254800,https://api.spotify.com/v1/tracks/1AO26gK1sI6PoFY9eUF8yV,Pepper,6,classic,0.0571,0.0569,https://api.spotify.com/v1/audio-analysis/1AO26gK1sI6PoFY9eUF8yV,audio_features,Kona Town,71R43lBYQZ6JQXH6LmRo1I
You'd Be So Nice to Come Home To,0.533,Jazz Classics,0.422,71KwWlZvuikRRORNH3xvCq,0.0552,89.263,jazz,71KwWlZvuikRRORNH3xvCq,1957,1,0.664,0.000107,4,-11.738,0KVlRrpun0BBnfJFeVTLfX,43,spotify:track:71KwWlZvuikRRORNH3xvCq,327773,https://api.spotify.com/v1/tracks/71KwWlZvuikRRORNH3xvCq,Art Pepper,5,classic,0.388,0.0626,https://api.spotify.com/v1/audio-analysis/71KwWlZvuikRRORNH3xvCq,audio_features,Art Pepper Meets The Rhythm Section (OJC Remaster),37i9dQZF1DXbITWG1ZJKYt
Reflexiones Madre (feat. DJ Roger Rekless & Glam),0.531,Latino Hip-Hop,0.81,0UHOZ2u260mOsaGYdUea19,0.41,91.168,latin,0UHOZ2u260mOsaGYdUea19,2012-12-12,0,0.706,0,4,-6.536,6Fir3uk1HYGYDd64v5nxKb,25,spotify:track:0UHOZ2u260mOsaGYdUea19,215692,https://api.spotify.com/v1/tracks/0UHOZ2u260mOsaGYdUea19,"Rxnde Akozta, DJ Roger Rekless, Glam",7,hip-hop,0.712,0.2,https://api.spotify.com/v1/audio-analysis/0UHOZ2u260mOsaGYdUea19,audio_features,Etcetera,0WHSUDr9DMD89LvRgj8kyK
廻廻奇譚,0.602,Anime Hits,0.91,5MVjxslIF7mVtYo75Nk445,0.0917,92.591,j-pop,5MVjxslIF7mVtYo75Nk445,2020-12-23,0,0.585,0,4,-3.703,5AXzkXGoyKh4KU8paELFVu,53,spotify:track:5MVjxslIF7mVtYo75Nk445,221426,https://api.spotify.com/v1/tracks/5MVjxslIF7mVtYo75Nk445,Eve,5,anime,0.0138,0.19,https://api.spotify.com/v1/audio-analysis/5MVjxslIF7mVtYo75Nk445,audio_features,廻廻奇譚 / 蒼のワルツ,37i9dQZF1DX3f3gm9VK7fL
Leave Me Alone,0.374,RapCaviar,0.802,4CkbpelT92r4dVkceDX9g1,0.243,128.085,hip-hop,4CkbpelT92r4dVkceDX9g1,2024-10-11,1,0.835,7.33e-06,4,-4.286,6LU7SYL9BWAt3TgEK4DdAc,71,spotify:track:4CkbpelT92r4dVkceDX9g1,143778,https://api.spotify.com/v1/tracks/4CkbpelT92r4dVkceDX9g1,BigXthaPlug,7,modern,0.0311,0.0882,https://api.spotify.com/v1/audio-analysis/4CkbpelT92r4dVkceDX9g1,audio_features,TAKE CARE,37i9dQZF1DX0XUsuxWHRQd
Are You Dead Yet?,0.416,Metal Essentials,0.961,2T2vudIHfVMA5ychWTU3KA,0.0479,96.009,metal,2T2vudIHfVMA5ychWTU3KA,2005-01-01,1,0.461,0.14,4,-3.011,4JtmC1dly1OaggJbhdYAyZ,0,spotify:track:2T2vudIHfVMA5ychWTU3KA,234880,https://api.spotify.com/v1/tracks/2T2vudIHfVMA5ychWTU3KA,Children Of Bodom,8,classic,6.39e-06,0.308,https://api.spotify.com/v1/audio-analysis/2T2vudIHfVMA5ychWTU3KA,audio_features,Are You Dead Yet?,37i9dQZF1DWWOaP4H0w5b0
Pop Out (feat. Lil Tjay),0.261,Arab X,0.639,6uFn47ACjqYkc0jADwEdj1,0.467,168.112,arabic,6uFn47ACjqYkc0jADwEdj1,2019-06-07,1,0.772,0,4,-7.119,26ztFK3E69j5THJQdyxC5w,74,spotify:track:6uFn47ACjqYkc0jADwEdj1,166560,https://api.spotify.com/v1/tracks/6uFn47ACjqYkc0jADwEdj1,"Polo G, Lil Tjay",1,modern,0.15,0.0698,https://api.spotify.com/v1/audio-analysis/6uFn47ACjqYkc0jADwEdj1,audio_features,Die A Legend,3gZgGRvDn9tTUy8n7699pD
De Sicilia Hasta Venecia,0.275,Chill Spanish Vibes,0.464,2InNmp4Fw29B7rm5cgT9qP,0.0807,92.977,latin,2InNmp4Fw29B7rm5cgT9qP,2020-07-17,1,0.708,3.16e-06,4,-9.65,7K4RMDWXO9chNbqiw8UTf5,10,spotify:track:2InNmp4Fw29B7rm5cgT9qP,249630,https://api.spotify.com/v1/tracks/2InNmp4Fw29B7rm5cgT9qP,Rada Mancy,10,chill,0.443,0.113,https://api.spotify.com/v1/audio-analysis/2InNmp4Fw29B7rm5cgT9qP,audio_features,De Sicilia Hasta Venecia,0jqQDMmHIkdbkFQdQTlMEQ
Police In Helicopter,0.501,Reggae Classics,0.653,0mD19MC6H0OzHvEUADHypU,0.113,143.224,reggae,0mD19MC6H0OzHvEUADHypU,1983,0,0.683,8.42e-06,4,-7.586,7naj9A5QZbYxYbj9Susywq,57,spotify:track:0mD19MC6H0OzHvEUADHypU,219160,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,John Holt,9,classic,0.0326,0.0578,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,audio_features,Police In Helicopter,71R43lBYQZ6JQXH6LmRo1I
