track_name,valence,playlist_name,energy,id,speechiness,tempo,playlist_genre,track_id,track_album_release_date,mode,danceability,instrumentalness,time_signature,loudness,track_album_id,track_popularity,uri,duration_ms,track_href,track_artist,key,playlist_subgenre,acousticness,liveness,analysis_url,type,track_album_name,playlist_id
Not In The Mood (feat. Fivio Foreign & Kay Flock),0.357,Gangster Rap,0.82,25GyyK9CyZRiDCsPY51fIT,0.275,141.908,hip-hop,25GyyK9CyZRiDCsPY51fIT,2021-10-22,1,0.545,0,4,-4.489,5x8HOMCMbODsMSJtMtNXF7,60,spotify:track:25GyyK9CyZRiDCsPY51fIT,150476,https://api.spotify.com/v1/tracks/25GyyK9CyZRiDCsPY51fIT,"Lil Tjay, Fivio Foreign, Kay Flock",8,gangster,0.0951,0.29,https://api.spotify.com/v1/audio-analysis/25GyyK9CyZRiDCsPY51fIT,audio_features,Not In The Mood (feat. Fivio Foreign & Kay Flock),6mODZNt8CYYEBrWAyS5vs4
晴る,0.726,Anime Hits,0.571,5eY7692tmgHB9dbmq6wa2M,0.111,101.955,j-pop,5eY7692tmgHB9dbmq6wa2M,2024-01-05,0,0.695,3.58e-06,4,-6.249,4O53dhmIctih3p2suAAgga,70,spotify:track:5eY7692tmgHB9dbmq6wa2M,270705,https://api.spotify.com/v1/tracks/5eY7692tmgHB9dbmq6wa2M,ヨルシカ,11,anime,0.032,0.118,https://api.spotify.com/v1/audio-analysis/5eY7692tmgHB9dbmq6wa2M,audio_features,晴る,37i9dQZF1DX3f3gm9VK7fL
You've Got Another Thing Coming,0.532,Metal Essentials,0.833,4f3RDq9nYPBeR1yMSgnmBm,0.0496,138.225,metal,4f3RDq9nYPBeR1yMSgnmBm,1982,0,0.519,4.33e-06,4,-6.947,55MZQrenomrTq0aQneC7Pi,62,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,310080,https://api.spotify.com/v1/tracks/4f3RDq9nYPBeR1yMSgnmBm,Judas Priest,6,classic,0.00572,0.104,https://api.spotify.com/v1/audio-analysis/4f3RDq9nYPBeR1yMSgnmBm,audio_features,Screaming For Vengeance (Expanded Edition),37i9dQZF1DWWOaP4H0w5b0
South Of Heaven,0.0395,Metal Essentials,0.991,3U9gogDStAfWxSm91PJuxb,0.316,140.071,metal,3U9gogDStAfWxSm91PJuxb,1988-01-01,0,0.31,0.085,4,-3.769,2UqJjz5eMYRzbbKToD3Peh,59,spotify:track:3U9gogDStAfWxSm91PJuxb,298533,https://api.spotify.com/v1/tracks/3U9gogDStAfWxSm91PJuxb,Slayer,5,classic,0.000132,0.0969,https://api.spotify.com/v1/audio-analysis/3U9gogDStAfWxSm91PJuxb,audio_features,South Of Heaven,37i9dQZF1DWWOaP4H0w5b0
Greatest Gift - Reimagined,0.682,Soul Coffee,0.554,4AN2N5UNDHyl4vYRcTEwD1,0.0767,170.002,soul,4AN2N5UNDHyl4vYRcTEwD1,2024-04-19,1,0.572,0.000819,4,-7.705,7fz7gZ1S8BnHGi96KESoQi,40,spotify:track:4AN2N5UNDHyl4vYRcTEwD1,239667,https://api.spotify.com/v1/tracks/4AN2N5UNDHyl4vYRcTEwD1,Jorja Smith,0,classic,0.168,0.0792,https://api.spotify.com/v1/audio-analysis/4AN2N5UNDHyl4vYRcTEwD1,audio_features,Greatest Gift (Reimagined),37i9dQZF1DXaXDsfv6nvZ5
Too Young To Go Steady,0.349,Jazz Classics,0.179,1qeO0T3LIqlUvrELz3Gngk,0.0391,129.502,jazz,1qeO0T3LIqlUvrELz3Gngk,1963,1,0.55,0.368,4,-12.481,0Ydakb7npXmyTwFLvKc5qt,50,spotify:track:1qeO0T3LIqlUvrELz3Gngk,259813,https://api.spotify.com/v1/tracks/1qeO0T3LIqlUvrELz3Gngk,John Coltrane Quartet,5,classic,0.965,0.0746,https://api.spotify.com/v1/audio-analysis/1qeO0T3LIqlUvrELz3Gngk,audio_features,Ballads (Deluxe Edition - Rudy Van Gelder Remaster),37i9dQZF1DXbITWG1ZJKYt
SPOT!,0.906,K-Pop Daebak,0.782,1SS0WlKhJewviwEDZ6dWj0,0.078,108.038,k-pop,1SS0WlKhJewviwEDZ6dWj0,2024-04-26,0,0.875,0,4,-3.905,3K3C9JjwCGQAzj3Bu7BUaI,78,spotify:track:1SS0WlKhJewviwEDZ6dWj0,167707,https://api.spotify.com/v1/tracks/1SS0WlKhJewviwEDZ6dWj0,"ZICO, JENNIE",5,modern,0.151,0.113,https://api.spotify.com/v1/audio-analysis/1SS0WlKhJewviwEDZ6dWj0,audio_features,SPOT!,1bNuDsel3P60p11Z7vfHMR
This Is Always,0.138,Jazz Classics,0.0644,6Kr25pa3pTd4no3yA0EcW1,0.0359,113.713,jazz,6Kr25pa3pTd4no3yA0EcW1,1993-08-02,0,0.417,0.000134,4,-19.687,3rFnwsVrrSYZQsCGTkOT7W,48,spotify:track:6Kr25pa3pTd4no3yA0EcW1,191960,https://api.spotify.com/v1/tracks/6Kr25pa3pTd4no3yA0EcW1,Betty Carter,4,classic,0.971,0.126,https://api.spotify.com/v1/audio-analysis/6Kr25pa3pTd4no3yA0EcW1,audio_features,Inside Betty Carter,37i9dQZF1DXbITWG1ZJKYt
I'm an Albatraoz,0.595,EDM Hits,0.817,5MhsZlmKJG6X5kTHkdwC4B,0.235,128.078,electronic,5MhsZlmKJG6X5kTHkdwC4B,2014-08-08,1,0.883,0.00449,4,-5.414,1qHVYbxQ6IS8YRviorKDJI,70,spotify:track:5MhsZlmKJG6X5kTHkdwC4B,166849,https://api.spotify.com/v1/tracks/5MhsZlmKJG6X5kTHkdwC4B,"AronChupa, Little Sis Nora",0,modern,0.601,0.11,https://api.spotify.com/v1/audio-analysis/5MhsZlmKJG6X5kTHkdwC4B,audio_features,I'm an Albatraoz,37i9dQZF1DX3Kdv0IChEm9
So Sick,0.578,R&B Hits,0.574,6brl7bwOHmGFkNw3MBqssT,0.311,92.795,r&b,6brl7bwOHmGFkNw3MBqssT,2006-01-01,1,0.452,0,4,-8.336,6gkwOLmk0ALMOjWs5WhAEr,78,spotify:track:6brl7bwOHmGFkNw3MBqssT,207187,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,Ne-Yo,6,modern,0.245,0.189,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,audio_features,In My Own Words,37i9dQZF1EQoqCH7BwIYb7
Far East,0.385,Chill Lofi Study Beats,0.471,6PQdebTH2xQn4mURkNP4IU,0.275,157.982,lofi,6PQdebTH2xQn4mURkNP4IU,2023-10-13,0,0.49,0.88,4,-11.225,0FTsRS7Jn5xpr3evrJpPsV,47,spotify:track:6PQdebTH2xQn4mURkNP4IU,124500,https://api.spotify.com/v1/tracks/6PQdebTH2xQn4mURkNP4IU,Darren Spice,2,chill,0.504,0.189,https://api.spotify.com/v1/audio-analysis/6PQdebTH2xQn4mURkNP4IU,audio_features,Far East,37i9dQZF1DX8Uebhn9wzrS
Latin Thugs,0.711,Latino Hip-Hop,0.839,7iEHCU1oYlqg3PloCa9uXW,0.303,93.024,latin,7iEHCU1oYlqg3PloCa9uXW,2014-10-10,0,0.658,2.45e-05,4,-5.13,2WPS1YnbXiaX1Ekr1HNICt,45,spotify:track:7iEHCU1oYlqg3PloCa9uXW,227173,https://api.spotify.com/v1/tracks/7iEHCU1oYlqg3PloCa9uXW,"Cypress Hill, Tego Calderón",6,hip-hop,0.0608,0.216,https://api.spotify.com/v1/audio-analysis/7iEHCU1oYlqg3PloCa9uXW,audio_features,The Essential Cypress Hill,0WHSUDr9DMD89LvRgj8kyK
Gobe,0.792,Arab X,0.857,3OyIQ0YnHGfBQBKA3m02MR,0.228,121.036,arabic,3OyIQ0YnHGfBQBKA3m02MR,2019-11-14,1,0.91,0.000384,4,-4.0,06qSaGqg13g9pishdeGo2X,47,spotify:track:3OyIQ0YnHGfBQBKA3m02MR,160731,https://api.spotify.com/v1/tracks/3OyIQ0YnHGfBQBKA3m02MR,"Pheelz, Olamide, Naira Marley",11,modern,0.346,0.108,https://api.spotify.com/v1/audio-analysis/3OyIQ0YnHGfBQBKA3m02MR,audio_features,Gobe,3gZgGRvDn9tTUy8n7699pD
Breaking the Law,0.491,Metal Essentials,0.961,2RaA6kIcvomt77qlIgGhCT,0.0857,164.019,metal,2RaA6kIcvomt77qlIgGhCT,1980,1,0.362,9.35e-06,4,-5.664,5bqtZRbUZUxUps8mrO9tGY,67,spotify:track:2RaA6kIcvomt77qlIgGhCT,153840,https://api.spotify.com/v1/tracks/2RaA6kIcvomt77qlIgGhCT,Judas Priest,2,classic,0.024,0.159,https://api.spotify.com/v1/audio-analysis/2RaA6kIcvomt77qlIgGhCT,audio_features,British Steel,37i9dQZF1DWWOaP4H0w5b0
Give Me That - Korean Version,0.6,K-Pop Daebak,0.879,4Ta60nUTt3W1JU0AxctPyG,0.348,105.036,k-pop,4Ta60nUTt3W1JU0AxctPyG,2024-06-03,0,0.546,0,4,-4.583,3umJyIQq0mjtg4eMnOlLbv,50,spotify:track:4Ta60nUTt3W1JU0AxctPyG,176343,https://api.spotify.com/v1/tracks/4Ta60nUTt3W1JU0AxctPyG,WayV,2,modern,0.0296,0.166,https://api.spotify.com/v1/audio-analysis/4Ta60nUTt3W1JU0AxctPyG,audio_features,Give Me That - The 5th Mini Album,1bNuDsel3P60p11Z7vfHMR
St. Paul's Suite : 3. Intermezzo: Andante con moto,0.15,Classical Essentials,0.0657,6oaSX9Q0uZi8x6DttspP5D,0.0449,133.095,classical,6oaSX9Q0uZi8x6DttspP5D,2016-09-29,0,0.251,0.845,3,-20.757,3QAAZijj4Fi8WnZjhpomdl,0,spotify:track:6oaSX9Q0uZi8x6DttspP5D,250253,https://api.spotify.com/v1/tracks/6oaSX9Q0uZi8x6DttspP5D,"Gustav Holst, Christopher Hogwood, Saint Paul Chamber Orchestra",4,essential,0.66,0.114,https://api.spotify.com/v1/audio-analysis/6oaSX9Q0uZi8x6DttspP5D,audio_features,Holst - Masterpieces,37i9dQZF1DWWEJlAGA9gs0
The Narcissist,0.524,Feel Good Indie Rock,0.908,35d93v9AXADp8Wc0qJ3mIo,0.034,127.969,rock,35d93v9AXADp8Wc0qJ3mIo,2023-05-18,0,0.563,3.14e-05,4,-5.318,2BfpnbY3M0oc9NyW87NKGz,48,spotify:track:35d93v9AXADp8Wc0qJ3mIo,245225,https://api.spotify.com/v1/tracks/35d93v9AXADp8Wc0qJ3mIo,Blur,1,feel-good,0.0363,0.571,https://api.spotify.com/v1/audio-analysis/35d93v9AXADp8Wc0qJ3mIo,audio_features,The Narcissist,37i9dQZF1DX2sUQwD7tbmL
"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",0.263,Classical Essentials,0.046,5d6FOGCa0EDqCJSpccEh8s,0.0407,127.653,classical,5d6FOGCa0EDqCJSpccEh8s,2012-01-01,0,0.359,0.118,4,-18.725,4hD83ipNcxjggZLJoV9GKK,36,spotify:track:5d6FOGCa0EDqCJSpccEh8s,152160,https://api.spotify.com/v1/tracks/5d6FOGCa0EDqCJSpccEh8s,"Johannes Brahms, Budapest Festival Orchestra, Iván Fischer",6,essential,0.901,0.277,https://api.spotify.com/v1/audio-analysis/5d6FOGCa0EDqCJSpccEh8s,audio_features,Brahms: Hungarian Dances / Dvorak: Slavonic Dances,37i9dQZF1DWWEJlAGA9gs0
"Piano Sonata No. 11 in A Major, K. 331: 3. Alla Turca. Allegretto",0.562,Classical Essentials,0.148,1iR34ZbPs3eFniMpnrHI6s,0.0387,131.065,classical,1iR34ZbPs3eFniMpnrHI6s,1981-01-01,1,0.55,0.924,4,-22.889,1qM2Z3rhkJLQIXnAQpIUdY,46,spotify:track:1iR34ZbPs3eFniMpnrHI6s,208627,https://api.spotify.com/v1/tracks/1iR34ZbPs3eFniMpnrHI6s,"Wolfgang Amadeus Mozart, András Schiff",9,essential,0.988,0.0897,https://api.spotify.com/v1/audio-analysis/1iR34ZbPs3eFniMpnrHI6s,audio_features,Mozart: The Piano Sonatas,37i9dQZF1DWWEJlAGA9gs0
SoulShower,0.0981,Chill Lofi Study Beats,0.0909,5aeQDI9LxC5Aiuc5Vqo65K,0.0546,69.004,lofi,5aeQDI9LxC5Aiuc5Vqo65K,2023-11-26,0,0.422,0.886,4,-23.049,6JrRnSqrgKmEAIgx6f0qWX,52,spotify:track:5aeQDI9LxC5Aiuc5Vqo65K,193958,https://api.spotify.com/v1/tracks/5aeQDI9LxC5Aiuc5Vqo65K,Bus Topp,5,chill,0.871,0.0989,https://api.spotify.com/v1/audio-analysis/5aeQDI9LxC5Aiuc5Vqo65K,audio_features,SoulShower,37i9dQZF1DX8Uebhn9wzrS
Four Brothers,0.798,Jazz Classics,0.583,2cOSF20k8VkEoXllO0PsbG,0.19,73.64,jazz,2cOSF20k8VkEoXllO0PsbG,1959-01-01,1,0.492,2.38e-06,4,-9.927,3eFjOkJT3CopSAGmfFIqaJ,43,spotify:track:2cOSF20k8VkEoXllO0PsbG,178533,https://api.spotify.com/v1/tracks/2cOSF20k8VkEoXllO0PsbG,Art Pepper,8,classic,0.673,0.201,https://api.spotify.com/v1/audio-analysis/2cOSF20k8VkEoXllO0PsbG,audio_features,Art Pepper + Eleven: Modern Jazz Classics,37i9dQZF1DXbITWG1ZJKYt
No stress,0.429,Afro Hits,0.609,47JDtFh6KSYKEJ7CJ0XI8z,0.264,88.017,afrobeats,47JDtFh6KSYKEJ7CJ0XI8z,2024-10-04,0,0.743,4.48e-06,4,-9.007,2TZ5OXKnN4Qdt7YpiFbluC,48,spotify:track:47JDtFh6KSYKEJ7CJ0XI8z,155369,https://api.spotify.com/v1/tracks/47JDtFh6KSYKEJ7CJ0XI8z,"SenSey', Franglish",11,nigerian,0.585,0.376,https://api.spotify.com/v1/audio-analysis/47JDtFh6KSYKEJ7CJ0XI8z,audio_features,Des rires et des pleurs,37i9dQZF1DWX0o6sD1a6P5
Symphony No. 3 in C Minor: II. Andante ma non troppo,0.035,Classical Essentials,0.0325,5Wj90oTRAxvTUivep2HlUu,0.0416,87.85,classical,5Wj90oTRAxvTUivep2HlUu,2021-09-24,1,0.096,0.852,4,-24.978,4XjLUGkC8E9BXFamKyDCgE,38,spotify:track:5Wj90oTRAxvTUivep2HlUu,572520,https://api.spotify.com/v1/tracks/5Wj90oTRAxvTUivep2HlUu,"Florence Beatrice Price, Philadelphia Orchestra, Yannick Nézet-Séguin",8,essential,0.977,0.0738,https://api.spotify.com/v1/audio-analysis/5Wj90oTRAxvTUivep2HlUu,audio_features,Florence Price: Symphonies Nos. 1 & 3,37i9dQZF1DWWEJlAGA9gs0
Can I Kick It?,0.744,90s Hip-Hop,0.666,3Ti0GdlrotgwsAVBBugv0I,0.274,96.662,hip-hop,3Ti0GdlrotgwsAVBBugv0I,1990-04-17,1,0.848,0.000699,4,-6.547,3kV0i1qqudjf0PGawJ4jck,68,spotify:track:3Ti0GdlrotgwsAVBBugv0I,251573,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,A Tribe Called Quest,0,90s,0.173,0.129,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,audio_features,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),37i9dQZF1DX186v583rmzp
BIRDS OF A FEATHER,0.438,Today's Top Hits,0.507,6dOtVTDdiauQNBQEDOtlAB,0.0358,104.978,pop,6dOtVTDdiauQNBQEDOtlAB,2024-05-17,1,0.747,0.0608,4,-10.171,7aJuG4TFXa2hmE4z1yxc3n,97,spotify:track:6dOtVTDdiauQNBQEDOtlAB,210373,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2,mainstream,0.2,0.117,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,audio_features,HIT ME HARD AND SOFT,37i9dQZF1DXcBWIGoYBM5M
Dilemma,0.607,R&B Hits,0.552,0ARK753YaiJbpLUk7z5yIM,0.14,168.19,r&b,0ARK753YaiJbpLUk7z5yIM,2002-06-25,0,0.727,0.00016,4,-8.074,4HUUHHXBXImwksfbSPqE7q,77,spotify:track:0ARK753YaiJbpLUk7z5yIM,289160,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,"Nelly, Kelly Rowland",2,modern,0.226,0.198,https://api.spotify.com/v1/audio-analysis/0ARK753YaiJbpLUk7z5yIM,audio_features,Nellyville,37i9dQZF1EQoqCH7BwIYb7
Imperio,0.242,Chill Spanish Vibes,0.498,69LmhIdKwDsXkkhX0CrPpm,0.0634,97.933,latin,69LmhIdKwDsXkkhX0CrPpm,2019-06-17,1,0.663,7.02e-05,4,-11.318,4H4wOrg6d1bFUfPK8Atu4P,0,spotify:track:69LmhIdKwDsXkkhX0CrPpm,222861,https://api.spotify.com/v1/tracks/69LmhIdKwDsXkkhX0CrPpm,The Change,0,chill,0.679,0.113,https://api.spotify.com/v1/audio-analysis/69LmhIdKwDsXkkhX0CrPpm,audio_features,Imperio,0jqQDMmHIkdbkFQdQTlMEQ
Caroline,0.417,Soul Coffee,0.593,5SqHQPdRnsypIJEJNTspWE,0.0347,88.977,soul,5SqHQPdRnsypIJEJNTspWE,2024-04-12,1,0.51,0.000831,4,-9.058,4OMrX6ldbZ3gvb0oXytTHb,51,spotify:track:5SqHQPdRnsypIJEJNTspWE,246836,https://api.spotify.com/v1/tracks/5SqHQPdRnsypIJEJNTspWE,"Baby Rose, BADBADNOTGOOD, Mereba",7,classic,0.633,0.0836,https://api.spotify.com/v1/audio-analysis/5SqHQPdRnsypIJEJNTspWE,audio_features,Slow Burn,37i9dQZF1DXaXDsfv6nvZ5
Weird (feat. Durand Bernarr),0.629,Soul Coffee,0.824,7zvpJRsDXAwwe2nLXUP7v4,0.481,109.845,soul,7zvpJRsDXAwwe2nLXUP7v4,2024-06-07,1,0.603,5.32e-06,4,-6.893,3C3t2bKhwEL3wdKioqWUDh,52,spotify:track:7zvpJRsDXAwwe2nLXUP7v4,207318,https://api.spotify.com/v1/tracks/7zvpJRsDXAwwe2nLXUP7v4,"KAYTRANADA, Durand Bernarr",1,classic,0.00284,0.686,https://api.spotify.com/v1/audio-analysis/7zvpJRsDXAwwe2nLXUP7v4,audio_features,TIMELESS,37i9dQZF1DXaXDsfv6nvZ5
Fortnight (feat. Post Malone),0.281,Today's Top Hits,0.386,2OzhQlSqBEmt7hmkYxfT6m,0.0308,192.004,pop,2OzhQlSqBEmt7hmkYxfT6m,2024-04-18,1,0.504,1.53e-05,4,-10.976,1Mo4aZ8pdj6L1jx8zSwJnt,84,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,228965,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",11,mainstream,0.502,0.0961,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,audio_features,THE TORTURED POETS DEPARTMENT,37i9dQZF1DXcBWIGoYBM5M
Durosoke,0.888,Arab X,0.881,1yNbGvJ3Z0haQG2oRRbq5R,0.338,104.702,arabic,1yNbGvJ3Z0haQG2oRRbq5R,2013-11-07,1,0.711,0,4,-2.861,1ZghKqMTCsMb5QnSrTKOQP,39,spotify:track:1yNbGvJ3Z0haQG2oRRbq5R,260000,https://api.spotify.com/v1/tracks/1yNbGvJ3Z0haQG2oRRbq5R,Olamide,4,modern,0.539,0.0766,https://api.spotify.com/v1/audio-analysis/1yNbGvJ3Z0haQG2oRRbq5R,audio_features,Baddest Guy Ever Liveth,3gZgGRvDn9tTUy8n7699pD
My Way Or The Highway (feat. Diana King),0.838,Reggae Classics,0.642,4B6mG7n0BxvasblplYkgV5,0.129,93.04,reggae,4B6mG7n0BxvasblplYkgV5,2007-12-28,1,0.799,0,4,-7.889,1vVZU5EoAOgo1YUCWcofAP,41,spotify:track:4B6mG7n0BxvasblplYkgV5,295533,https://api.spotify.com/v1/tracks/4B6mG7n0BxvasblplYkgV5,"Tony Rebel, Diana King",2,classic,0.138,0.0689,https://api.spotify.com/v1/audio-analysis/4B6mG7n0BxvasblplYkgV5,audio_features,Reggae Classics,71R43lBYQZ6JQXH6LmRo1I
Ponle Play (feat. Inkognito),0.809,Latino Hip-Hop,0.553,0sDCOQgxNKhrgkNnlRsTrc,0.419,83.238,latin,0sDCOQgxNKhrgkNnlRsTrc,2017-11-14,1,0.637,0,4,-6.657,5x6g1bPnTmQyHdCTczPfjA,0,spotify:track:0sDCOQgxNKhrgkNnlRsTrc,241947,https://api.spotify.com/v1/tracks/0sDCOQgxNKhrgkNnlRsTrc,"Cidtronyck, Inkognito",8,hip-hop,0.337,0.127,https://api.spotify.com/v1/audio-analysis/0sDCOQgxNKhrgkNnlRsTrc,audio_features,"Pasado, Presente & Libertad",0WHSUDr9DMD89LvRgj8kyK
Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,0.196,Jazz Classics,0.159,7ysmJhXFQtiBQlk6EZ6sks,0.0336,59.385,jazz,7ysmJhXFQtiBQlk6EZ6sks,2007-01-01,0,0.505,0.0127,4,-11.235,21YbbJrVCRQIxB5W2EKIbr,52,spotify:track:7ysmJhXFQtiBQlk6EZ6sks,295200,https://api.spotify.com/v1/tracks/7ysmJhXFQtiBQlk6EZ6sks,Stanley Turrentine,7,classic,0.946,0.212,https://api.spotify.com/v1/audio-analysis/7ysmJhXFQtiBQlk6EZ6sks,audio_features,Look Out! (Remastered),37i9dQZF1DXbITWG1ZJKYt
Prodigi,0.929,Arab X,0.784,44wCTFWMu21EoDAJWEquXY,0.192,107.985,arabic,44wCTFWMu21EoDAJWEquXY,2024-04-04,1,0.81,0,4,-7.942,3fHCi59ZRlMcz54CsEK1GB,42,spotify:track:44wCTFWMu21EoDAJWEquXY,177816,https://api.spotify.com/v1/tracks/44wCTFWMu21EoDAJWEquXY,Balloranking,0,modern,0.527,0.063,https://api.spotify.com/v1/audio-analysis/44wCTFWMu21EoDAJWEquXY,audio_features,Prodigi,3gZgGRvDn9tTUy8n7699pD
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,0.21,Jazz Classics,0.227,4N6JkrGD78eLooaTDmwo9s,0.0379,103.586,jazz,4N6JkrGD78eLooaTDmwo9s,1961,0,0.418,0.822,4,-15.537,1WW55eOxlZCvPWJDYmhZXD,43,spotify:track:4N6JkrGD78eLooaTDmwo9s,395560,https://api.spotify.com/v1/tracks/4N6JkrGD78eLooaTDmwo9s,Freddie Hubbard,4,classic,0.912,0.0956,https://api.spotify.com/v1/audio-analysis/4N6JkrGD78eLooaTDmwo9s,audio_features,Ready For Freddie (Rudy Van Gelder Remaster Edition),37i9dQZF1DXbITWG1ZJKYt
En Silencio,0.717,Chill Spanish Vibes,0.466,5odThVL7om2k1jXD42k8Hd,0.146,78.018,latin,5odThVL7om2k1jXD42k8Hd,2020-11-20,0,0.752,3.96e-06,4,-8.56,4ITSKY9sHgYxJQerKHr3ZG,7,spotify:track:5odThVL7om2k1jXD42k8Hd,133077,https://api.spotify.com/v1/tracks/5odThVL7om2k1jXD42k8Hd,Nova Mariéé,6,chill,0.552,0.24,https://api.spotify.com/v1/audio-analysis/5odThVL7om2k1jXD42k8Hd,audio_features,En Silencio,0jqQDMmHIkdbkFQdQTlMEQ
You in My Face,0.526,Soul Coffee,0.43,7I8tpyYYwPvSdGL3lu1VAv,0.0554,71.99,soul,7I8tpyYYwPvSdGL3lu1VAv,2024-06-06,0,0.748,0.00792,4,-9.406,1FGGv0vvSTerGQ91Mkvf9p,47,spotify:track:7I8tpyYYwPvSdGL3lu1VAv,268946,https://api.spotify.com/v1/tracks/7I8tpyYYwPvSdGL3lu1VAv,Tems,7,classic,0.356,0.108,https://api.spotify.com/v1/audio-analysis/7I8tpyYYwPvSdGL3lu1VAv,audio_features,Born in the Wild,37i9dQZF1DXaXDsfv6nvZ5
Nostalgic Noodles,0.354,Chill Lofi Study Beats,0.431,639IKfmKDbCl4mVt02t1Wa,0.311,79.392,lofi,639IKfmKDbCl4mVt02t1Wa,2023-09-29,1,0.514,0.939,4,-12.205,7wcmvwXKitFGIE9yIPm5Cj,44,spotify:track:639IKfmKDbCl4mVt02t1Wa,119118,https://api.spotify.com/v1/tracks/639IKfmKDbCl4mVt02t1Wa,Vidstige,6,chill,0.944,0.106,https://api.spotify.com/v1/audio-analysis/639IKfmKDbCl4mVt02t1Wa,audio_features,Nostalgic Noodles,37i9dQZF1DX8Uebhn9wzrS
Sailor Song,0.273,Global Top 50,0.413,2262bWmqomIaJXwCRHr13j,0.0254,94.938,pop,2262bWmqomIaJXwCRHr13j,2024-07-26,1,0.494,6.72e-05,4,-10.432,68CN2LzY8MoxO2udy2C22e,93,spotify:track:2262bWmqomIaJXwCRHr13j,211979,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,Gigi Perez,11,global,0.682,0.193,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,audio_features,Sailor Song,37i9dQZEVXbMDoHDwVN2tF
TOO COOL TO BE CARELESS,0.818,Top Gaming Tracks,0.781,6KqM3xmPIDonsTjCSGrrr5,0.0434,128.001,gaming,6KqM3xmPIDonsTjCSGrrr5,2024-07-05,0,0.805,0.302,4,-7.225,17zk2lz0xesn8Y4YncohZa,74,spotify:track:6KqM3xmPIDonsTjCSGrrr5,220000,https://api.spotify.com/v1/tracks/6KqM3xmPIDonsTjCSGrrr5,PAWSA,1,modern,0.002,0.0598,https://api.spotify.com/v1/audio-analysis/6KqM3xmPIDonsTjCSGrrr5,audio_features,TOO COOL TO BE CARELESS,37i9dQZF1DWTyiBJ6yEqeu
Kabhii Tumhhe,0.451,Bollywood Butter,0.338,6Sflud15ff1KqBzg6wj78S,0.027,96.981,indian,6Sflud15ff1KqBzg6wj78S,2021-08-16,0,0.573,4.41e-06,4,-7.478,5BLwx5IlfoWOrjJJ3i7gbK,54,spotify:track:6Sflud15ff1KqBzg6wj78S,230103,https://api.spotify.com/v1/tracks/6Sflud15ff1KqBzg6wj78S,"Javed-Mohsin, Darshan Raval",7,bollywood,0.864,0.133,https://api.spotify.com/v1/audio-analysis/6Sflud15ff1KqBzg6wj78S,audio_features,Shershaah (Original Motion Picture Soundtrack),2KA1ER81lhJ7VWNEs3dkpZ
On The Nature Of Daylight,0.0334,Classical Essentials,0.341,5DFUsGW4Cmltv8Spd0u1aV,0.046,85.231,classical,5DFUsGW4Cmltv8Spd0u1aV,2014-01-01,0,0.0891,0.836,3,-12.681,2Zlgv1oosng3OWHzdcTk9a,0,spotify:track:5DFUsGW4Cmltv8Spd0u1aV,371747,https://api.spotify.com/v1/tracks/5DFUsGW4Cmltv8Spd0u1aV,"Max Richter, Louisa Fuller, Natalia Bonner, John Metcalfe, Philip Sheppard, Chris Worsey",10,essential,0.145,0.111,https://api.spotify.com/v1/audio-analysis/5DFUsGW4Cmltv8Spd0u1aV,audio_features,The Blue Notebooks,37i9dQZF1DWWEJlAGA9gs0
"For Cryin' Out Loud! (Spotify OUTSIDE Version) - Live from Los Angeles, CA",0.653,Feel Good Indie Rock,0.516,7AeSEZgpU02dXrVSM32QFc,0.0312,93.009,rock,7AeSEZgpU02dXrVSM32QFc,2024-10-23,1,0.702,0.000111,4,-7.486,3V9duXb3ewSmDoh3qm16XO,46,spotify:track:7AeSEZgpU02dXrVSM32QFc,238187,https://api.spotify.com/v1/tracks/7AeSEZgpU02dXrVSM32QFc,FINNEAS,8,feel-good,0.163,0.409,https://api.spotify.com/v1/audio-analysis/7AeSEZgpU02dXrVSM32QFc,audio_features,"For Cryin' Out Loud! (Spotify OUTSIDE Version) [Live from Los Angeles, CA]",37i9dQZF1DX2sUQwD7tbmL
