id,name,artist,popularity,genre,subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,93,pop,global,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,audio_features,spotify:track:6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,195824,4
03IpZ9yqJlo3EIgDQUgBSF,Nueva Era,"Duki, Myke Towers",82,latin,modern,0.556,0.724,0,-3.165,1,0.119,0.267,0,0.217,0.681,101.097,audio_features,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,https://api.spotify.com/v1/tracks/03IpZ9yqJlo3EIgDQUgBSF,https://api.spotify.com/v1/audio-analysis/03IpZ9yqJlo3EIgDQUgBSF,246889,3
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,85,pop,mainstream,0.739,0.904,5,-2.655,0,0.0442,0.549,1.03e-05,0.0948,0.788,167.033,audio_features,spotify:track:6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,129883,4
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,"Mora, Feid",78,latin,chill,0.757,0.789,5,-3.46,0,0.0583,0.307,0,0.0717,0.464,91.911,audio_features,spotify:track:5jt25aFjW2kNoBqaEVaz5W,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,https://api.spotify.com/v1/audio-analysis/5jt25aFjW2kNoBqaEVaz5W,202174,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"The Chainsmokers, Halsey",84,electronic,modern,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",89,latin,modern,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,audio_features,spotify:track:0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,223320,4
6njJR3OIp3oA0Kc4aC9Tzf,MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",77,gaming,modern,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,audio_features,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,https://api.spotify.com/v1/tracks/6njJR3OIp3oA0Kc4aC9Tzf,https://api.spotify.com/v1/audio-analysis/6njJR3OIp3oA0Kc4aC9Tzf,61673,4
1uGUbgZuO1kD1JZ0UeFupN,Hecha Pa' Mí,Grupo Frontera,82,latin,modern,0.742,0.832,8,-4.267,1,0.0325,0.0857,0,0.296,0.716,98.582,audio_features,spotify:track:1uGUbgZuO1kD1JZ0UeFupN,https://api.spotify.com/v1/tracks/1uGUbgZuO1kD1JZ0UeFupN,https://api.spotify.com/v1/audio-analysis/1uGUbgZuO1kD1JZ0UeFupN,195846,4
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",84,pop,mainstream,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,audio_features,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,228965,4
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",80,latin,chill,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,audio_features,spotify:track:3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299,4
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,87,pop,global,0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504,audio_features,spotify:track:21B4gaTWnTkuSh77iWEXdS,https://api.spotify.com/v1/tracks/21B4gaTWnTkuSh77iWEXdS,https://api.spotify.com/v1/audio-analysis/21B4gaTWnTkuSh77iWEXdS,223192,4
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,86,r&b,modern,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,audio_features,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,88,gaming,modern,0.635,0.601,1,-6.129,0,0.0295,0.246,0,0.11,0.332,123.994,audio_features,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4
2HafqoJbgXdtjwCOvNEF14,Si No Estás,iñigo quintero,80,latin,chill,0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,audio_features,spotify:track:2HafqoJbgXdtjwCOvNEF14,https://api.spotify.com/v1/tracks/2HafqoJbgXdtjwCOvNEF14,https://api.spotify.com/v1/audio-analysis/2HafqoJbgXdtjwCOvNEF14,184061,4
0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",77,gaming,modern,0.848,0.629,0,-6.198,1,0.0424,0.016,0.18,0.049,0.586,130.017,audio_features,spotify:track:0agQ9vIV7NP4dntGKLcCXO,https://api.spotify.com/v1/tracks/0agQ9vIV7NP4dntGKLcCXO,https://api.spotify.com/v1/audio-analysis/0agQ9vIV7NP4dntGKLcCXO,153519,4
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,86,pop,mainstream,0.562,0.917,11,-2.768,0,0.117,0.0513,0,0.488,0.501,100.987,audio_features,spotify:track:19KlZwqlT3fguP2BeHF1Q1,https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1,https://api.spotify.com/v1/audio-analysis/19KlZwqlT3fguP2BeHF1Q1,229997,4
1f18HzFpegqvH4ibGJyeMJ,2 hands,Tate McRae,79,pop,mainstream,0.608,0.806,1,-3.443,1,0.0486,0.121,0,0.191,0.587,104.032,audio_features,spotify:track:1f18HzFpegqvH4ibGJyeMJ,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ,181821,4
3mg9jYNC1NihbthlglzrWP,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",83,pop,global,0.848,0.712,1,-3.574,0,0.0981,0.221,0,0.106,0.692,91.98,audio_features,spotify:track:3mg9jYNC1NihbthlglzrWP,https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP,https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP,298131,4
6PhRhocBXP4y7NpciGmzra,Después De La 1,"Cris Mj, FloyyMenor, LOUKI",86,latin,modern,0.805,0.581,6,-5.091,0,0.0601,0.0303,0.0202,0.0933,0.528,99.973,audio_features,spotify:track:6PhRhocBXP4y7NpciGmzra,https://api.spotify.com/v1/tracks/6PhRhocBXP4y7NpciGmzra,https://api.spotify.com/v1/audio-analysis/6PhRhocBXP4y7NpciGmzra,177600,4
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",84,pop,mainstream,0.638,0.855,7,-4.86,1,0.0264,0.00757,0,0.245,0.731,127.986,audio_features,spotify:track:7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,178206,4
2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",77,afrobeats,nigerian,0.737,0.648,1,-5.493,1,0.138,0.252,6.92e-06,0.105,0.746,93.2,audio_features,spotify:track:2nYeyMeqYDiFSYYtl2BWD6,https://api.spotify.com/v1/tracks/2nYeyMeqYDiFSYYtl2BWD6,https://api.spotify.com/v1/audio-analysis/2nYeyMeqYDiFSYYtl2BWD6,259354,4
3XgGQ1wjo5khvq2UImjyNF,ALL MINE,Brent Faiyaz,76,r&b,modern,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4
4RnvS1tmh1ERhjXX6dxv95,Language,"Paperboy Fabe, Brent Faiyaz",77,r&b,modern,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,audio_features,spotify:track:4RnvS1tmh1ERhjXX6dxv95,https://api.spotify.com/v1/tracks/4RnvS1tmh1ERhjXX6dxv95,https://api.spotify.com/v1/audio-analysis/4RnvS1tmh1ERhjXX6dxv95,150361,4
7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,King Von,78,hip-hop,gangster,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,audio_features,spotify:track:7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/audio-analysis/7fEoXCZTZFosUFvFQg1BmW,196180,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,97,pop,global,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373,4
5ZUIPLoTLJZrPQh2kFZEUM,Addicted,"Zerb, The Chainsmokers, Ink",81,gaming,modern,0.771,0.741,5,-7.132,0,0.0374,0.0245,0.000163,0.111,0.19,120.064,audio_features,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,https://api.spotify.com/v1/tracks/5ZUIPLoTLJZrPQh2kFZEUM,https://api.spotify.com/v1/audio-analysis/5ZUIPLoTLJZrPQh2kFZEUM,152250,4
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",84,gaming,modern,0.638,0.855,7,-4.86,1,0.0264,0.00757,0,0.245,0.731,127.986,audio_features,spotify:track:7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,178206,4
1zgHn1EqUyA0HqNYMdJ5ia,Best Time,Brent Faiyaz,81,r&b,modern,0.81,0.307,9,-7.215,1,0.12,0.16,0.00298,0.0779,0.697,92.995,audio_features,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,https://api.spotify.com/v1/tracks/1zgHn1EqUyA0HqNYMdJ5ia,https://api.spotify.com/v1/audio-analysis/1zgHn1EqUyA0HqNYMdJ5ia,82509,4
5NijSs5dAwaIybq1GaRTIe,Poison,Brent Faiyaz,78,r&b,modern,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,audio_features,spotify:track:5NijSs5dAwaIybq1GaRTIe,https://api.spotify.com/v1/tracks/5NijSs5dAwaIybq1GaRTIe,https://api.spotify.com/v1/audio-analysis/5NijSs5dAwaIybq1GaRTIe,212992,3
2cZOYofOX4d6g0OXxkaIjA,ALL RED,Playboi Carti,81,hip-hop,modern,0.76,0.663,9,-4.763,0,0.0551,0.109,0,0.305,0.209,143.082,audio_features,spotify:track:2cZOYofOX4d6g0OXxkaIjA,https://api.spotify.com/v1/tracks/2cZOYofOX4d6g0OXxkaIjA,https://api.spotify.com/v1/audio-analysis/2cZOYofOX4d6g0OXxkaIjA,148053,4
57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Bryson Tiller,78,gaming,modern,0.803,0.512,9,-6.871,0,0.066,0.128,0,0.0928,0.435,96.02,audio_features,spotify:track:57wp7VFnV8X0pSVnYArGeJ,https://api.spotify.com/v1/tracks/57wp7VFnV8X0pSVnYArGeJ,https://api.spotify.com/v1/audio-analysis/57wp7VFnV8X0pSVnYArGeJ,161342,4
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"Dynoro, Gigi D'Agostino",80,electronic,modern,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,audio_features,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,184560,4
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,SZA,80,r&b,modern,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,audio_features,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,231253,4
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",98,pop,global,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,audio_features,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",79,hip-hop,gangster,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4
2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",85,hip-hop,modern,0.77,0.859,10,-3.382,0,0.275,0.362,0,0.673,0.64,129.77,audio_features,spotify:track:2aYHxnMF2umAavtgBvmkY1,https://api.spotify.com/v1/tracks/2aYHxnMF2umAavtgBvmkY1,https://api.spotify.com/v1/audio-analysis/2aYHxnMF2umAavtgBvmkY1,207273,4
5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),LISA,82,pop,mainstream,0.734,0.787,5,-3.951,0,0.116,0.126,0,0.312,0.672,109.939,audio_features,spotify:track:5G345YEhvleYxQLfYUlEFv,https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv,https://api.spotify.com/v1/audio-analysis/5G345YEhvleYxQLfYUlEFv,155757,4
6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,"21 Savage, Metro Boomin",80,hip-hop,gangster,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,audio_features,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",88,gaming,modern,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,audio_features,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Juice WRLD,83,arabic,modern,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",89,pop,mainstream,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,audio_features,spotify:track:0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,223320,4
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),"SZA, Travis Scott",77,r&b,modern,0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,audio_features,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,275080,4
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,80,electronic,modern,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,89,pop,global,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77e-06,0.0922,0.936,120.208,audio_features,spotify:track:6X6m4xmdFcz31p1h7Qg68c,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c,146141,3
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,86,pop,global,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
577YBGuskWkVDCxZrLRB4v,Pure Cocaine,Lil Baby,77,arabic,modern,0.964,0.487,10,-6.071,0,0.421,0.00127,6.07e-06,0.115,0.108,127.05,audio_features,spotify:track:577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/tracks/577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v,154024,4
0LMwmV37RCmBO2so0szAFs,Whatever,"Kygo, Ava Max",76,gaming,modern,0.58,0.777,3,-5.69,1,0.0655,0.104,0,0.342,0.589,108.005,audio_features,spotify:track:0LMwmV37RCmBO2so0szAFs,https://api.spotify.com/v1/tracks/0LMwmV37RCmBO2so0szAFs,https://api.spotify.com/v1/audio-analysis/0LMwmV37RCmBO2so0szAFs,178273,4
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",78,gaming,modern,0.574,0.567,7,-7.126,0,0.465,0.164,0,0.258,0.526,75.965,audio_features,spotify:track:1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u,229938,4
7BqHUALzNBTanL6OvsqmC1,Happier,"Marshmello, Bastille",82,gaming,modern,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,audio_features,spotify:track:7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/audio-analysis/7BqHUALzNBTanL6OvsqmC1,214290,4
3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,77,gaming,modern,0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,audio_features,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,93,pop,global,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,audio_features,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,261467,4
7lcbpfihslisNObKdHjyLo,IA,"Clarent, Mora",80,latin,modern,0.706,0.631,0,-5.812,0,0.0366,0.656,0,0.227,0.289,111.93,audio_features,spotify:track:7lcbpfihslisNObKdHjyLo,https://api.spotify.com/v1/tracks/7lcbpfihslisNObKdHjyLo,https://api.spotify.com/v1/audio-analysis/7lcbpfihslisNObKdHjyLo,171429,4
19kHhX6f6EfLU7rcO3RqjO,Back On 74,Jungle,79,gaming,modern,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,audio_features,spotify:track:19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,209483,4
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"Calvin Harris, Rihanna",77,electronic,modern,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4
0kdqcbwei4MDWFEX5f33yG,Bling-Bang-Bang-Born,Creepy Nuts,80,j-pop,anime,0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,audio_features,spotify:track:0kdqcbwei4MDWFEX5f33yG,https://api.spotify.com/v1/tracks/0kdqcbwei4MDWFEX5f33yG,https://api.spotify.com/v1/audio-analysis/0kdqcbwei4MDWFEX5f33yG,168136,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",89,pop,global,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,audio_features,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4
6VrQTLzzuyGIYjUDe4kAZk,Un Coco,Bad Bunny,76,latin,chill,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,audio_features,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,https://api.spotify.com/v1/tracks/6VrQTLzzuyGIYjUDe4kAZk,https://api.spotify.com/v1/audio-analysis/6VrQTLzzuyGIYjUDe4kAZk,196413,4
4pkb8SbRGeHAvdb87v9rpf,Miles On It,"Marshmello, Kane Brown",81,gaming,modern,0.634,0.761,5,-4.752,1,0.0472,0.00537,0,0.549,0.785,129.963,audio_features,spotify:track:4pkb8SbRGeHAvdb87v9rpf,https://api.spotify.com/v1/tracks/4pkb8SbRGeHAvdb87v9rpf,https://api.spotify.com/v1/audio-analysis/4pkb8SbRGeHAvdb87v9rpf,168454,4
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,93,pop,global,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,audio_features,spotify:track:7ne4VBA60CxGM75vw0EYad,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad,166300,4
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Tommy Richman,79,gaming,modern,0.904,0.452,9,-7.272,1,0.132,0.174,0,0.115,0.613,90.026,audio_features,spotify:track:6jlG8gBPNAgBgoivw2Ig09,https://api.spotify.com/v1/tracks/6jlG8gBPNAgBgoivw2Ig09,https://api.spotify.com/v1/audio-analysis/6jlG8gBPNAgBgoivw2Ig09,130944,4
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",86,pop,global,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,audio_features,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,https://api.spotify.com/v1/tracks/6jbYpRPTEFl1HFKHk1IC0m,https://api.spotify.com/v1/audio-analysis/6jbYpRPTEFl1HFKHk1IC0m,278015,3
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,88,pop,mainstream,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,audio_features,spotify:track:5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,186365,4
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,78,k-pop,modern,0.644,0.872,6,-1.54,0,0.0417,0.164,0,0.363,0.378,131.016,audio_features,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,https://api.spotify.com/v1/tracks/5XWlyfo0kZ8LF7VSyfS4Ew,https://api.spotify.com/v1/audio-analysis/5XWlyfo0kZ8LF7VSyfS4Ew,214973,4
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",83,gaming,modern,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,audio_features,spotify:track:2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,267707,4
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,88,pop,global,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4
